elevation_m,area_m2,volume_m3
611.6080322265625,897.9435647259928,0.0
612.1080322265625,1795.8871294519856,673.4576735444946
612.6080322265625,2693.8306941779783,1795.8871294519856
613.1080322265625,5387.661388355957,3816.2601500854694
613.6080322265625,8979.435647259928,7408.034408989441
614.1080322265625,10775.322776711913,12346.724014982401
614.6080322265625,15265.040600341878,18856.81485924585
615.1080322265625,23346.53268287581,28509.70818005027
615.6080322265625,29632.137635957763,41754.37575975867
616.1080322265625,34121.85545958773,57692.87403364504
616.6080322265625,39509.51684794368,76100.7171105279
617.1080322265625,43999.23467157365,96977.90499040723
617.6080322265625,47591.00893047762,119875.46589092005
618.1080322265625,52080.726754107585,144793.39981206635
618.6080322265625,57468.38814246354,172180.67853620913
619.1080322265625,64651.93666027148,202710.75973689288
619.6080322265625,69141.65448390145,236159.15752293612
620.1080322265625,72733.42874280542,271627.9283296128
620.6080322265625,82610.80795479134,310463.987504012
621.1080322265625,95182.01786095524,354912.19395794865
621.6080322265625,103263.50994348917,404523.5759090597
622.1080322265625,113140.88915547509,458624.6756838008
622.6080322265625,119426.49410855705,516766.5214998088
623.1080322265625,128405.92975581698,578724.6274659024
623.6080322265625,136487.4218383509,644947.9653644443
624.1080322265625,137385.3654030769,713416.1621748012
