elevation_m,area_m2,volume_m3
1664.234375,906.817158158261,0.0
1664.734375,906.817158158261,453.4085790791305
1665.234375,2720.451474474783,1360.2257372373915
1665.734375,5440.902948949566,3400.564343093479
1666.234375,5440.902948949566,6121.015817568262
1666.734375,5440.902948949566,8841.467292043046
1667.234375,5440.902948949566,11561.918766517829
1667.734375,6347.720107107827,14509.074530532176
1668.234375,7254.537265266088,17909.638873625656
1668.734375,7254.537265266088,21536.9075062587
1669.234375,7254.537265266088,25164.176138891744
1669.734375,7254.537265266088,28791.444771524788
1670.234375,7254.537265266088,32418.713404157832
1670.734375,9068.17158158261,36499.390615870005
1671.234375,9068.17158158261,41033.47640666131
1671.734375,9068.17158158261,45567.562197452615
1672.234375,9068.17158158261,50101.647988243916
1672.734375,9068.17158158261,54635.73377903522
1673.234375,9068.17158158261,59169.81956982652
1673.734375,9974.988739740871,63930.60965015739
1674.234375,10881.805897899132,69144.8083095674
1674.734375,10881.805897899132,74585.71125851697
1675.234375,11788.623056057393,80253.3184970061
1675.734375,12695.440214215654,86374.33431457436
1676.234375,14509.074530532176,93175.46300076132
1676.734375,17229.52600500696,101110.1131346461
1677.234375,19043.16032132348,110178.28471622872
1677.734375,20856.794637640003,120153.2734559696
1678.234375,21763.611795798264,130808.37506432916
1678.734375,24484.063270273047,142370.293830847
1679.234375,26297.69758658957,155065.73404506265
1679.734375,28111.33190290609,168667.99141743657
1680.234375,29924.966219222613,183177.06594796875
1680.734375,29924.966219222613,198139.54905758006
