elevation_m,area_m2,volume_m3
1915.525634765625,894.0965455130699,0.0
1916.025634765625,894.0965455130699,447.04827275653497
1916.525634765625,5364.57927307842,2011.7172274044074
1917.025634765625,7152.7723641045595,5141.055136700152
1917.525634765625,8046.8689096176295,8940.9654551307
1918.025634765625,9835.06200064377,13411.44818269605
1918.525634765625,11623.25509166991,18776.02745577447
1919.025634765625,13411.44818269605,25034.70327436596
1919.525634765625,15199.641273722189,32187.475638470518
1920.025634765625,18776.02745577447,40681.39282084468
1920.525634765625,20564.220546800607,50516.45482148845
1921.025634765625,23246.51018333982,61469.13750402356
1921.525634765625,25928.79981987903,73762.96500482826
1922.025634765625,27716.992910905166,87174.41318752432
1922.525634765625,29505.18600193131,101479.95791573344
1923.025634765625,33975.668729496654,117350.17159859043
1923.525634765625,34869.765275009726,134561.53009971703
1924.025634765625,39340.24800257508,153114.03341911323
1924.525634765625,40234.34454808815,173007.68155677902
1925.025634765625,45598.923821166565,194465.99864909268
1925.525634765625,49175.310003218845,218159.55710518904
1926.025634765625,50963.50309424499,243194.260379555
1926.525634765625,55433.98582181033,269793.6326085688
1927.025634765625,57222.178912836476,297957.67379223055
1927.525634765625,59010.37200386262,327015.8115214053
