elevation_m,area_m2,volume_m3
571.1279907226562,875.9636903746973,0.0
571.6279907226562,1751.9273807493946,656.972767781023
572.1279907226562,4379.818451873487,2189.9092259367435
572.6279907226562,5255.782142248184,4598.809374467161
573.1279907226562,9635.60059412167,8321.655058559625
573.6279907226562,13139.45535562046,14015.419045995157
574.1279907226562,22775.05594974213,22994.046872335806
574.6279907226562,24526.983330491523,34819.556692394224
575.1279907226562,39418.36606686138,50805.89404173245
575.6279907226562,49929.93035135775,73142.96814628722
576.1279907226562,73580.94999147457,104020.6882319953
576.6279907226562,92852.15117971791,145628.96352479342
577.1279907226562,122634.91665245763,199500.7304828373
577.6279907226562,141030.15415032627,265416.99818353326
578.1279907226562,163805.2101000684,341625.83924613195
578.6279907226562,178696.59283643824,427251.2899802586
579.1279907226562,192712.0118824334,520103.44115997653
579.6279907226562,205851.46723805385,619744.3109400984
580.1279907226562,223370.74104554782,727049.8630109988
