dam_id,dam_name,c,b,source,capacity_mcm,r_squared
id_120003,Damad,0.15470763448358202,1.2619550942811266,srtm_direct,55.5,0.9998270301160751
id_120012,Wasah,0.0015932939217744684,1.6876545294382381,srtm_direct,1.5,0.9984461984618828
id_130000,Najran,0.008264017877395852,1.4683641741280455,srtm_direct,86.0,0.9995666149998721
id_130008,Khadiran,0.02951225807784701,1.4332530377335229,srtm_direct,1.0,0.9871926568069935
id_130015,Qatan,3.9129107844800755e-05,1.9336707474224692,srtm_direct,0.7585,0.9976603708249587
id_130018,Na'wan,2.434694251880492,1.1,srtm_direct,0.532,0.9935251836210374
id_130020,Tarimah,0.0003711651249820966,1.7954178897841344,srtm_direct,2.0735,0.9925516342968332
id_010052,Namar,0.04591923093820148,1.4950355373933695,regional_median,1.5,
id_010053,Hanifah,0.05566623230673558,1.4950355373933695,regional_median,1.4,
id_010069,Al-Hanabij,0.006635710211812202,1.4950355373933695,regional_median,1.5,
id_020044,Al-Ayab,0.09006859465131069,1.4950355373933695,regional_median,0.52711,
id_020054,Basal,1.5939498334249993,1.4950355373933695,regional_median,1.5,
id_020057,Faydat Al-Musallah,0.004198892433187905,1.4950355373933695,regional_median,3.0,
id_020063,Qarn,0.03908319720288845,1.4950355373933695,regional_median,0.709801,
id_020072,Liyah,0.21737158055863953,1.4950355373933695,regional_median,10.0,
id_030031,Al-Muqarran,0.017363620552054773,1.4950355373933695,regional_median,0.854322,
id_030036,Hadhawadha,7.696056660209353,1.4950355373933695,regional_median,40.0,
id_040009,Abu Jurayfah,0.004509559068206424,1.4950355373933695,regional_median,0.538464,
id_040015,Al-Rummah,0.0059615704023190785,1.4950355373933695,regional_median,1.5,
id_050000,Al-Dhibiyah,10.979156364719138,1.4950355373933695,regional_median,5.718024,
id_070007,Atud Al-Khamis,0.029950976873927847,1.4950355373933695,regional_median,6.24,
id_090023,Al-Halifah,0.006043820030211173,1.4950355373933695,regional_median,2.768748,
id_090027,Al-Salimah,0.4693754657795957,1.4950355373933695,regional_median,1.0,
id_090040,Al-Rawd Bin Hadi,0.017537550409469766,1.4950355373933695,regional_median,2.0,
id_110004,Al-Shawihitiyah,0.004644789851926447,1.4950355373933695,regional_median,2.3,
