dam_id,dam_name,capacity_mcm,c,b,source
id_070092,Amiq Bal-Lahmar,1.062,0.17634212395202675,1.3491302406841543,srtm_derived
id_070093,Khurs,0.446675,0.009486888412010825,1.5441560123304485,srtm_derived
id_070094,Athab,1.064,0.0005618600415151297,1.6634281096166381,srtm_derived
id_070095,Al-Dahnah,0.12,0.010433579771496561,1.5558517322403753,regi_multi
id_070096,Al-Qabah,2.0,0.0005123442654603501,1.7823947798212014,srtm_derived
id_070097,Ghalabah,0.21773,0.00010524189498636203,2.0,srtm_derived
id_070098,Dhahban,2.29,0.011031261074725624,1.4285152956260923,srtm_derived
id_070099,Al-Fid,2.5,8.260071823425215e-06,2.0,srtm_derived
id_070100,Qurdan,0.78,0.0037293456580299584,1.5352525818465614,srtm_derived
id_070101,Harjab,4.65,0.0009735658503758887,1.6702980705345298,srtm_derived
id_070102,Al-Sarwa,0.055,0.0037918712756612443,1.5558517322403753,regi_multi
id_070103,Al-'Asran,0.06,0.006743433870228761,1.5558517322403753,regi_multi
id_070104,Abu Khuda'ah,0.1,0.0018912140683811263,1.5558517322403753,regi_multi
id_070105,Kutam,0.5195,0.005031455429351342,1.5900789741947765,srtm_derived
id_070106,Al-'Ayzah,0.15,0.007104061582680723,1.5558517322403753,regi_multi
id_070107,Al-Farwan,0.107,0.0100547190718868,1.5558517322403753,regi_multi
id_070108,Wadi Daf,0.25,0.00037671286897032226,1.7732682069270793,srtm_derived
id_070109,Thama,0.325,0.0073692779900088904,1.554908194267137,srtm_derived
id_070110,Al-Jawah,0.5,0.008726804331534162,1.5558517322403753,regi_multi
id_070111,Awis,0.593,8.367473615397431e-05,2.0,srtm_derived
id_070112,Yafif,0.69,0.003910993689561869,1.5558517322403753,regi_multi
id_070113,Nabah,0.75,0.011323586536606466,1.5558517322403753,regi_multi
id_070114,Khadar Al-Haymah,1.128733,0.008242959875009167,1.43797364021357,srtm_derived
id_070116,Al-Mahzamah,1.5,0.24335971171887505,1.1951468362828033,srtm_derived
id_070117,Aqdah,3.0,0.002183422313877,1.5558517322403753,regi_multi
id_070118,AL-Thafn,0.639068,0.15864796410980436,1.2273205651708543,srtm_derived
id_070119,Al-Farhah,0.059232,0.012109706278809295,1.5558517322403753,regi_multi
id_070120,Hadhir,0.211779,0.012724366730601117,1.5558517322403753,regi_multi
id_070121,Wasat Marama,0.4,0.03181434242980407,1.4718972515876871,srtm_derived
id_080002,Daqah,1.4,1.7537727706439895e-05,1.9556739944988006,srtm_derived
id_080003,Alib,0.97206,0.004109764260384322,1.4911167214566445,srtm_derived
id_080005,Al-Ahsabah,11.0,0.0002877080694246757,1.727883496292842,srtm_derived
id_080007,Thurad,14.136,0.0019848148292449597,1.577694726657752,srtm_derived
id_080009,Al-Janabin,17.0,3.8740374255662816e-05,1.8844594440491842,srtm_derived
id_080010,Al-Aqiq,19.126142,2.4166220326092964e-05,1.8560521602684004,srtm_derived
id_080012,Ardah,68.0,0.01015379947046744,1.5038295404119504,srtm_derived
id_080015,Matuwah,0.024,0.008106210501237771,1.5558517322403753,regi_multi
id_080016,Al-Arishayn,0.037,0.012309519944877976,1.5558517322403753,regi_multi
id_080017,Al-Ritaq,0.057975,0.007857835708429463,1.5558517322403753,regi_multi
id_080018,Zaqat,0.07,3.3859399755512915e-05,2.0,srtm_derived
id_080019,Al-Qamah,0.08,0.006158816656677454,1.5558517322403753,regi_multi
id_080020,Al-Azizah,0.092762,0.01050075872141636,1.5558517322403753,regi_multi
id_080021,Dharawah,0.098,0.010993906350641763,1.5558517322403753,regi_multi
id_080022,Al-Hijah,0.1,0.007398378977549095,1.5558517322403753,regi_multi
id_080023,Ajlan,0.1,0.009508970113390587,1.5558517322403753,regi_multi
id_080024,Al-Malad,0.1,0.00810387812049085,1.5558517322403753,regi_multi
id_080025,Shahbah,0.1,0.01011136617894262,1.5558517322403753,regi_multi
id_080026,Al-Aja'idah,0.1519,0.007553190235785097,1.5558517322403753,regi_multi
id_080027,Dhark,0.1114,0.006228435559958557,1.559126548684648,srtm_derived
id_080028,Am Rijlan,0.118038,0.01050386949153609,1.5558517322403753,regi_multi
id_080029,Al-Marbah,0.12,0.010124044234693767,1.5558517322403753,regi_multi
id_080030,Al-Kharar,0.15,0.0011332666988655633,1.7358606159272223,srtm_derived
id_080031,Al-Lahijah,0.130198,0.0058123547832401624,1.5558517322403753,regi_multi
id_080032,Al-Khalah,0.2,0.01041890962924451,1.5558517322403753,regi_multi
id_080033,Al-Talqiyah,0.2,0.006753476316576408,1.5558517322403753,regi_multi
id_080034,Al-Jahafin,0.2,0.006638576529411267,1.5558517322403753,regi_multi
id_080035,Al-Haliyah,0.23,0.008238890853192621,1.5558517322403753,regi_multi
id_080036,Subihah,0.3,0.0018254114454235486,1.7263528162147206,srtm_derived
id_080037,Al-Dhahin,0.32,0.016574426181978425,1.5158958173723538,srtm_derived
id_080038,Al-Muzlimat,0.4,0.01913996941624654,1.429808576511892,srtm_derived
id_080039,Al-Sadr,0.5,0.015208139319817182,1.458339279514884,srtm_derived
id_080040,Al-Mashiraf,0.6,0.003546032884497258,1.5558517322403753,regi_multi
id_080041,Ma'shuqah,0.9057,0.005700707516168958,1.5257490815609045,srtm_derived
id_080042,Al-Marazawaq,0.75,0.005307406173114234,1.592825330995625,srtm_derived
id_080043,Jarab,0.3441,0.0025081429270454657,1.5632485871440762,srtm_derived
id_080044,Madhas,1.5,0.0202780505919043,1.4434432503920172,srtm_derived
id_080045,Bidah,2.0,0.011725690467779019,1.528862287723235,srtm_derived
id_080046,Al-Habis,0.01,0.011495866105657181,1.5558517322403753,regi_multi
id_080047,Dabdab,0.03,0.01211764938293538,1.5558517322403753,regi_multi
id_080048,Al-Milh,0.1,0.009498140819490915,1.5558517322403753,regi_multi
id_080049,Al-Afarah,0.15,0.010724348428093075,1.5558517322403753,regi_multi
id_080050,Athal,0.113,0.013908458553479061,1.5558517322403753,regi_multi
id_080051,Al-Hadim,0.31,0.002719098167463967,1.6317082227833555,srtm_derived
id_080052,Al Sarawar,0.072244,0.010802109674604113,1.5558517322403753,regi_multi
id_080053,Shada Nira,0.884446,0.000572440135588772,1.7361920107855733,srtm_derived
id_080054,Al-Madarah,0.157509,0.013919727370192028,1.5558517322403753,regi_multi
id_080055,Al-Hamirah (Al-Salasil),0.531187,0.0015416589348792266,1.7048672722051361,srtm_derived
id_080056,Al-Nusabah,0.080311,0.010078626446726004,1.5558517322403753,regi_multi
id_090000,Al-Juwi'diyah,0.109,0.0043312258135208455,1.5558517322403753,regi_multi
id_090001,Aqadah,0.1,0.008787348317939083,1.5558517322403753,regi_multi
id_090002,Al-Sahwah,0.14126,0.0014896777163783495,1.634044854213145,srtm_derived
id_090003,Al-Sada'iyah,0.105728,0.0035702994597011733,1.5558517322403753,regi_multi
id_090004,Al-Ratiq,0.106,0.009658360652400708,1.5558517322403753,regi_multi
id_090005,Taba,0.154383,0.00791652920643963,1.4830426199785114,srtm_derived
id_090006,Tawarin,0.12,0.007315284631698938,1.5558517322403753,regi_multi
id_090007,Al-Jahifah,0.4932,0.005727039817200748,1.5558517322403753,regi_multi
id_090008,Al-Mudih,0.107662,0.0044413307155093985,1.5558517322403753,regi_multi
id_090009,Fayd,0.167467,0.0026812628262409552,1.5558517322403753,regi_multi
id_090010,Aqalat Bin Jabrin,0.714614,0.009321510611996797,1.4063135291979993,srtm_derived
id_090011,Al-Salaf,0.15,0.0060155355005200905,1.5558517322403753,regi_multi
id_090012,Al-Raqab,0.15975,0.002361235826216966,1.5558517322403753,regi_multi
id_090013,Saqiyat Fayd,0.18,0.34150098293129166,1.1,srtm_derived
id_090015,Nuqbayn,0.23,0.3085343225907104,1.1827977047101967,srtm_derived
id_090016,Al-Sir,0.25,0.29238489437565646,1.2654947180747844,srtm_derived
id_090017,Ghamrah,0.25,3.307396309319521e-05,2.0,srtm_derived
id_090018,Samirahh,0.787228,0.068389514707505,1.2413035760327737,srtm_derived
id_090019,Al-Radafin,0.3,0.005449366579969264,1.5558517322403753,regi_multi
id_090020,Al-Hawidah,0.36,0.009782481962580076,1.411472999109596,srtm_derived
id_090021,Al-Shinan,0.446568,0.0001867287314515382,1.7385051897013923,srtm_derived
id_090022,Al-Bar,0.5,0.009631901634438078,1.4460006697510233,srtm_derived
id_090023,Al-Halifah,2.768748,0.0007104481240514746,1.5558517322403753,regi_multi
id_090024,Al-Sab'an,0.630351,0.0031806662130729104,1.5558517322403753,regi_multi
id_090025,Saqf,0.6,0.023420937300912402,1.3818926220599936,srtm_derived
id_090026,Watadah,0.649943,0.024747111817068197,1.3227951876012702,srtm_derived
id_090027,Al-Salimah,1.0,0.0017439339549542854,1.5604908640924213,srtm_derived
id_090028,Dalihan,1.0,0.0009614113675831931,1.6315484829061395,srtm_derived
id_090029,Bazakhah,0.349411,0.08531720457239203,1.2444918153474007,srtm_derived
id_090031,Al-Shaqiq,2.0,0.002283025521117048,1.5558517322403753,regi_multi
id_090032,Al-Wasitah,2.5,0.21991865224669085,1.1757507727040828,srtm_derived
id_090033,Al-Ha'it,3.0,0.20492605821075371,1.2414339585320626,srtm_derived
id_090034,Al-Dabiyah,1.191704,0.05278273815059317,1.2723498211778788,srtm_derived
id_090035,Wasmiya,0.1,0.007233652812149337,1.5558517322403753,regi_multi
id_090036,Al-Na'ih,0.16,0.006865280942006876,1.5558517322403753,regi_multi
id_090037,Al-Adirah,0.55087,0.029076135728317163,1.2929432608024383,srtm_derived
id_090038,Al-Rawdah,1.5,0.005357068664177796,1.5002318609727392,srtm_derived
id_090039,Al-Ghazalah,0.12,0.0034876085008083402,1.5558517322403753,regi_multi
id_090040,Al-Rawd Bin Hadi,2.0,0.0010066906822957938,1.5558517322403753,regi_multi
id_090041,Aqadh Al-Tad'imi,0.081232,0.01054838797244631,1.5558517322403753,regi_multi
id_090042,Mashar,0.116121,0.00838411301714926,1.5558517322403753,regi_multi
id_090043,Aba Adi,0.098449,0.011144559565620589,1.5558517322403753,regi_multi
id_090044,Qarih,0.216392,0.012930491040922937,1.5558517322403753,regi_multi
id_090045,Al-Sir Al-Tad'imi,0.746493,0.036477438835064505,1.3529789811030548,srtm_derived
id_100000,Al-Kharar,0.16755,0.0030179234127633283,1.6231952025220535,srtm_derived
id_100001,Rahib,0.102263,0.03609747098071246,1.398148662490318,srtm_derived
id_100002,Abu Al-Qazaz,0.423879,0.00025510413606900126,1.698825362414288,srtm_derived
id_100003,Al-Zarib,0.5,0.01770843544490819,1.3897253985854314,srtm_derived
id_100004,Shawaq,0.8,1.528111210857142e-05,2.0,srtm_derived
id_100005,Aynawanah,0.7,0.0010329743910580135,1.6676301156057634,srtm_derived
id_100006,Damah,0.934972,0.00044085698624173975,1.7466801745727436,srtm_derived
id_100007,Sharamah,1.0,0.12940184127330748,1.251505319003673,srtm_derived
id_100008,Samin,0.177,0.00345779933172893,1.5558517322403753,regi_multi
id_100009,Al-Nabi',1.0,3.0740545211944053e-05,2.0,srtm_derived
id_100010,Al-Kar,1.003409,0.0002076901951765609,1.7161851552733025,srtm_derived
id_100011,'Afal,2.0,0.01431420424233284,1.444585078027989,srtm_derived
id_100012,Shaghab,1.743381,1.164105268792136e-05,2.0,srtm_derived
id_100013,Al-Balitih,0.6,0.005115882844483155,1.578286580863582,srtm_derived
id_100014,Al-Fari'ah,4.643,0.11060747907458293,1.229644574557693,srtm_derived
id_100015,Wadi Al-Najad,1.047775,1.1444526272005957e-05,1.981233671672849,srtm_derived
id_100016,Tala' Al-Shamali,0.777008,0.03721078329747455,1.3273438725141231,srtm_derived
id_100017,Salim Al-Awasat,0.458187,0.0013263155015856617,1.5797047700524591,srtm_derived
id_100018,Dahkan,1.2,3.8003126713438375e-05,1.962000848377521,srtm_derived
id_100019,Damh,2.5,0.09194775919114012,1.2802285192748866,srtm_derived
id_100020,Dab'an,0.957508,0.01727194162669522,1.3673961903069785,srtm_derived
id_100021,Tila' Al-Janawabi,0.422481,0.2195715788950922,1.1871192662006127,srtm_derived
id_100022,Al-Baqar,1.8,0.004753114619902937,1.5030245123797625,srtm_derived
id_100024,Na'am,1.5,0.004868975133605191,1.5078836180248798,srtm_derived
id_100025,Al-Mawilah (Al-Sir),1.593,7.441733407993456e-05,1.9112671925567786,srtm_derived
id_110000,Al-Ma'tadal (Al-Tamariyah),0.574,0.08439550224527381,1.2248900276911316,srtm_derived
id_110002,Al-Ay'ali,1.2,0.0030374537888778926,1.4768918951186338,srtm_derived
id_110004,Al-Shawihitiyah,2.3,0.000892221614316142,1.5558517322403753,regi_multi
id_110005,Al-Nakhalah,0.6,0.05505438275532381,1.2585236149249186,srtm_derived
id_110006,Bair,1.25,0.026519948874754225,1.3199405247917466,srtm_derived
id_110007,Hasidah Al-Gharbiyah,1.3,1.025290256722772e-05,2.0,srtm_derived
id_110008,Sarmadah,2.2846,0.001106999110416214,1.5558517322403753,regi_multi
id_110009,Hasidah Al-Sharqiyah,2.6,0.0040006163332692215,1.4534809181476356,srtm_derived
id_110010,Al-Marir,1.194257,0.0001279576486410233,1.7843123224360264,srtm_derived
id_120000,Baish,198.072,0.0076214798988723876,1.5066160859216666,srtm_derived
id_120002,Jazan,54.2,7.649330643827611e-05,1.680830160017212,srtm_derived
id_120003,Damad,55.5,0.15181781128024383,1.2632060335073403,srtm_derived
id_120005,Qasi,15.1,0.0010185940250089023,1.5558517322403753,regi_multi
id_120006,Shab Maghawarah,0.098,0.011822864531190433,1.5558517322403753,regi_multi
id_120007,Lajab (Bashimah),0.023413,0.008667792147753463,1.5558517322403753,regi_multi
id_120008,Al-Madirah,0.157,0.01812789520793432,1.4856705497847016,srtm_derived
id_120009,Amud,0.084957,0.008232867114736031,1.5558517322403753,regi_multi
id_120010,Al-Raith,0.18,0.010386070364924269,1.5558517322403753,regi_multi
id_120011,Qurah,0.985954,0.6290566533390407,1.169587673748431,srtm_derived
id_120012,Wasah,1.5,0.0014372762748667833,1.696292388952421,srtm_derived
id_120013,Wa'al,1.0168,0.025001724075778983,1.4092049160247087,srtm_derived
id_120014,Shahdan,2.5,0.001183351345622298,1.5558517322403753,regi_multi
id_120015,Am Khabarah,0.15,0.0022970894817179372,1.5558517322403753,regi_multi
id_130000,Najran,86.0,0.008418481989685101,1.4671342676985801,srtm_derived
id_130002,Aratad,0.0797,0.007348712682734839,1.5558517322403753,regi_multi
id_130003,Yasan,0.233425,0.008266081531294862,1.5558517322403753,regi_multi
id_130004,Al-Salamah,0.5,0.0027558110633212345,1.7040436246106048,srtm_derived
id_130005,Al-Bayadh,0.243,7.798358859421699e-05,1.915578925061696,srtm_derived
id_130006,Al-Maghawi,0.20834,0.008803270511309792,1.5558517322403753,regi_multi
id_130007,Makish,0.288,0.0048925101922792065,1.5558517322403753,regi_multi
id_130008,Khadiran,1.0,0.04485153719700914,1.395519430589267,srtm_derived
id_130009,Al-Mahjar,1.0,0.0006013013846082728,1.6950436511413616,srtm_derived
id_130010,Al-Yatim,0.3,0.005840060784059263,1.5558517322403753,regi_multi
id_130011,Makhdab,0.3437,0.0047299671181939675,1.5558517322403753,regi_multi
id_130012,Thar,0.36,0.002598985612457172,1.621364630419971,srtm_derived
id_130013,Humayran,0.49183,0.03156346656167518,1.4635507059598996,srtm_derived
id_130014,Al-Ashah,0.270045,0.013590125818462726,1.483010790781087,srtm_derived
id_130015,Qatan,0.7585,3.87916391780431e-05,1.934727919380021,srtm_derived
id_130016,(Surum) Halal,0.58563,0.005918535697794028,1.5558517322403753,regi_multi
id_130017,Al-Khadarah,0.6,0.0037084131503999167,1.5558517322403753,regi_multi
id_130018,Na'wan,0.532,0.9312696986961904,1.1,srtm_derived
id_130019,Al-Safah,0.3663,0.0052795945583262276,1.5558517322403753,regi_multi
id_130020,Tarimah,2.0735,0.00039350361258599703,1.7902956906175835,srtm_derived
id_130021,Al-Malihah,0.471,0.020867589151581743,1.4444222441295373,srtm_derived
id_130022,Akadhaba,0.25,0.007355126507860119,1.5558517322403753,regi_multi
id_130023,Al-Athibah,0.43735,0.00242326172051123,1.6751200300570366,srtm_derived
id_130024,Hadadah,0.5,0.0001299262720822167,2.0,srtm_derived
id_130025,Al-Haj,0.578,0.0038471437981090237,1.5558517322403753,regi_multi
id_130026,Al-Sharam,0.163086,0.005815988074795884,1.5558517322403753,regi_multi
id_130027,Qurdah,0.242875,0.021116359493844526,1.4204487333592517,srtm_derived
id_130028,Matarah Al-Qaran,2.054425,0.011007822227312851,1.557471833020419,srtm_derived
