dam_id,dam_name,construction_year,dam_height_m,spillway_height_m,dam_length_m,capacity_mcm,curve_type,srtm_water_level_m,coverage_fraction,z_min,z_max,footprint_area_km2,c,b,r_squared,n_pixels,void_fraction,capped,placement_upstream_shift_m,placement_method,valley_width_m,valley_ratio,channel_slope,mean_catchment_slope,upstream_area_km2,lat,lon,srtm_max_vol_mcm,vol_ratio,z_range,z_range_ratio,quality,uncertainty_flags,uncertainty_score,sed_yield_t_ha_yr,owe_mm_year,predicted_silt_fraction,sediment_risk
id_010018,Mahiraqah,2008.0,6.0,4.0,166.0,0.202838,full,,1.0,903.5,911.9359741210938,0.1203794510936643,0.3461687133655693,1.1395446862676055,0.9925458668248938,138,0.0,False,0.0,stage_1_fast_path,236.27981554048225,59.06995388512056,0.0099437554621681,0.0559915639460086,13.94693746,23.951111,45.075833,0.2272380218108662,1.1202931492662431,8.43597412109375,2.108993530273437,A,height_noise,1,3.337219556,2514.9,0.317719,high
id_010019,Marqan,2013.0,8.0,6.0,222.0,0.219537,full,,1.0,915.0,919.5,0.1420659575634572,0.0003226374555229,1.7352350517205313,0.9990450866606622,163,0.0,True,0.0,stage_1_fast_path,236.1789547678253,39.36315912797088,0.0069032632470789,0.1242032423615455,1676.183285,24.074167,44.937778,0.2832603448351141,1.290262437926701,4.5,0.75,A,-,0,1.252936097,2513.8,1.000000,fully_silted
id_010020,Al-Shahmah,2011.0,7.5,6.0,105.0,0.219617,full,,1.0,646.5,651.5,0.1511795101584725,0.0242850052911108,1.3472368633759957,0.9986200411193136,176,0.0,True,0.0,stage_2_upstream_walk,234.46613258710448,39.07768876451741,0.0113479581881186,0.0435534343123436,15.28567973,26.112187,45.808843,0.2329968302868504,1.0609234726221124,5.0,0.8333333333333334,A,-,0,1.100554154,2461.7,0.088385,low
id_010021,Al-Ruwaydah,2010.0,5.5,4.0,307.0,0.14857,full,,1.0,941.0,948.5,0.158996224959801,0.5978511651042917,1.0606260327790262,0.997039266375755,182,0.0,True,0.0,stage_3_quality_recovery,206.89774273953708,51.72443568488427,0.006572016570267,0.0698339864611625,121.8077617,23.737759,44.801521,0.2015844995026048,1.356831793111697,7.5,1.875,A,height_noise,1,1.288309204,2534.2,1.000000,fully_silted
id_010022,Athitiyah,1982.0,4.0,3.0,230.0,0.25,full,,1.0,704.5,707.42431640625,0.0320020852925482,0.0039997171924294,1.528222161728905,0.9871292778929174,37,0.0,False,0.0,stage_2_upstream_walk,294.09543079125257,98.03181026375086,0.0015667086457886,0.0569346621632576,16.52031192,25.158056,45.368056,0.0317858549865174,0.1271434199460698,2.92431640625,0.9747721354166666,C,height_noise;pre_srtm,2,1.849155265,2494.2,0.413581,high
id_010023,Al-Qaltah,2010.0,9.5,8.0,115.0,0.13554,full,,1.0,884.0,893.5,0.0366111472741117,1.1799444156209196e-05,2.208037738632776,0.9917044578400772,42,0.0,True,0.0,stage_1_fast_path,177.1467848362202,22.14334810452753,0.0041638963668726,0.1643318086862564,1739.598358,24.053611,45.014444,0.1442653541396547,1.0643747538708483,9.5,1.1875,A,-,0,1.353869179,2515.7,1.000000,fully_silted
id_010024,Marat,1977.0,12.0,10.0,110.0,0.4,full,,1.0,713.0,723.0,0.1739892733719842,0.0620428892631519,1.3136017494622627,0.9916314263475412,201,0.0,True,,stage_6_fallback,2500.818274157705,250.08182741577053,0.0139754250905805,0.0381810888648033,17.7253458,25.049528,45.467333,0.4533675717839638,1.1334189294599095,10.0,1.0,A,pre_srtm,1,2.20142624,2494.2,0.367698,high
id_010025,Sudus,1979.0,7.0,6.0,520.0,0.4,full,,1.0,814.5,823.0,0.2399179171537016,3.127413964077843,0.9632768815421736,0.988738842902862,277,0.0,True,0.0,stage_1_fast_path,941.7625904496116,156.96043174160192,0.0063025088141519,0.0451374426484108,52.74882731,25.005833,46.1475,0.4547180740277738,1.1367951850694344,8.5,1.4166666666666667,B,pre_srtm,1,2.067704889,2512.9,0.985816,severe
id_010026,Al-Raziwah,2013.0,6.0,4.0,473.0,0.441675,full,,1.0,884.5,894.0,0.2720347028215321,0.7583730862384838,1.0714208037365076,0.998440361599244,309,0.0,True,0.0,stage_2_upstream_walk,534.0788995267129,133.51972488167823,0.0039817948242386,0.1022723019123077,53.0483428,22.586019,44.953615,0.5139166918189948,1.1635630085900148,9.5,2.375,A,height_noise,1,1.347430167,,0.161836,moderate
id_010027,Al-Bair,2009.0,6.0,4.0,523.0,0.441906,full,,1.0,715.0,719.174072265625,0.1063204270821462,4.0269564053284445e-06,2.1335760378295867,0.987348473922177,123,0.0,False,0.0,stage_3_quality_recovery,235.20458718179933,58.80114679544983,0.0037788645368914,0.0840968042612075,16.26597998,25.269934,45.970554,0.2297126300575639,0.5198223831709999,4.174072265625,1.04351806640625,B,height_noise,1,3.49127656,2501.2,0.168051,moderate
id_010028,Haradah,2007.0,8.0,6.0,276.0,0.4478,full,,1.0,922.5,927.0,0.3016697778330828,0.0001010171789023,1.7617015175514346,0.9933501978992751,343,0.0,True,0.0,stage_3_quality_recovery,266.907852567757,44.48464209462617,0.0109294066485794,0.1041651591658592,51.39777109,22.792778,46.199167,0.4705344931215722,1.0507693012987325,4.5,0.75,A,-,0,2.361835753,2579.7,0.396205,high
id_010029,Al-Jazar,2011.0,6.0,4.0,370.0,0.040365,full,,1.0,755.0,760.0,0.0206766437531974,0.0661883577226516,1.34608631965089,0.9433211756682452,24,0.0,True,0.0,stage_1_fast_path,410.9248803829951,102.73122009574875,0.0024683509389573,0.0572301410138607,51.93675256,25.697671,45.435457,0.0426455777409696,1.056498891142565,5.0,1.25,B,sub_pixel;height_noise,2,1.29608736,,1.000000,fully_silted
id_010030,Bawdah,1985.0,8.0,6.0,100.0,0.13,full,,1.0,692.0,699.0,0.1144883989105553,0.2381357020644832,1.1581677914097148,0.99502967303122,133,0.0,True,0.0,stage_1_fast_path,146.69781444063207,24.449635740105347,0.0035729916670086,0.0872038528323173,73.428643,25.819128,45.673748,0.1753910622407944,1.34916201723688,7.0,1.1666666666666667,A,pre_srtm,1,0.879860324,2470.1,1.000000,fully_silted
id_010031,Tamrah,2009.0,6.0,4.0,160.0,0.47352,full,,1.0,640.0,647.9955444335938,0.1723136455553048,0.0072791428066685,1.4858422804653642,0.990841292251359,193,0.0,False,89.64012130256499,stage_4_river_retry,89.64012130256499,22.410030325641248,0.0196134002270378,0.1460120379924774,118.6157154,20.344295,45.373186,0.4658271739299496,0.9837539574462528,7.99554443359375,1.9988861083984373,A,narrow_valley;height_noise,2,1.117528193,2641.8,0.366073,high
id_010033,Al-Artawiyah,2012.0,10.0,8.0,128.0,0.607143,full,,1.0,632.5,640.5,0.2647011204005774,0.0177988479664623,1.394628756709872,0.9995423976442837,309,0.0,True,0.0,stage_2_upstream_walk,146.3418882359863,18.29273602949829,0.0017832322346334,0.0615946650505065,211.91319,26.455253,45.299936,0.6508306673926818,1.071956141127678,8.0,1.0,A,-,0,0.727170923,2455.5,0.273331,high
id_010034,Al-Khaniqiyah,2011.0,8.0,6.0,189.0,0.6782,full,,1.0,818.0,828.5,0.2027942035150234,0.0172739259549131,1.425568829718852,0.9928633476794028,233,0.0,True,0.0,stage_2_upstream_walk,88.50566363961381,14.750943939935636,0.0320433604392784,0.1568924486637115,307.1334788,24.273056,45.059444,0.6784467023174281,1.0003637604208613,10.5,1.75,A,narrow_valley,1,2.262358498,2519.1,1.000000,fully_silted
id_010035,Khanqat 'Arwah,2011.0,6.5,5.0,278.0,0.680143,full,,1.0,914.5,922.5,0.4204042892611822,0.1697500226472555,1.185731052032946,0.999118957881661,482,0.0,True,0.0,stage_1_fast_path,590.6633792632152,118.13267585264305,0.0033725920092963,0.0649597570300102,1082.813829,23.968821,44.909614,0.7830247939506769,1.1512649456815358,8.0,1.6,A,-,0,0.994404797,2513.0,1.000000,fully_silted
id_010036,Al-Hadar,2010.0,10.0,8.0,400.0,1.9,full,,1.0,721.0,730.0,0.5704143290998087,6.777853135141121e-06,1.9974565730483405,0.9990362863228316,645,0.0,True,0.0,stage_1_fast_path,446.0736965000689,55.75921206250862,0.0039123077044119,0.119949385523796,230.4961666,21.921389,45.934167,2.1454653680560245,1.129192298976855,9.0,1.125,A,-,0,1.112761717,2602.4,0.166146,moderate
id_010037,Al-Jufir,2011.0,5.5,4.0,578.0,0.575625,full,,1.0,796.5,803.0,0.3673019527416287,0.0461065520328284,1.276631799929617,0.999779491484644,421,0.0,True,0.0,stage_1_fast_path,620.2829810859246,155.07074527148114,0.005545701564122,0.0899601057171821,80.58577071,23.985878,46.247886,0.5838879616920073,1.01435476515441,6.5,1.625,A,height_noise,1,3.330206861,2545.1,0.537945,severe
id_010038,Al-Fahihal,2010.0,6.0,4.0,228.0,0.801985,full,,1.0,776.0,781.5210571289062,0.0972923003423751,8.22427215444757e-06,2.0961555381929893,0.9810003980096414,113,0.0,False,0.0,stage_1_fast_path,146.7134799822091,36.67836999555227,0.0038241718566545,0.0691368877887725,5.739226831,25.7775,45.265833,0.2654013414206825,0.3309305553354271,5.52105712890625,1.3802642822265625,B,height_noise,1,11.42784578,2479.6,0.100653,moderate
id_010039,Al-Rayn Bin 'Asaylan,2011.0,10.0,8.0,125.0,0.826156,full,,1.0,800.0,809.91015625,0.1179973308464321,7.797111171479786e-06,2.126333715666507,0.9921907781644912,135,0.0,False,88.69322816932235,stage_4_river_retry,147.8220469488706,18.477755868608824,0.0057344135845712,0.1810817867517471,589.4235077,23.666615,45.375946,0.5034552782781104,0.6093949305919347,9.91015625,1.23876953125,A,-,0,2.44549332,2531.1,1.000000,fully_silted
id_010040,Warat,2012.0,8.0,6.0,328.0,0.881307,full,,1.0,776.0,782.5,0.4201468203057476,0.0035579425135705,1.4926728895743997,0.9993509410286198,487,0.0,True,0.0,stage_1_fast_path,323.09388994327406,53.84898165721234,0.0089857271178888,0.1226933300495147,25.90477215,25.511667,45.519167,0.8918414281130731,1.0119531878370116,6.5,1.0833333333333333,A,-,0,4.593956443,2489.2,0.145420,moderate
id_010041,Salabawakh,2008.0,12.0,10.0,125.0,0.9312,full,,1.0,693.5,702.0,0.3428586823260839,0.0024288275553901,1.5611572831809106,0.9990462100548296,396,0.0,True,0.0,stage_1_fast_path,235.3964830117829,23.53964830117829,0.0105666175888003,0.0659941062331199,300.4313463,25.074095,46.336166,1.0497882634352949,1.1273499392561157,8.5,0.85,A,-,0,1.716825658,2497.2,0.766933,severe
id_010042,Al-'Afaj,2013.0,6.0,4.0,1309.0,0.963524,full,,1.0,705.5,714.0,0.4775951265954083,0.087451755425065,1.2429638400801737,0.9996586625416491,546,0.0,True,0.0,stage_2_upstream_walk,1271.750969899857,317.93774247496424,0.0039189972895447,0.0553090423345565,1363.101012,23.564587,45.614631,1.002424936040912,1.040373603606046,8.5,2.125,A,height_noise,1,2.429223572,2550.3,1.000000,fully_silted
id_010043,Al-'Ayinah,1968.0,5.0,3.0,400.0,0.1,full,,1.0,775.0,783.5,0.0675963841269274,6.028952929603127,0.8839420202184297,0.985423882697568,78,0.0,True,0.0,stage_1_fast_path,147.19207768419324,49.06402589473108,0.0036231197501576,0.0442527830600738,33.15303957,24.944444,46.345833,0.1130939503662055,1.1309395036620558,8.5,2.833333333333333,B,height_noise;pre_srtm,2,1.294322443,2508.8,1.000000,fully_silted
id_010044,Al-Ghat,1975.0,10.5,9.0,180.0,1.0,full,,1.0,713.5,727.5,0.319831899648365,0.1541605711383728,1.2376732098225485,0.99164342058403,372,0.0,True,0.0,stage_1_fast_path,205.2520289395211,22.805780993280123,0.0068640317196257,0.1118957474827766,45.23776964,25.967778,45.035278,1.0822268916192996,1.0822268916192996,14.0,1.5555555555555556,A,pre_srtm,1,1.359856609,2483.5,0.241335,moderate
id_010045,Hawatah Sadir,1981.0,14.0,12.0,500.0,1.0,full,,1.0,710.5,724.5,0.4224987805253031,0.8623698027709226,1.089526646699489,0.9993489562022264,490,0.0,True,0.0,stage_1_fast_path,411.0955025418318,34.257958545152654,0.0007932257634832,0.0766747593879699,224.8555908,25.590158,45.585831,1.1823499036639222,1.1823499036639222,14.0,1.1666666666666667,A,pre_srtm,1,2.163994787,2475.0,1.000000,fully_silted
id_010046,Al-Wasi'ah,1981.0,6.5,4.0,180.0,0.1,full,,1.0,714.5,720.0,0.0575960078463226,0.010479448581482,1.4699769024533302,0.9968032578121544,67,0.0,True,0.0,stage_3_quality_recovery,234.5572043699798,58.63930109249495,0.0178086842898833,0.1250962316989898,4.062248356,25.986667,45.014167,0.1053061337488735,1.0530613374887354,5.5,1.375,A,height_noise;pre_srtm,2,2.983612715,2483.5,0.419545,high
id_010049,Al-Maliyah,1982.0,8.0,6.0,300.0,0.061,full,,1.0,737.0,742.5,0.0787472972706832,0.6632925954279864,1.0457832234973632,0.9984513703431638,91,0.0,True,0.0,stage_3_quality_recovery,294.1738999737645,49.02898332896075,0.014143602344789,0.0977652817964553,349.1943032,25.126667,46.164444,0.0867518302350109,1.422161151393622,5.5,0.9166666666666666,A,pre_srtm,1,1.6809718,,1.000000,fully_silted
id_010050,Al-Ha'ir Bin Al-Majma'ah,1985.0,11.0,9.0,220.0,1.0,full,,1.0,755.5,766.5,0.3176902837385261,0.0057341540375347,1.5018464661411906,0.9980710749927773,369,0.0,True,0.0,stage_1_fast_path,264.0774347655615,29.341937196173504,0.0014450230187446,0.0700421407818794,48.56945954,25.786674,45.368297,1.0798456324635404,1.0798456324635404,11.0,1.2222222222222223,A,pre_srtm,1,1.597063933,2479.6,0.244639,moderate
id_010051,Al-Hariq Bin Al-Washam,1985.0,6.0,4.0,400.0,0.5,full,,1.0,736.0,744.0,0.2882101113788439,0.4744304506882,1.104774409017271,0.9980756550737166,334,0.0,True,0.0,stage_1_fast_path,616.879968521498,154.2199921303745,0.005511666931206,0.090728260576725,24.63013428,25.478943,45.378394,0.5108394788511247,1.0216789577022494,8.0,2.0,A,height_noise;pre_srtm,2,4.043351337,2490.1,0.628172,severe
id_010052,Namar,1959.0,8.0,6.0,400.0,1.5,full,,1.0,576.5,595.5,0.3267968574354638,0.0537933772750344,1.3547075326515985,0.9985986328007344,376,0.0,True,0.0,stage_2_upstream_walk,235.8495219632461,39.30825366054102,0.0030783040458426,0.0738973319530487,189.9458707,24.5745,46.686333,1.651367098743035,1.1009113991620232,19.0,3.1666666666666665,D,pre_srtm,1,1.494141636,2520.2,0.975128,severe
id_010053,Hanifah,1960.0,8.0,6.0,390.0,1.4,full,,1.0,598.0,617.5,0.4342850039079312,0.1949166244730057,1.2139680066041114,0.9952009923770117,500,0.0,True,0.0,stage_2_upstream_walk,265.2436062058516,44.20726770097526,0.0007336864498406,0.1370180398225784,1668.885705,24.657778,46.609167,1.4279290928492776,1.0199493520351983,19.5,3.25,D,pre_srtm,1,1.64257356,2520.2,1.000000,fully_silted
id_010054,Al-Shamam,1981.0,6.0,4.0,100.0,1.5,full,,1.0,909.0,919.4872436523438,0.1133580135733269,0.0146539486725452,1.478679176191297,0.9962216536715072,130,0.0,False,0.0,stage_3_quality_recovery,118.11754957125196,29.529387392812996,0.0246339154439871,0.2105985134840011,7.48137759,24.005556,45.010278,0.4553940199128463,0.3035960132752309,10.48724365234375,2.621810913085937,B,height_noise;pre_srtm,2,14.75571742,2514.9,0.254753,high
id_010055,Al-Nasaq,1981.0,10.0,8.0,100.0,1.5,full,,1.0,911.5,929.1840209960938,0.2145239400710546,1.972639997349024e-05,2.034089175391309,0.9938288403474972,246,0.0,False,0.0,stage_1_fast_path,147.65233971006063,18.45654246375758,0.0052828384835393,0.1815359443426132,4.041534456,23.995111,45.012222,1.5029756533026934,1.0019837688684623,17.68402099609375,2.2105026245117188,A,pre_srtm,1,15.89239692,2514.9,0.148222,moderate
id_010056,Dharmah,1982.0,6.0,4.0,1450.0,1.5,full,,1.0,659.0,666.0,0.783929117739848,0.0018633758406763,1.5125416028018046,0.9983535079205632,903,0.0,True,0.0,stage_1_fast_path,1826.7798489092563,456.6949622273141,0.0024875794985544,0.0418954454362392,4.923738495,24.679167,46.107778,1.5576576074249413,1.0384384049499609,7.0,1.75,A,height_noise;pre_srtm,2,12.40492138,2520.9,0.137818,moderate
id_010057,Al-Qawi'ah,1982.0,9.0,7.0,250.0,1.5,full,,1.0,830.0,840.0,0.659068112240773,0.1396338654895826,1.217915226210579,0.9981938835899276,756,0.0,True,0.0,stage_3_quality_recovery,324.785728268983,46.397961181283286,0.0039290106932273,0.1141405552625656,248.593398,24.040833,45.231333,1.7331050358924032,1.155403357261602,10.0,1.4285714285714286,A,pre_srtm,1,1.552249387,2515.7,0.870701,severe
id_010058,Hadijah,1984.0,7.0,5.0,350.0,1.2,full,,1.0,1031.5,1046.0,0.6841817665210504,5.257495131513955,0.9245592571951534,0.99719526694832,787,0.0,True,0.0,stage_5_relaxed_alignment,648.6658921504779,129.7331784300956,0.0085470515338039,0.1168665513396263,15.89046304,24.547867,43.248611,1.3357627500121902,1.1131356250101585,14.5,2.9,A,pre_srtm,1,10.39097838,2525.1,0.444547,high
id_010059,Al-Muzayri'ah,1985.0,4.0,3.0,580.0,0.39,full,,1.0,750.0,758.0,0.1822016257380102,0.0080874292503731,1.4769080095773772,0.9990711246634008,210,0.0,True,0.0,stage_1_fast_path,559.654599651903,186.551533217301,0.0183487327700747,0.1322004348039627,135.8937983,24.781583,46.336556,0.4726396934322908,1.2118966498263866,8.0,2.6666666666666665,A,height_noise;pre_srtm,2,3.299374024,2508.8,1.000000,fully_silted
id_010060,Lasad,1986.0,13.9,11.0,275.0,1.5,full,,1.0,639.0,654.8176879882812,0.2755812215481329,0.0039925029478561,1.5638405725393725,0.9931025134548728,315,0.0,False,0.0,stage_1_fast_path,236.6243971580579,21.51130883255072,0.0503269251654013,0.2424010187387466,58.98334035,23.626667,46.6325,1.398246626473979,0.9321644176493192,15.81768798828125,1.4379716352982954,A,pre_srtm,1,4.749514655,2536.8,0.574651,severe
id_010061,Jalajil,1975.0,12.0,10.0,360.0,1.75,full,,1.0,774.5,786.5,0.64464177122519,0.1638492096433526,1.2189023100412757,0.9996588849090016,748,0.0,True,0.0,stage_3_quality_recovery,645.8491666688807,64.58491666688806,0.0046635047164244,0.0674382001161575,79.38545211,25.651115,45.420007,1.9638735777799488,1.1222134730171136,12.0,1.2,A,pre_srtm,1,2.408384978,2479.6,0.428603,high
id_010062,Al-Khanqah,2007.0,12.0,10.0,196.0,1.9325,full,,1.0,876.0,890.0,0.5160479051213414,0.1445102193896792,1.2518901900313075,0.9983697607256188,592,0.0,True,0.0,stage_1_fast_path,206.674459447296,20.6674459447296,0.0009023106965707,0.230566993355751,1687.08652,24.049167,44.968611,2.038040544212324,1.054613476953337,14.0,1.4,A,-,0,1.282569289,2513.8,1.000000,fully_silted
id_010063,Laban,1959.0,12.0,10.0,500.0,2.0,full,,1.0,621.5,633.5,0.6750527910260732,0.0446765886040234,1.32417346568872,0.999019360707464,777,0.0,True,0.0,stage_1_fast_path,324.2283934392058,32.42283934392058,0.0335718700507629,0.1436384916305542,201.3329788,24.621139,46.605278,2.315335505900238,1.157667752950119,12.0,1.2,A,pre_srtm,1,2.283089585,2520.2,1.000000,fully_silted
id_010065,Al-Ahmar,2008.0,8.0,6.0,1045.0,2.39445,full,,1.0,733.5,745.0,1.298150553016976,0.1366282810450782,1.1991301461504769,0.9992824780107477,1472,0.0,True,0.0,stage_3_quality_recovery,742.4182430264894,123.73637383774825,0.008635896340578,0.0887680575251579,300.5854055,22.370833,46.116667,2.947295616971966,1.2308862648925498,11.5,1.9166666666666667,A,-,0,1.706909503,2583.4,0.296689,high
id_010066,Harimilah,1970.0,6.0,5.0,1250.0,1.5,full,,1.0,769.5,781.2750244140625,0.1609859333017277,0.1247404825148764,1.2703995325393505,0.9976871261340964,186,0.0,False,0.0,stage_2_upstream_walk,676.6519360516459,135.33038721032918,0.0059280011174958,0.0512567460536956,149.7677854,25.098889,46.080556,0.5294792725663007,0.3529861817108671,11.7750244140625,2.3550048828125,B,pre_srtm,1,3.064405457,2501.9,1.000000,fully_silted
id_010067,Al-Matirafi'ah,1985.0,5.0,4.0,875.0,0.14,full,,1.0,724.5,731.5,0.1154277512643257,1.3886557523005063,1.0054698287476105,0.9968254743919748,133,0.0,True,0.0,stage_1_fast_path,942.712520842066,235.67813021051649,0.0037427392319163,0.0548783242702484,142.2910102,24.746333,46.390722,0.1677173904648943,1.197981360463531,7.0,1.75,A,height_noise;pre_srtm,2,2.398013704,2522.2,1.000000,fully_silted
id_010068,Al-Rawdah,1976.0,14.0,12.0,554.0,3.0,full,,1.0,736.0,750.0,1.1509075799367758,0.0951828913912274,1.2471046004788635,0.9997185159762428,1335,0.0,True,0.0,stage_1_fast_path,557.8702387328099,46.48918656106749,0.0019995265441157,0.0763508975505828,146.9631317,25.609444,45.510278,3.454015894394526,1.151338631464842,14.0,1.1666666666666667,A,pre_srtm,1,2.532336437,2475.0,0.477128,high
