date,time,satellite,water_area_km2
2014-05-11,07:26:42,L7,0.0
2014-06-12,07:26:50,L7,0.0
2014-06-28,07:26:54,L7,0.0
2014-08-15,07:27:05,L7,0.0
2014-08-31,07:27:03,L7,0.0
2014-09-16,07:27:06,L7,0.0
2014-10-02,07:27:18,L7,0.0
2014-10-18,07:27:27,L7,0.0
2014-11-03,07:27:37,L7,0.0
2015-06-15,07:29:02,L7,0.0
2015-07-01,07:29:04,L7,0.0
2015-07-17,07:29:10,L7,0.0
2015-08-18,07:29:16,L7,0.0
2015-09-03,07:29:16,L7,0.0
2015-09-19,07:29:23,L7,0.0
2015-10-05,07:29:25,L7,0.0
2016-03-29,07:31:35,L7,0.0
2016-08-04,07:32:03,L7,0.0
2016-09-21,07:32:09,L7,0.0
2016-10-07,07:32:11,L7,0.0
2016-10-23,07:32:08,L7,0.0
2017-05-03,07:31:53,L7,0.0
2017-05-19,07:31:55,L7,0.0
2017-06-04,07:32:00,L7,0.0
2017-06-20,07:32:03,L7,0.0
2017-06-23,07:52:27,Sentinel-2B,0.0
2017-07-03,07:52:27,Sentinel-2B,0.0
2017-07-06,07:32:05,L7,0.0
2017-07-22,07:32:05,L7,0.0
2017-08-07,07:32:03,L7,0.0
2017-08-22,07:52:23,Sentinel-2B,0.0
2017-08-23,07:32:02,L7,0.0
2017-09-13,07:42:28,Sentinel-2A,0.0
2017-09-26,07:52:23,Sentinel-2A,0.0
2017-10-10,07:32:03,L7,0.0
2017-10-18,07:29:43,L8,0.0
2017-10-26,07:32:04,L7,0.0
2017-11-07,07:42:17,Sentinel-2B,0.0
2017-11-15,07:52:25,Sentinel-2A,0.0
2018-01-31,07:42:26,Sentinel-2A,0.0
2018-03-07,07:42:21,Sentinel-2B,0.0
2018-03-19,07:30:35,L7,0.0
2018-03-22,07:42:28,Sentinel-2A,0.0
2018-04-09,07:52:24,Sentinel-2B,0.0
2018-04-16,07:42:29,Sentinel-2B,0.0
2018-04-20,07:30:05,L7,0.0
2018-04-21,07:42:33,Sentinel-2A,0.0
2018-05-22,07:29:32,L7,0.0
2018-06-03,07:52:28,Sentinel-2A,0.0
2018-06-07,07:29:16,L7,0.0
2018-06-13,07:52:26,Sentinel-2A,0.0
2018-06-18,07:52:26,Sentinel-2B,0.0
2018-06-23,07:28:59,L7,0.0
2018-06-28,07:52:26,Sentinel-2B,0.0
2018-07-03,07:52:28,Sentinel-2A,0.0
2018-07-08,07:52:26,Sentinel-2B,0.0
2018-07-09,07:28:39,L7,0.0
2018-07-25,07:28:23,L7,0.0
2018-08-10,07:28:05,L7,0.0
2018-08-18,07:28:53,L8,0.0
2018-08-26,07:27:46,L7,0.0
2018-09-11,07:27:26,L7,0.0
2018-09-13,07:42:22,Sentinel-2B,0.0
2018-09-27,07:27:04,L7,0.0
2018-10-01,07:52:23,Sentinel-2A,0.0
2018-10-06,07:52:23,Sentinel-2B,0.0
2018-10-08,07:42:28,Sentinel-2A,0.0
2018-10-13,07:26:40,L7,0.0
2018-10-16,07:52:24,Sentinel-2B,0.0
2018-12-30,07:52:21,Sentinel-2A,0.0
2019-01-19,07:52:23,Sentinel-2A,0.0
2019-02-03,07:52:27,Sentinel-2B,0.0
2019-02-25,07:42:27,Sentinel-2A,0.0
2019-03-07,07:42:25,Sentinel-2A,0.0
2019-03-12,07:42:28,Sentinel-2B,0.0
2019-03-15,07:52:25,Sentinel-2B,0.0
2019-04-04,07:52:30,Sentinel-2B,0.0
2019-04-14,07:52:32,Sentinel-2B,0.0
2019-05-14,07:52:36,Sentinel-2B,0.0
2019-05-26,07:42:34,Sentinel-2A,0.0
2019-05-29,07:52:30,Sentinel-2A,0.0
2019-06-03,07:52:35,Sentinel-2B,0.0
2019-06-15,07:42:34,Sentinel-2A,0.0
2019-06-23,07:52:35,Sentinel-2B,0.0
2019-06-25,07:42:35,Sentinel-2A,0.0
2019-06-28,07:52:32,Sentinel-2A,0.0
2019-07-05,07:42:36,Sentinel-2A,0.0
2019-07-08,07:52:32,Sentinel-2A,0.0
2019-07-10,07:42:40,Sentinel-2B,0.0
2019-08-02,07:52:35,Sentinel-2B,0.0
2019-08-17,07:52:30,Sentinel-2A,0.0
2019-09-11,07:52:28,Sentinel-2B,0.0
2019-09-16,07:52:26,Sentinel-2A,0.0
2019-09-18,07:42:30,Sentinel-2B,0.0
2019-09-28,07:42:31,Sentinel-2B,0.0
2019-09-30,07:14:39,L7,0.0
2019-10-01,07:52:28,Sentinel-2B,0.0
2019-10-11,07:52:28,Sentinel-2B,0.0
2019-10-23,07:42:34,Sentinel-2A,0.0
2019-11-22,07:42:32,Sentinel-2A,0.0
2019-12-05,07:52:25,Sentinel-2A,0.0
2019-12-12,07:42:27,Sentinel-2A,0.0
2020-01-19,07:52:21,Sentinel-2B,0.0
2020-01-31,07:42:24,Sentinel-2A,0.0
2020-02-03,07:52:19,Sentinel-2A,0.0
2020-02-20,07:42:25,Sentinel-2A,0.0
2020-02-28,07:52:24,Sentinel-2B,0.0
2020-03-06,07:42:29,Sentinel-2B,0.0
2020-03-09,07:52:25,Sentinel-2B,0.0
2020-03-31,07:42:27,Sentinel-2A,0.0
2020-04-05,07:42:28,Sentinel-2B,0.0
2020-04-08,07:52:24,Sentinel-2B,0.0
2020-04-28,07:52:23,Sentinel-2B,0.0
2020-05-13,07:52:32,Sentinel-2A,0.0
2020-05-23,07:52:33,Sentinel-2A,0.0
2020-05-27,07:02:11,L7,0.0
2020-05-30,07:42:37,Sentinel-2A,0.0
2020-06-02,07:52:33,Sentinel-2A,0.0
2020-06-12,07:01:16,L7,0.0
2020-07-07,07:52:29,Sentinel-2B,0.0
2020-07-09,07:42:35,Sentinel-2A,0.0
2020-07-12,07:52:31,Sentinel-2A,0.0
2020-07-14,06:59:21,L7,0.0
2020-08-01,07:52:33,Sentinel-2A,0.0
2020-08-08,07:42:37,Sentinel-2A,0.0
2020-08-13,07:42:35,Sentinel-2B,0.0
2020-08-15,06:57:21,L7,0.0
2020-08-18,07:42:37,Sentinel-2A,0.0
2020-08-26,07:52:31,Sentinel-2B,0.0
2020-08-31,06:56:19,L7,0.0
2020-09-16,06:55:16,L7,0.0
2020-09-17,07:42:36,Sentinel-2A,0.0
2020-09-30,07:52:33,Sentinel-2A,0.0
2020-10-02,06:54:14,L7,0.0
2020-10-22,07:42:35,Sentinel-2B,0.0
2020-10-30,07:52:32,Sentinel-2A,0.0
2020-11-01,07:42:34,Sentinel-2B,0.0
2020-11-24,07:52:27,Sentinel-2B,0.0
2021-01-20,07:42:31,Sentinel-2B,0.0
2021-02-04,07:42:31,Sentinel-2A,0.0
2021-04-13,07:52:23,Sentinel-2B,0.0
2021-04-18,07:52:22,Sentinel-2A,0.0
2021-04-25,07:42:28,Sentinel-2A,0.0
2021-05-14,06:37:30,L7,0.0
2021-06-02,07:52:28,Sentinel-2B,0.0
2021-06-12,07:52:28,Sentinel-2B,0.0
2021-06-14,07:42:32,Sentinel-2A,0.0
2021-06-17,07:52:27,Sentinel-2A,0.0
2021-06-29,07:42:32,Sentinel-2B,0.0
2021-07-14,07:42:34,Sentinel-2A,0.0
2021-08-02,06:30:44,L7,0.0
2021-08-13,07:42:34,Sentinel-2A,0.0
2021-09-02,07:42:32,Sentinel-2A,0.0
2021-09-03,06:27:56,L7,0.0
2021-09-10,07:52:23,Sentinel-2B,0.0
2021-09-12,07:42:32,Sentinel-2A,0.0
2021-09-15,07:52:29,Sentinel-2A,0.0
2021-10-15,07:52:33,Sentinel-2A,0.0
2021-10-20,07:52:29,Sentinel-2B,0.0
2021-10-27,07:42:33,Sentinel-2B,0.0
2021-11-11,07:42:33,Sentinel-2A,0.0
2021-11-16,07:42:29,Sentinel-2B,0.0
2021-12-21,07:42:32,Sentinel-2A,0.0
2022-01-05,07:42:27,Sentinel-2B,0.0036
2022-01-28,07:52:21,Sentinel-2B,0.0045
2022-02-09,07:42:30,Sentinel-2A,0.0009
2022-02-22,07:52:29,Sentinel-2A,0.0
2022-02-27,07:52:23,Sentinel-2B,0.0
2022-03-19,07:52:25,Sentinel-2B,0.0
2022-04-03,07:52:29,Sentinel-2A,0.0
2022-04-05,07:42:28,Sentinel-2B,0.0
2022-04-10,07:42:33,Sentinel-2A,0.0
2022-04-18,07:52:23,Sentinel-2B,0.0
2022-05-10,07:42:35,Sentinel-2A,0.0
2022-05-13,07:52:31,Sentinel-2A,0.0
2022-05-15,07:42:30,Sentinel-2B,0.0
2022-07-09,07:42:44,Sentinel-2A,0.0
2022-08-16,07:52:30,Sentinel-2B,0.0
2022-08-18,07:42:44,Sentinel-2A,0.0
2022-10-17,07:42:34,Sentinel-2A,0.0
2023-02-09,07:42:30,Sentinel-2B,0.0
2023-02-24,07:42:29,Sentinel-2A,0.0
2023-04-28,07:52:27,Sentinel-2A,0.0009
2023-04-30,07:42:33,Sentinel-2B,0.0009
2023-05-25,07:42:35,Sentinel-2A,0.0
2023-06-02,07:52:31,Sentinel-2B,0.0
2023-06-24,07:42:34,Sentinel-2A,0.0
2023-08-06,07:52:32,Sentinel-2A,0.0
2023-09-01,07:29:25,L8,0.0
2023-09-07,07:42:35,Sentinel-2B,0.0
2023-09-09,07:29:28,L9,0.0
2023-09-27,07:42:34,Sentinel-2B,0.0
2023-10-03,07:29:33,L8,0.0
2023-10-11,07:29:36,L9,0.0
2023-10-12,07:42:29,Sentinel-2A,0.0
2023-10-19,07:29:34,L8,0.0
2024-01-28,07:52:25,Sentinel-2B,0.0009
2024-02-17,07:52:28,Sentinel-2B,0.0
2024-04-17,07:52:28,Sentinel-2B,0.0
2024-06-21,07:52:32,Sentinel-2A,0.0
2024-07-21,07:52:29,Sentinel-2A,0.0
2024-08-05,07:52:29,Sentinel-2B,0.0
2024-08-25,07:52:28,Sentinel-2B,0.0
2024-09-03,07:29:18,L8,0.0
2024-09-11,07:29:14,L9,0.0
2024-09-19,07:29:21,L8,0.0
2024-09-21,07:42:27,Sentinel-2B,0.0
2024-09-24,07:52:25,Sentinel-2B,0.0
2024-09-27,07:29:17,L9,0.0
2024-10-04,07:52:28,Sentinel-2B,0.0
2024-10-05,07:29:18,L8,0.0
2024-10-13,07:29:25,L9,0.0
2024-10-19,07:52:27,Sentinel-2A,0.0
2024-10-21,07:29:30,L8,0.0
2025-01-02,07:52:27,Sentinel-2B,0.0
2025-01-22,07:52:28,Sentinel-2B,0.0
2025-02-08,07:42:33,Sentinel-2B,0.0
2025-02-21,07:52:32,Sentinel-2B,0.0009
2025-07-31,07:52:27,Sentinel-2B,0.0
2025-08-10,07:52:29,Sentinel-2B,0.0
2025-08-24,07:42:45,Sentinel-2A,0.0
2025-09-16,07:42:29,Sentinel-2B,0.0
