date,time,scene_cloud_cover_%,aoi_cloud_cover_%,water_area_km2
1984-04-08,07:33:16,0.0,0.0,0.0
1984-08-30,07:36:09,0.0,0.0,0.0
1984-10-01,07:36:13,0.0,0.0,0.0
1984-12-04,07:36:04,0.0,0.0,0.022461176470588234
1985-03-26,07:36:30,5.0,5.0,0.0
1985-11-05,07:34:47,1.0,1.0,0.0
1986-01-24,07:33:18,3.0,0.05006695227735913,0.0045
1986-02-09,07:32:56,9.0,9.0,0.0
1986-11-24,07:24:18,12.0,0.025033476138679563,0.0045
1986-12-10,07:24:44,0.0,0.0,0.03784941176470588
1986-12-26,07:25:14,1.0,1.0,0.05830941176470589
1987-01-11,07:25:42,0.0,0.05006695227735913,0.04578352941176471
1987-01-27,07:26:09,3.0,0.05006695227735913,0.04591411764705883
1987-02-12,07:26:47,0.0,0.0,0.0054
1987-04-01,07:28:35,44.0,0.243168315276507,0.0
1987-04-17,07:29:07,0.0,0.0,0.0036
1987-05-03,07:29:35,3.0,3.0,0.0
1987-05-19,07:30:02,0.0,0.0,0.0
1987-06-04,07:30:26,28.0,28.0,0.0
1987-06-20,07:30:47,0.0,0.0,0.0
1987-07-06,07:31:06,0.0,0.0,0.0
1987-11-11,07:34:06,0.0,0.0,0.0009
1988-01-14,07:35:09,59.0,100.0,0.0
1988-02-15,07:35:44,5.0,5.0,0.013725882352941176
1988-03-02,07:35:55,1.0,1.0,0.0
1988-04-03,07:36:11,0.0,0.0,0.0
1988-04-19,07:36:15,0.0,0.0,0.0
1988-05-05,07:36:23,0.0,0.0,0.0
1988-05-21,07:36:32,0.0,0.0,0.0
1988-06-06,07:36:38,0.0,0.0,0.0
1988-06-22,07:36:43,0.0,0.0,0.0
1988-07-24,07:36:50,0.0,0.0,0.0
1988-08-09,07:36:49,0.0,0.0,0.0
1988-08-25,07:36:53,0.0,0.0,0.0
1988-09-10,07:36:53,0.0,0.0,0.0
1988-09-26,07:36:46,0.0,0.0,0.0
1988-10-12,07:36:40,0.0,0.0,0.0
1988-11-13,07:36:42,0.0,0.0,0.0065258823529411765
1988-11-29,07:36:42,0.0,0.0,0.005657647058823529
1988-12-15,07:36:27,66.0,100.0,0.0
1988-12-31,07:36:25,0.0,0.05006695227735913,0.0026152941176470585
1989-01-16,07:36:13,6.0,0.05006695227735913,0.0447
1989-02-01,07:36:09,0.0,0.0,0.01915764705882353
1989-03-05,07:35:47,0.0,0.0,0.0
1989-03-21,07:35:07,0.0,0.0,0.0
1989-04-06,07:35:14,0.0,0.0,0.0
1989-04-22,07:34:59,1.0,1.0,0.0
1989-05-24,07:34:30,0.0,0.0,0.0
1989-06-25,07:33:52,0.0,0.0,0.0
1989-07-27,07:33:15,0.0,0.0,0.0
1989-08-12,07:32:53,0.0,0.0,0.0
1989-08-28,07:32:33,0.0,0.0,0.0
1989-09-13,07:32:01,0.0,0.0,0.0
1989-10-15,07:31:16,0.0,0.0,0.0
1990-01-03,07:28:55,19.0,19.0,0.031115294117647057
1990-02-20,07:27:28,0.0,0.0,0.003458823529411765
1990-03-08,07:26:53,0.0,0.0,0.0018
1990-03-24,07:26:21,0.0,0.0,0.0
1990-04-09,07:26:15,40.0,40.0,0.0
1990-04-25,07:26:20,0.0,0.0,0.0
1990-06-12,07:26:17,0.0,0.0,0.0
1990-06-28,07:26:16,0.0,0.0,0.0
1990-07-14,07:26:13,0.0,0.0,0.0
1990-07-30,07:26:09,0.0,0.0,0.0
1990-08-15,07:26:05,0.0,0.0,0.0
1990-08-31,07:25:58,0.0,0.0,0.0
1990-09-16,07:25:57,0.0,0.0,0.0
1990-10-02,07:25:43,0.0,0.0,0.0
1990-11-03,07:25:32,8.0,8.0,0.0
1990-11-19,07:25:33,4.0,4.0,0.001955294117647059
