date,time,scene_cloud_cover_%,aoi_cloud_cover_%,water_area_km2
1984-03-27,07:22:16,0.0,0.0,0.0
1984-09-01,07:23:01,0.0,0.0,0.0
1986-05-02,07:17:58,35.0,100.0,0.0
1986-05-18,07:17:33,54.0,0.31273426325786313,0.0
1986-06-03,07:17:05,1.0,1.0327937323596046,0.0
1989-10-01,07:18:39,0.0,0.0,0.0
1990-02-06,07:14:45,11.0,11.0,0.0
1990-03-10,07:13:40,18.0,0.3114545027058884,0.0
1990-11-21,07:12:22,0.0,0.11519898430717246,0.0
1991-12-10,07:17:26,8.0,3.0262533281046835,0.0
1995-09-16,06:54:51,0.0,1.830224856196618,0.0
1984-05-19,07:26:52,15.0,15.0,0.0
1984-06-20,07:27:31,0.0,0.0,0.0
1984-07-06,07:27:41,0.0,0.0,0.0
1984-10-10,07:29:14,0.0,0.0,0.0054
1984-11-11,07:29:01,6.0,6.0,0.0
1984-12-29,07:29:21,0.0,0.0,0.0
1985-01-14,07:29:28,66.0,100.0,0.0
1985-04-20,07:29:24,14.0,14.0,0.0
1986-01-17,07:26:28,1.0,1.0,0.0
1986-02-02,07:26:08,0.0,0.0,0.0
1986-02-18,07:25:45,1.0,1.0,0.0
1986-03-06,07:25:23,10.0,10.0,0.0
1986-04-23,07:24:23,1.0,0.06319352832185252,0.0
1986-09-14,07:19:43,0.0,0.0,0.0
1986-10-16,07:18:42,0.0,0.0,0.0
1987-01-04,07:18:32,0.0,0.0,0.0
1987-01-20,07:18:59,6.0,55.292272133636565,0.0
1987-02-05,07:19:32,1.0,1.0,0.0
1987-02-21,07:20:10,1.0,1.0,0.0
1987-04-10,07:21:55,0.0,0.0,0.0
1987-04-26,07:22:25,0.0,0.0,0.0
1987-05-12,07:22:52,0.0,0.0,0.0
1987-05-28,07:23:17,8.0,8.0,0.0
1987-06-13,07:23:39,0.0,0.0,0.0
1987-06-29,07:24:00,0.0,0.0,0.0
1987-07-31,07:24:44,0.0,0.0,0.0
1987-09-17,07:26:02,0.0,0.0,0.0
1987-10-03,07:26:22,0.0,0.0,0.0
1987-10-19,07:26:39,2.0,2.0,0.0
1987-11-04,07:26:58,0.0,0.0,0.0
1987-12-06,07:27:33,34.0,99.81041941503442,0.0
1988-01-07,07:28:03,65.0,41.75935739203203,0.0
1988-01-23,07:28:20,0.0,0.0,0.0
1988-02-08,07:28:38,42.0,0.08425803776247001,0.0
1988-03-27,07:29:10,1.0,1.0,0.0
1988-04-12,07:29:14,6.0,6.0,0.0
1988-04-28,07:29:19,0.0,48.79845559973138,0.0
1988-05-14,07:29:30,0.0,0.0,0.0
1988-05-30,07:29:37,0.0,0.0,0.0
1988-06-15,07:29:42,0.0,0.0,0.0
1988-07-17,07:29:51,0.0,0.0,0.0
1988-08-02,07:29:52,0.0,0.0,0.0
1988-08-18,07:29:52,0.0,0.0,0.0
1988-09-03,07:29:55,0.0,0.0,0.0
1988-09-19,07:29:51,0.0,0.0,0.0
1988-10-05,07:29:46,0.0,0.0,0.0
1988-11-06,07:29:45,3.0,4.5461341668821325,0.0
1988-11-22,07:29:45,0.0,0.0,0.0
1988-12-08,07:29:35,28.0,28.0,0.0
1988-12-24,07:29:26,95.0,100.0,0.0
1989-01-09,07:29:23,1.0,1.0,0.0
1989-02-26,07:28:58,81.0,100.0,0.0
1989-03-14,07:28:29,19.0,19.0,0.0
1989-03-30,07:28:07,0.0,0.0,0.0
1989-04-15,07:28:13,0.0,0.0,0.0
1989-05-01,07:27:55,11.0,11.0,0.0
1989-05-17,07:27:36,0.0,0.0,0.0
1989-06-18,07:26:58,0.0,0.0,0.0
1989-08-21,07:25:42,0.0,0.0,0.0
1989-09-06,07:25:22,0.0,0.0,0.0
1989-10-08,07:24:39,0.0,0.0,0.0
1989-10-24,07:23:56,33.0,44.565563079119144,0.0
1989-12-27,07:22:14,9.0,9.0,0.0
