date,time,scene_cloud_cover_%,aoi_cloud_cover_%,water_area_km2
1984-05-16,06:56:16,0.0,0.0,0.0
1984-12-10,06:58:40,0.0,11.135361720986186,0.0
1986-02-15,06:55:19,0.0,0.0,0.0
1986-08-26,06:49:52,15.0,15.0,0.0
1987-01-01,06:47:56,0.0,0.0,0.0
1987-01-17,06:48:24,0.0,0.0,0.0
1987-02-02,06:48:54,0.0,0.0,0.0
1987-03-06,06:50:10,0.0,0.0,0.0
1987-03-22,06:50:45,0.0,0.0,0.0
1987-05-09,06:52:17,0.0,0.0,0.0
1987-05-25,06:52:42,81.0,100.0,0.0
1987-06-10,06:53:05,0.0,0.0,0.0
1987-06-26,06:53:26,0.0,0.0,0.0
1987-07-12,06:53:44,0.0,0.0,0.0
1987-09-14,06:55:28,0.0,0.0,0.0
1987-09-30,06:55:49,0.0,0.0,0.0
1987-10-16,06:56:06,48.0,48.0,0.0
1987-11-01,06:56:23,40.0,71.19497590739337,0.0
1987-11-17,06:56:45,0.0,0.0,0.0
1987-12-03,06:57:00,48.0,100.0,0.0
1988-01-04,06:57:30,0.0,0.0,0.0
1988-01-20,06:57:47,0.0,0.0,0.0
1988-02-21,06:58:20,60.0,59.500302166968844,0.0
1988-04-09,06:58:44,50.0,62.519954539781,0.0009
1988-04-25,06:58:48,23.0,23.0,0.0
1988-06-12,06:59:11,0.0,0.0,0.0
1988-06-28,06:59:16,0.0,0.0,0.0
1988-07-14,06:59:20,0.0,0.0,0.0
1988-07-30,06:59:22,0.0,0.0,0.0
1988-08-31,06:59:25,13.0,13.0,0.0
1988-10-02,06:59:16,0.0,0.0,0.0
1988-10-18,06:59:11,0.0,0.0,0.0
1988-11-03,06:59:15,0.0,0.0,0.0
1988-11-19,06:59:13,51.0,32.531285153239594,0.0
1988-12-05,06:59:08,0.0,0.0,0.0
1988-12-21,06:58:57,9.0,9.0,0.0
1989-01-22,06:58:36,1.0,1.0,0.0
1989-02-07,06:58:39,4.0,4.0,0.0
1989-02-23,06:58:31,0.0,0.0,0.0
1989-03-11,06:58:06,0.0,0.0,0.0
1989-04-12,06:57:46,0.0,0.0,0.0
1989-05-14,06:57:10,60.0,100.0,0.6076341176470587
1989-05-30,06:56:57,0.0,0.0,0.0
1989-06-15,06:56:30,0.0,0.0,0.0
1989-07-01,06:56:19,0.0,0.0,0.0
1989-07-17,06:55:58,0.0,0.0,0.0
1989-09-03,06:54:56,0.0,0.0,0.0
1989-10-05,06:54:15,0.0,0.0,0.0
1990-03-14,06:49:13,0.0,0.0,0.0
1990-04-15,06:48:51,1.0,1.0,0.0
1990-07-04,06:48:46,0.0,0.0,0.0
1990-08-05,06:48:38,0.0,0.0,0.0
1990-08-21,06:48:34,0.0,0.0,0.0
1990-09-06,06:48:26,0.0,0.0,0.0
1990-09-22,06:48:24,0.0,0.0,0.0
1990-10-08,06:48:13,0.0,0.0,0.0
1990-11-25,06:47:58,29.0,100.0,0.0
1990-12-11,06:47:57,0.0,2.4378949746138168,0.0
