date,time,satellite,water_area_km2
2000-03-14,07:22:52,L5,0.0
2014-10-07,07:47:06,L7,0.0
2014-10-23,07:47:15,L7,0.0
2015-02-28,07:48:01,L7,0.0
2015-04-09,07:48:32,L8,0.0
2015-09-16,07:49:06,L8,0.0
2015-09-24,07:49:08,L7,0.0
2015-10-10,07:49:16,L7,0.0
2016-05-05,07:51:33,L7,0.0
2016-06-14,07:48:51,L8,0.0
2016-07-08,07:51:43,L7,0.0
2016-08-25,07:51:49,L7,0.0
2016-09-10,07:51:52,L7,0.0
2017-02-25,07:49:03,L8,0.0
2017-04-06,07:51:26,L7,0.0
2017-04-30,07:48:27,L8,0.0
2017-05-08,07:51:38,L7,0.0
2017-06-09,07:51:45,L7,0.0
2017-06-17,07:48:53,L8,0.0
2017-06-25,07:51:48,L7,0.0
2017-07-03,07:48:57,L8,0.0
2017-07-11,07:51:49,L7,0.0
2017-07-19,07:49:01,L8,0.0
2017-08-04,07:49:09,L8,0.0
2017-08-28,07:51:47,L7,0.0
2017-09-05,07:49:16,L8,0.0
2017-10-07,07:49:26,L8,0.0
2017-10-23,07:49:28,L8,0.0
2017-11-08,07:49:26,L8,0.0
2018-03-24,07:50:15,L7,0.0
2018-04-09,07:50:00,L7,0.0
2018-04-25,07:49:44,L7,0.0
2018-05-03,07:48:18,L8,0.0
2018-05-19,07:48:08,L8,0.0
2018-05-27,07:49:12,L7,0.0
2018-06-04,07:47:56,L8,0.0
2018-06-16,08:03:52,Sentinel-2A,0.0018
2018-08-15,07:47:44,L7,0.0
2018-09-24,07:48:50,L8,0.0
2018-10-10,07:48:58,L8,0.0
2018-10-18,07:46:17,L7,0.0
2019-01-12,08:03:48,Sentinel-2A,0.0018
2019-01-27,08:03:53,Sentinel-2B,0.0009
2019-02-01,08:03:49,Sentinel-2A,0.0036
2019-02-06,08:03:53,Sentinel-2B,0.0018
2019-02-16,08:03:52,Sentinel-2B,0.0009
2019-02-26,08:03:51,Sentinel-2B,0.0009
2019-03-08,08:03:50,Sentinel-2B,0.0018
2019-03-11,07:42:14,L7,0.0
2019-03-23,08:03:51,Sentinel-2A,0.0009
2019-04-02,08:03:53,Sentinel-2A,0.0009
2019-04-12,07:41:09,L7,0.0
2019-04-22,08:03:56,Sentinel-2A,0.0018
2019-04-27,08:04:00,Sentinel-2B,0.0
2019-04-28,07:40:33,L7,0.0
2019-05-02,08:03:56,Sentinel-2A,0.0
2019-05-06,07:48:38,L8,0.0
2019-05-07,08:04:01,Sentinel-2B,0.0
2019-05-12,08:03:56,Sentinel-2A,0.0
2019-05-22,07:48:48,L8,0.0
2019-05-27,08:04:01,Sentinel-2B,0.0
2019-06-06,08:04:00,Sentinel-2B,0.0
2019-06-07,07:48:56,L8,0.0
2019-06-21,08:03:56,Sentinel-2A,0.0
2019-06-23,07:49:02,L8,0.0
2019-06-26,08:04:01,Sentinel-2B,0.0
2019-07-09,07:49:06,L8,0.0
2019-07-11,08:03:58,Sentinel-2A,0.0
2019-07-31,08:03:57,Sentinel-2A,0.0009
2019-08-05,08:04:00,Sentinel-2B,0.0
2019-08-10,07:49:16,L8,0.0
2019-08-15,08:03:59,Sentinel-2B,0.0
2019-08-25,08:03:57,Sentinel-2B,0.0
2019-08-30,08:03:53,Sentinel-2A,0.0
2019-09-11,07:49:25,L8,0.0
2019-09-14,08:03:53,Sentinel-2B,0.0
2019-09-19,07:34:51,L7,0.0
2019-09-24,08:03:52,Sentinel-2B,0.0
2019-09-27,07:49:30,L8,0.0
2019-10-04,08:03:53,Sentinel-2B,0.0009
2019-10-05,07:34:11,L7,0.0009
2019-10-09,08:03:55,Sentinel-2A,0.0027
2019-10-24,08:03:54,Sentinel-2B,0.0009
2019-11-08,08:03:55,Sentinel-2A,0.0018
2019-11-28,08:03:52,Sentinel-2A,0.0062929411764705
2019-12-03,08:03:47,Sentinel-2B,0.0045
2019-12-28,08:03:47,Sentinel-2A,0.0045
2020-01-12,08:03:47,Sentinel-2B,0.0018
2020-01-27,08:03:45,Sentinel-2A,0.0027
2020-02-16,08:03:46,Sentinel-2A,0.0018
2020-03-07,08:03:48,Sentinel-2A,0.0018
2020-03-12,08:03:50,Sentinel-2B,0.0018
2020-03-22,08:03:50,Sentinel-2B,0.0027
2020-03-27,08:03:49,Sentinel-2A,0.0018
2020-04-01,08:03:50,Sentinel-2B,0.0027
2020-04-06,07:48:49,L8,0.0
2020-04-16,08:03:52,Sentinel-2A,0.0
2020-04-21,08:03:47,Sentinel-2B,0.0009
2020-04-26,08:03:55,Sentinel-2A,0.0009
2020-05-01,08:03:49,Sentinel-2B,0.0018
2020-05-06,08:03:56,Sentinel-2A,0.0009
2020-05-21,08:03:53,Sentinel-2B,0.0009
2020-05-26,08:03:58,Sentinel-2A,0.0009
2020-05-31,08:03:54,Sentinel-2B,0.0018
2020-06-05,08:03:59,Sentinel-2A,0.0
2020-06-10,08:03:55,Sentinel-2B,0.0
2020-06-20,08:03:55,Sentinel-2B,0.0009
2020-06-30,08:03:55,Sentinel-2B,0.0
2020-07-05,08:03:57,Sentinel-2A,0.0
2020-07-10,08:03:54,Sentinel-2B,0.0009
2020-07-15,08:03:57,Sentinel-2A,0.0009
2020-07-25,08:03:58,Sentinel-2A,0.0
2020-08-14,08:03:58,Sentinel-2A,0.0009
2020-08-19,08:03:56,Sentinel-2B,0.0009
2020-08-24,08:03:58,Sentinel-2A,0.0
2020-08-29,08:03:56,Sentinel-2B,0.0
2020-09-03,08:03:57,Sentinel-2A,0.0
2020-09-13,07:49:24,L8,0.0
2020-09-18,08:03:54,Sentinel-2B,0.0
2020-09-23,08:03:58,Sentinel-2A,0.0
2020-09-28,08:03:55,Sentinel-2B,0.0
2020-09-29,07:49:28,L8,0.0
2020-10-03,08:03:58,Sentinel-2A,0.0
2020-10-08,08:03:56,Sentinel-2B,0.0009
2020-10-13,08:03:58,Sentinel-2A,0.0009
2020-10-18,08:03:56,Sentinel-2B,0.0018
2020-11-12,08:03:56,Sentinel-2A,0.0009
2020-11-22,08:03:54,Sentinel-2A,0.0027
2020-12-07,08:03:51,Sentinel-2B,0.0036
2020-12-12,08:03:49,Sentinel-2A,0.0045
2021-01-06,08:03:51,Sentinel-2B,0.0089929411764705
2021-01-26,08:03:52,Sentinel-2B,0.0027
2021-01-31,08:03:53,Sentinel-2A,0.0063
2021-02-10,08:03:51,Sentinel-2A,0.0036
2021-02-15,08:03:51,Sentinel-2B,0.0018
2021-02-25,08:03:51,Sentinel-2B,0.0036
2021-03-07,08:03:52,Sentinel-2B,0.0018
2021-03-08,07:49:05,L8,0.0
2021-03-12,08:03:52,Sentinel-2A,0.0
2021-03-17,08:03:52,Sentinel-2B,0.0009
2021-03-22,08:03:51,Sentinel-2A,0.0
2021-03-27,08:03:51,Sentinel-2B,0.0027
2021-04-06,08:03:50,Sentinel-2B,0.0
2021-04-16,08:03:48,Sentinel-2B,0.0
2021-04-21,08:03:48,Sentinel-2A,0.0009
2021-04-26,08:03:47,Sentinel-2B,0.0
2021-05-16,08:03:52,Sentinel-2B,0.0018
2021-05-21,08:03:53,Sentinel-2A,0.0
2021-05-27,07:48:52,L8,0.0
2021-05-31,08:03:53,Sentinel-2A,0.0
2021-06-05,08:03:53,Sentinel-2B,0.0
2021-06-10,08:03:53,Sentinel-2A,0.0
2021-06-15,08:03:53,Sentinel-2B,0.0
