date,time,satellite,water_area_km2
2003-08-15,07:31:23,L7,0.0
2003-10-02,07:31:09,L7,0.0
2004-04-27,07:31:44,L7,0.0216
2004-05-13,07:31:46,L7,0.0018
2004-06-14,07:31:37,L7,0.0
2004-07-16,07:31:33,L7,0.0
2004-08-17,07:31:47,L7,0.0
2004-09-02,07:31:43,L7,0.0
2004-09-18,07:31:36,L7,0.0
2005-08-04,07:31:58,L7,1.45698705882353
2005-08-20,07:31:53,L7,1.347349411764706
2006-03-16,07:32:41,L7,0.2466
2006-08-23,07:32:14,L7,0.5868
2006-09-08,07:32:34,L7,0.4716
2006-09-24,07:32:27,L7,0.2718
2006-12-29,07:32:48,L7,0.0477
2007-03-19,07:33:07,L7,0.0
2007-07-25,07:32:44,L7,0.0009
2007-08-26,07:32:33,L7,0.0
2007-09-11,07:32:24,L7,0.0
2007-09-27,07:32:45,L7,0.0
2008-01-01,07:32:56,L7,0.0
2008-02-02,07:32:54,L7,0.0
2008-06-25,07:32:13,L7,0.0
2008-08-12,07:32:10,L7,0.0
2008-08-28,07:31:39,L7,0.0
2008-09-29,07:31:45,L7,0.0
2008-10-15,07:31:39,L7,0.0
2008-10-31,07:31:55,L7,0.0
2008-12-02,07:31:57,L7,0.0099
2008-12-18,07:32:06,L7,0.0
2009-02-04,07:32:22,L7,0.0
2009-03-08,07:33:05,L7,0.0
2009-09-16,07:33:08,L7,0.0
2009-12-21,07:33:41,L7,0.0
2010-02-07,07:34:24,L7,0.5346
2010-02-23,07:34:58,L7,0.4113
2010-03-11,07:35:05,L7,0.2646
2010-03-27,07:34:46,L7,0.2196
2010-09-19,07:35:16,L7,0.0
2010-10-05,07:34:51,L7,0.0
2010-10-21,07:35:25,L7,0.0
2010-11-06,07:35:11,L7,0.0
2011-03-14,07:36:09,L7,0.0
2011-03-30,07:36:35,L7,0.0
2011-09-22,07:35:51,L7,0.0
2011-10-08,07:36:12,L7,0.0
2011-10-24,07:35:56,L7,0.0
2011-12-11,07:36:45,L7,0.0
2011-12-27,07:36:33,L7,0.0
2012-01-28,07:37:00,L7,0.0
2012-02-29,07:36:42,L7,0.0
2012-03-16,07:36:42,L7,0.0
2012-08-07,07:38:01,L7,0.0
2012-08-23,07:38:11,L7,0.0
2012-09-08,07:37:58,L7,0.0
2012-09-24,07:38:07,L7,0.0
2012-12-29,07:38:45,L7,0.0
2013-02-15,07:38:47,L7,0.0
2013-06-23,07:38:35,L7,0.8973
2013-07-25,07:38:17,L7,0.6525
2013-08-26,07:38:23,L7,0.2808
2014-01-17,07:39:12,L7,0.0
2014-02-02,07:39:28,L7,0.0
2014-02-18,07:39:17,L7,0.0
2014-03-06,07:39:46,L7,0.0
2014-04-23,07:39:46,L7,0.0
2014-06-10,07:40:00,L7,0.0
2014-07-12,07:40:06,L7,0.0
2014-08-13,07:40:14,L7,0.0
2014-09-30,07:40:50,L7,0.0
2014-12-03,07:40:58,L7,0.0
2014-12-19,07:41:06,L7,0.0
2015-01-04,07:41:07,L7,0.0
2015-01-20,07:41:31,L7,0.0
2015-03-09,07:41:52,L7,0.0
2015-05-12,07:42:00,L7,0.0504
2015-05-28,07:42:27,L7,0.0072
2015-06-29,07:42:37,L7,0.0
2015-07-15,07:42:19,L7,0.0
2015-09-17,07:42:31,L7,0.0
2015-10-19,07:43:15,L7,0.0
2015-11-04,07:43:28,L7,0.0
2015-11-20,07:43:22,L7,0.0
2016-01-07,07:44:06,L7,0.0
2016-02-08,07:44:26,L7,0.0
2016-03-11,07:44:39,L7,0.0
2016-09-03,07:45:17,L7,0.9396
2016-09-19,07:45:18,L7,0.0054
2016-10-05,07:45:20,L7,0.3474
2016-10-21,07:45:18,L7,0.207
2016-11-06,07:45:36,L7,0.1818
2016-11-22,07:45:31,L7,0.1377
2016-12-08,07:45:28,L7,0.1044
2017-01-25,07:44:37,L7,0.0288
2017-02-26,07:45:02,L7,0.0
2017-03-30,07:44:49,L7,0.0
2017-04-02,08:03:45,Sentinel-2A,0.0009
2017-04-22,08:03:50,Sentinel-2A,0.0009
2017-05-01,07:45:01,L7,0.0
2017-06-02,07:45:33,L7,0.1359
2017-06-18,07:45:36,L7,0.1647
2017-07-04,07:45:38,L7,0.0441
2017-07-20,07:45:14,L7,0.0099
2017-07-31,08:03:51,Sentinel-2A,0.0018
2017-08-05,07:45:13,L7,0.0
2017-09-04,08:03:43,Sentinel-2B,0.0
2017-10-04,08:03:34,Sentinel-2B,0.0
2017-10-08,07:45:12,L7,0.0
2017-10-24,07:45:13,L7,0.0
2017-11-08,08:03:48,Sentinel-2A,0.0
2017-11-09,07:45:12,L7,0.0
2017-11-25,07:45:31,L7,0.0
2017-12-11,07:44:59,L7,0.0
2017-12-27,07:44:49,L7,0.0
2018-01-12,07:44:59,L7,0.0
2018-01-17,08:03:42,Sentinel-2A,0.0
2018-02-13,07:44:07,L7,0.0
2018-03-01,07:44:21,L7,0.0
2018-03-17,07:44:10,L7,0.0
2018-03-28,08:03:48,Sentinel-2A,0.0
2018-05-02,08:03:48,Sentinel-2B,0.0
2018-05-04,07:42:59,L7,0.0
2018-05-07,08:03:52,Sentinel-2A,0.0
2018-06-05,07:42:52,L7,0.0
2018-07-23,07:41:34,L7,0.0
2018-08-05,08:03:49,Sentinel-2A,0.0
2018-08-24,07:40:58,L7,0.0
2018-09-09,07:40:38,L7,0.0
2018-09-25,07:40:40,L7,0.0
2018-10-11,07:39:53,L7,0.0
2019-02-26,08:03:48,Sentinel-2B,0.9171
2019-04-12,08:03:51,Sentinel-2A,0.5832
2019-04-21,07:34:38,L7,0.4626
