date,time,satellite,water_area_km2
2016-10-24,07:24:00,L8,0.0027
2017-07-05,07:43:07,Sentinel-2A,0.0045
2017-07-10,07:43:08,Sentinel-2B,0.0045
2017-08-09,07:43:06,Sentinel-2B,0.0009
2017-08-29,07:43:03,Sentinel-2B,0.0
2017-09-03,07:43:07,Sentinel-2A,0.0
2017-09-18,07:42:57,Sentinel-2B,0.0
2017-09-23,07:43:04,Sentinel-2A,0.0
2017-09-28,07:42:53,Sentinel-2B,0.0
2017-11-17,07:42:55,Sentinel-2B,0.0
2017-11-28,07:23:48,L8,0.0
2017-12-07,07:42:56,Sentinel-2B,0.0
2018-04-16,07:43:06,Sentinel-2B,0.1404
2018-05-06,07:43:07,Sentinel-2B,0.0441
2018-05-11,07:43:10,Sentinel-2A,0.027
2018-05-21,07:43:10,Sentinel-2A,0.0135
2018-06-25,07:43:07,Sentinel-2B,0.0
2018-09-08,07:43:05,Sentinel-2A,0.0
2018-09-13,07:42:58,Sentinel-2B,0.0
2018-09-23,07:43:01,Sentinel-2B,0.0
2019-03-02,07:43:06,Sentinel-2B,0.0
2019-03-12,07:43:05,Sentinel-2B,0.0
2019-03-22,07:43:08,Sentinel-2B,0.0
2019-03-27,07:43:07,Sentinel-2A,0.0
2019-04-06,07:43:10,Sentinel-2A,0.0
2019-05-01,07:43:16,Sentinel-2B,0.1485
2019-05-16,07:43:12,Sentinel-2A,0.09
2019-06-05,07:43:10,Sentinel-2A,0.045
2019-06-10,07:43:16,Sentinel-2B,0.0387
2019-06-20,07:43:16,Sentinel-2B,0.0225
2019-06-25,07:43:12,Sentinel-2A,0.0108
2019-06-30,07:43:17,Sentinel-2B,0.0063
2019-07-10,07:43:17,Sentinel-2B,0.0
2019-07-15,07:43:13,Sentinel-2A,0.0
2019-07-20,07:43:17,Sentinel-2B,0.0
2019-07-25,07:43:13,Sentinel-2A,0.0
2019-07-30,07:43:16,Sentinel-2B,0.0
2019-08-04,07:43:13,Sentinel-2A,0.0
2019-08-09,07:43:15,Sentinel-2B,0.0
2019-08-19,07:43:14,Sentinel-2B,0.0
2019-08-24,07:43:10,Sentinel-2A,0.0
2019-08-29,07:43:12,Sentinel-2B,0.0
2019-09-13,07:43:07,Sentinel-2A,0.0
2019-09-18,07:43:07,Sentinel-2B,0.0
2019-09-28,07:43:08,Sentinel-2B,0.0
2019-10-03,07:43:10,Sentinel-2A,0.0
2019-10-08,07:43:09,Sentinel-2B,0.0
2019-10-13,07:43:11,Sentinel-2A,0.0
2019-10-18,07:43:09,Sentinel-2B,0.0
2019-10-23,07:43:11,Sentinel-2A,0.0
2019-10-28,07:43:06,Sentinel-2B,0.0
2019-11-02,07:24:02,L8,0.0
2019-12-04,07:23:58,L8,0.0054
2020-01-21,07:23:48,L8,0.0
2020-02-15,07:43:04,Sentinel-2B,0.0
2020-03-06,07:43:06,Sentinel-2B,0.0
2020-03-11,07:43:04,Sentinel-2A,0.0
2020-03-16,07:43:06,Sentinel-2B,0.0
2020-03-21,07:43:04,Sentinel-2A,0.0
2020-03-31,07:43:04,Sentinel-2A,0.0
2020-04-05,07:43:05,Sentinel-2B,0.0
2020-04-25,07:43:03,Sentinel-2B,0.0018
2020-05-15,07:43:07,Sentinel-2B,0.0
2020-05-25,07:43:09,Sentinel-2B,0.0
2020-05-30,07:43:14,Sentinel-2A,0.0
2020-06-04,07:43:10,Sentinel-2B,0.0
2020-06-19,07:43:14,Sentinel-2A,0.0
2020-06-24,07:43:11,Sentinel-2B,0.0
2020-07-04,07:43:10,Sentinel-2B,0.0
2020-07-09,07:43:12,Sentinel-2A,0.0
2020-07-29,07:43:14,Sentinel-2A,0.0
2020-08-03,07:43:11,Sentinel-2B,0.0
