elevation_m,area_m2,volume_m3
705.6695556640625,874.7163490758394,0.0
706.1695556640625,2624.149047227518,874.7163490758394
706.6695556640625,2624.149047227518,2186.7908726895985
707.1695556640625,6997.730792606715,4592.260832648157
707.6695556640625,12246.028887061751,9403.200752565273
708.1695556640625,20118.476028744306,17494.326981516788
708.6695556640625,27116.20682135102,29302.99769404062
709.1695556640625,42861.10110471613,46797.32467555741
709.6695556640625,58605.99538808124,72164.09879875675
710.1695556640625,79599.18776590138,106715.3945872524
710.6695556640625,97968.23109649401,151107.24930285127
711.1695556640625,128583.30331414839,207745.13290551188
711.6695556640625,167070.82267348532,281658.6644024203
712.1695556640625,216054.93822173233,377440.1046262247
712.6695556640625,283408.09710057196,502305.8634568008
713.1695556640625,349011.8232812599,660410.8435522588
713.6695556640625,415490.2658110237,851536.3658253297
714.1695556640625,520456.22770012444,1085522.9892031166
