elevation_m,area_m2,volume_m3
2211.135498046875,900.9475886556555,0.0
2211.635498046875,900.9475886556555,450.47379432782776
2212.135498046875,900.9475886556555,900.9475886556555
2212.635498046875,1801.895177311311,1576.6582801473971
2213.135498046875,2702.8427659669665,2702.8427659669665
2213.635498046875,2702.8427659669665,4054.2641489504495
2214.135498046875,2702.8427659669665,5405.685531933933
2214.635498046875,4504.737943278277,7207.580709245243
2215.135498046875,4504.737943278277,9459.949680884381
2215.635498046875,6306.6331205895885,12162.792446851348
2216.135498046875,6306.6331205895885,15316.109007146142
2216.635498046875,7207.580709245244,18694.66246460485
2217.135498046875,9009.475886556555,22748.9266135553
2217.635498046875,11712.318652523521,27929.37524832532
2218.135498046875,12613.266241179177,34010.771471750995
2218.635498046875,14415.161418490488,40767.87838666841
2219.135498046875,17118.004184457455,48651.16978740539
2219.635498046875,17118.004184457455,57210.17187963412
2220.135498046875,17118.004184457455,65769.17397186285
