elevation_m,area_m2,volume_m3
1516.1739501953125,889.029437176681,0.0
1516.6739501953125,1778.058874353362,666.7720778825108
1517.1739501953125,1778.058874353362,1555.8015150591918
1517.6739501953125,3556.117748706724,2889.3456708242134
1518.1739501953125,4445.147185883405,4889.661904471745
1518.6739501953125,4445.147185883405,7112.235497413448
1519.1739501953125,6223.2060602367665,9779.32380894349
1519.6739501953125,6223.2060602367665,12890.926839061874
1520.1739501953125,6223.2060602367665,16002.529869180258
1520.6739501953125,7112.235497413448,19336.39025859281
1521.1739501953125,8001.264934590129,23114.765366593707
1521.6739501953125,10668.353246120172,27782.16991177128
1522.1739501953125,12446.412120473533,33560.86125341971
1522.6739501953125,12446.412120473533,39784.06731365647
1523.1739501953125,13335.441557650214,46229.53073318741
1523.6739501953125,14224.470994826896,53119.50887130668
1524.1739501953125,16002.529869180258,60676.25908730847
1524.6739501953125,16891.55930635694,68899.78138119276
1525.1739501953125,17780.58874353362,77567.8183936654
1525.6739501953125,18669.618180710302,86680.37012472638
1526.1739501953125,19558.64761788698,96237.43657437571
1526.6739501953125,21336.706492240344,106461.27510190754
1527.1739501953125,22225.735929417024,117351.88570732188
1527.6739501953125,26670.88311530043,129576.04046850125
1528.1739501953125,28448.94198965379,143355.9967447398
1528.6739501953125,29337.97142683047,157802.72509886086
1529.1739501953125,31116.030301183833,172916.22553086444
1529.6739501953125,31116.030301183833,188474.24068145634
1530.1739501953125,32005.059738360516,204254.51319134244
1530.6739501953125,32005.059738360516,220257.0430605227
1531.1739501953125,32894.0891755372,236481.83028899712
1531.6739501953125,33783.11861271388,253151.1322360599
1532.1739501953125,34672.14804989056,270264.94890171103
1532.6739501953125,35561.17748706724,287823.28028595046
1533.1739501953125,38228.265798597284,306270.6411073666
1533.6739501953125,39117.29523577396,325607.0313659594
