elevation_m,area_m2,volume_m3
2156.210205078125,907.0930136808031,0.0
2156.710205078125,907.0930136808031,453.54650684040155
2157.210205078125,1814.1860273616062,1133.8662671010038
2157.710205078125,1814.1860273616062,2040.959280781807
2158.210205078125,3628.3720547232124,3401.598801303012
2158.710205078125,4535.465068404015,5442.558082084819
2159.210205078125,6349.651095765622,8163.837123127229
2159.710205078125,8163.837123127228,11792.20917785044
2160.210205078125,12699.302191531244,17007.99400651506
2160.710205078125,17234.76725993526,24491.511369381682
2161.210205078125,21770.232328339276,34242.76126645032
2161.710205078125,25398.604383062488,46034.97044430076
2162.210205078125,29934.0694514665,59868.138902933
2162.710205078125,31748.25547882811,75288.72013550665
2163.210205078125,34469.53451987052,91843.16763518131
2163.710205078125,46261.74369772096,112025.98718957917
2164.210205078125,50797.208766124975,136290.72530554066
2164.710205078125,58053.9528755714,163503.51571596475
2165.210205078125,64403.60397133702,194117.90492769185
2165.710205078125,69846.16205342184,227680.34643388155
2166.210205078125,81638.37123127228,265551.4797550551
2166.710205078125,87080.9293133571,307731.30489121244
2167.210205078125,95244.76643648432,353312.7288286728
2167.710205078125,105222.78958697316,403429.6178345372
2168.210205078125,122457.55684690842,460349.7044430076
2168.710205078125,132435.57999739726,524072.98865408404
