elevation_m,area_m2,volume_m3
639.826171875,868.1074373193393,0.0
640.326171875,1736.2148746386786,651.0805779895045
640.826171875,1736.2148746386786,1519.1880153088437
641.326171875,1736.2148746386786,2387.295452628183
641.826171875,2604.322311958018,3472.4297492773567
642.326171875,3472.429749277357,4991.617764586201
642.826171875,5208.644623916036,7161.8863578845485
643.326171875,6944.859498554714,10200.262388502237
643.826171875,7812.966935874054,13889.718997109429
644.326171875,10417.289247832072,18447.28304303596
644.826171875,12153.50412247075,24089.981385611667
645.326171875,13889.718997109429,30600.787165506714
645.826171875,16494.041309067445,38196.72724205093
646.326171875,19966.471058344803,47311.85533390399
646.826171875,23438.90080762216,58163.198300395736
647.326171875,26043.22311958018,70533.72928219632
647.826171875,29515.652868857534,84423.44827930575
648.326171875,30383.760306176875,99398.30157306435
648.826171875,34724.29749277357,115675.31602280197
649.326171875,39064.834679370266,134122.59906583792
649.826171875,40801.04955400895,154089.07012418273
650.326171875,45141.58674060564,175574.72919783636
650.826171875,52954.5536764797,200098.7643021077
651.326171875,61635.62804967309,228746.3097336459
651.826171875,73789.13217214384,262602.49978910014
652.326171875,91151.28091853063,303837.60306176875
