date,time,satellite,water_area_km2
2017-05-05,08:12:41,Sentinel-2A,0.0
2017-06-04,08:12:41,Sentinel-2A,0.0
2017-06-14,08:12:54,Sentinel-2A,0.0
2017-08-23,08:12:40,Sentinel-2A,0.0
2017-10-02,08:12:51,Sentinel-2A,0.0
2017-10-07,08:12:39,Sentinel-2B,0.0
2017-10-12,08:12:37,Sentinel-2A,0.0
2017-11-01,08:12:53,Sentinel-2A,0.0
2017-12-31,08:12:47,Sentinel-2A,0.0018
2018-01-02,07:54:18,L8,0.0009
2018-01-18,07:54:10,L8,0.0009
2018-01-20,08:12:32,Sentinel-2A,0.0
2018-02-03,07:54:01,L8,0.0
2018-02-19,07:53:56,L8,0.0
2018-03-01,08:12:50,Sentinel-2A,0.0
2018-03-07,07:53:48,L8,0.0
2018-03-16,08:12:31,Sentinel-2B,0.0
2018-04-15,08:12:52,Sentinel-2B,0.0
2018-05-30,08:12:55,Sentinel-2A,0.0
2018-08-14,07:53:34,L8,0.0
2018-10-01,07:53:53,L8,0.0
2018-10-07,08:12:50,Sentinel-2A,0.0
2018-10-17,07:54:00,L8,0.0
2018-10-22,08:12:51,Sentinel-2B,0.0
2018-10-27,08:12:50,Sentinel-2A,0.0
2018-11-11,08:12:51,Sentinel-2B,0.0045
2018-11-18,07:54:05,L8,0.0009
2018-12-20,07:54:01,L8,0.0054
2018-12-21,08:12:49,Sentinel-2B,0.0045
2019-02-04,08:12:50,Sentinel-2A,0.0
2019-02-22,07:53:52,L8,0.0063
2019-02-24,08:12:49,Sentinel-2A,0.0045
2019-03-10,07:53:46,L8,0.0063
2019-05-10,08:13:02,Sentinel-2B,0.0
2019-05-15,08:12:57,Sentinel-2A,0.0
2019-05-25,08:12:57,Sentinel-2A,0.0
2019-06-29,08:13:02,Sentinel-2B,0.0
2019-06-30,07:54:03,L8,0.0
2019-07-09,08:13:02,Sentinel-2B,0.0
2019-07-14,08:12:59,Sentinel-2A,0.0
2019-08-03,08:12:58,Sentinel-2A,0.0
2019-08-08,08:13:01,Sentinel-2B,0.0
2019-08-17,07:54:17,L8,0.0
2019-08-23,08:12:56,Sentinel-2A,0.0
2019-09-12,08:12:52,Sentinel-2A,0.0
2019-09-17,08:12:53,Sentinel-2B,0.0
2019-09-27,08:12:54,Sentinel-2B,0.0
2019-10-07,08:12:54,Sentinel-2B,0.0
2019-10-20,07:54:33,L8,0.0
2019-11-01,08:12:57,Sentinel-2A,0.0
2019-11-21,07:54:28,L8,0.0
2019-12-07,07:54:28,L8,0.0
2019-12-11,08:12:50,Sentinel-2A,0.0
2019-12-21,08:12:48,Sentinel-2A,0.0
2019-12-23,07:54:25,L8,0.0
