date,time,satellite,water_area_km2
2000-01-05,07:06:53,L5,0.0
2000-02-06,07:06:00,L5,0.0
2001-12-09,07:11:17,L5,0.0
2003-09-02,07:20:09,L7,0.0
2004-03-12,07:21:03,L7,0.0
2004-05-15,07:21:00,L7,0.0
2005-08-06,07:21:12,L7,0.0
2006-09-26,07:21:16,L7,0.0
2007-04-06,07:22:21,L7,0.0
2007-04-22,07:22:18,L7,0.0
2007-05-24,07:22:07,L7,0.0
2007-06-09,07:22:05,L7,0.0
2007-09-29,07:21:34,L7,0.0
2008-03-23,07:21:58,L7,0.0
2008-04-08,07:21:57,L7,0.0
2008-05-26,07:21:44,L7,0.0
2008-06-27,07:21:26,L7,0.0
2008-08-30,07:20:52,L7,0.0
2009-03-10,07:21:56,L7,0.0
2009-04-11,07:22:08,L7,0.0
2010-04-14,07:24:02,L7,0.0
2010-06-01,07:23:57,L7,0.0
2010-06-17,07:23:58,L7,0.0
2011-05-03,07:25:26,L7,0.0
2011-08-23,07:25:12,L7,0.0
2011-09-24,07:25:04,L7,0.0
2012-04-19,07:25:56,L7,0.0
2012-09-26,07:27:22,L7,0.0
2013-05-08,07:27:42,L7,0.0
2013-09-29,07:27:36,L7,0.0
2013-10-15,07:27:49,L7,0.0
2013-12-26,07:33:15,L8,0.0
2014-02-04,07:28:43,L7,0.0045
2014-03-08,07:28:37,L7,0.0
2014-03-16,07:32:19,L8,0.0
2014-04-01,07:32:02,L8,0.0
2014-04-09,07:28:48,L7,0.0
2014-04-17,07:31:44,L8,0.0009
2014-04-25,07:29:01,L7,0.0
2014-11-03,07:30:01,L7,0.0
2014-12-05,07:30:12,L7,0.0
2015-02-07,07:30:31,L7,0.0
2015-02-23,07:30:37,L7,0.0
2015-03-11,07:30:43,L7,0.0
2015-03-27,07:30:52,L7,0.0
2015-05-14,07:31:15,L7,0.0
2015-05-30,07:31:19,L7,0.0
2015-09-03,07:31:40,L7,0.0
2015-09-19,07:31:46,L7,0.0
2015-09-27,07:31:49,L8,0.0
2015-10-05,07:31:48,L7,0.0
2015-10-13,07:31:49,L8,0.0
2015-10-21,07:32:08,L7,0.0009
2016-03-13,07:33:54,L7,0.0
2016-05-16,07:34:13,L7,0.0
2016-06-09,07:31:30,L8,0.0
2016-06-17,07:34:22,L7,0.0
2016-09-21,07:34:33,L7,0.0
2016-09-29,07:32:03,L8,0.0
2016-10-07,07:34:34,L7,0.0
2016-10-15,07:32:09,L8,0.0
2016-10-23,07:34:32,L7,0.0
