date,time,scene_cloud_cover_%,aoi_cloud_cover_%,water_area_km2
1984-06-06,07:16:31,0.0,0.0,0.0117
1984-06-22,07:16:46,0.0,0.0,0.0
1984-09-10,07:18:28,7.0,7.0,0.0
1984-10-12,07:18:27,3.0,3.0,0.0
1984-10-28,07:18:22,0.0,0.0,0.0003882352941176471
1984-11-29,07:18:16,0.0,0.05017077739127697,0.1064364705882353
1984-12-31,07:18:36,13.0,3.8438685407583475,0.0
1985-02-01,07:18:46,3.0,3.0,0.0027
1985-02-17,07:18:48,0.0,0.0,0.0
1986-01-03,07:15:59,2.0,0.025085388695638484,0.18194823529411763
1986-02-20,07:14:56,0.0,0.0,0.0351
1986-06-28,07:11:42,0.0,0.0,0.2173870588235294
1986-08-15,07:10:01,3.0,3.0,0.0
1986-09-16,07:08:53,0.0,0.0,0.0864
1987-01-22,07:08:16,0.0,0.2257684982607464,0.3348211764705883
1987-02-07,07:08:51,35.0,100.0,0.0
1987-03-11,07:10:05,0.0,0.025085388695638484,0.6412764705882352
1987-03-27,07:10:40,0.0,0.0,0.0027
1987-04-12,07:11:12,0.0,0.0,0.0
1987-04-28,07:11:42,12.0,7.502301953315599,0.0
1987-05-14,07:12:09,40.0,83.22859773660933,0.0
1987-06-15,07:12:56,0.0,0.0,0.0882
1987-07-01,07:13:16,0.0,0.0,0.0018
1987-07-17,07:13:34,0.0,0.0,0.1017
1987-10-05,07:15:39,0.0,0.0,0.222
1987-10-21,07:15:55,0.0,0.0,0.2408894117647059
1987-11-22,07:16:35,16.0,16.0,0.006148235294117647
1987-12-24,07:17:03,0.0,0.0,0.42934588235294124
1988-01-09,07:17:19,39.0,76.13808965419548,0.1804764705882353
1988-01-25,07:17:37,5.0,5.0,0.42651882352941184
1988-02-10,07:17:54,0.0,0.0,0.0018
1988-03-29,07:18:24,15.0,86.00658319298631,0.1134
1988-04-14,07:18:28,17.0,17.0,0.2569870588235295
1988-04-30,07:18:34,0.0,0.0,0.3644364705882354
1988-05-16,07:18:45,66.0,77.77011553051173,0.0
1988-06-01,07:18:52,0.0,0.0,0.0306
1988-07-03,07:19:02,0.0,0.0,0.0594
1988-07-19,07:19:05,0.0,0.0,0.0081
1988-08-04,07:19:06,0.0,0.0,0.1926
1988-08-20,07:19:07,0.0,0.0,0.3308894117647059
1988-09-05,07:19:09,0.0,0.0,0.31920705882352945
1988-09-21,07:19:05,1.0,1.0,0.29331882352941185
1988-10-23,07:18:55,0.0,0.0,0.23255647058823534
1988-11-08,07:18:58,1.0,95.48728613476462,0.0
1988-11-24,07:18:59,0.0,0.0,0.0045
1988-12-10,07:18:47,1.0,1.0,0.010997647058823529
1988-12-26,07:18:41,29.0,29.0,0.0358835294117647
1989-01-11,07:18:35,25.0,10.232477610060913,0.1709470588235294
1989-02-12,07:18:23,0.0,0.0,0.0063
1989-02-28,07:18:10,10.0,10.0,0.0
1989-03-16,07:17:34,0.0,0.0,0.6173858823529411
1989-04-01,07:17:23,1.0,1.0,0.0
1989-04-17,07:17:23,22.0,22.0,0.0
1989-05-03,07:17:08,1.0,1.0,0.0
1989-06-04,07:16:36,0.0,0.0,0.0
1989-06-20,07:16:11,0.0,0.0,0.0
1989-07-06,07:15:55,3.0,3.0,0.0
1989-07-22,07:15:36,0.0,0.0,0.0
1989-08-07,07:15:16,0.0,0.0,0.0
1989-08-23,07:14:54,0.0,0.0,0.0
1989-09-24,07:14:06,0.0,0.0,0.0
1989-10-10,07:13:47,0.0,0.0,0.0
1990-02-15,07:09:51,0.0,0.0,0.0009
1990-03-03,07:09:19,0.0,0.0,0.0
1990-04-04,07:08:23,0.0,0.0,0.0
1990-05-06,07:08:32,4.0,4.0,0.0
1990-05-22,07:08:35,0.0,0.0,0.0
1990-06-23,07:08:32,0.0,0.0,0.0
1990-07-09,07:08:30,0.0,0.0,0.0
1990-08-26,07:08:16,0.0,0.0,0.0
1990-09-11,07:08:13,0.0,0.0,0.0
1990-09-27,07:08:05,19.0,100.0,0.5048611764705881
1990-10-13,07:07:58,0.0,0.0,0.0
1990-10-29,07:07:50,0.0,0.0,0.0
1990-11-14,07:07:52,0.0,0.0,0.0
1990-12-16,07:07:48,0.0,0.0,0.04059882352941176
1991-01-17,07:08:41,21.0,4.579509861017109,0.053198823529411764
1991-02-02,07:08:55,66.0,100.0,0.009088235294117647
1991-02-18,07:09:15,66.0,100.0,0.10964117647058827
1991-03-06,07:09:32,16.0,16.0,0.0027
1991-04-07,07:10:07,2.0,2.0,0.0
1991-04-23,07:10:23,0.0,0.0,0.0153
1991-05-25,07:10:59,0.0,0.0,0.0
1991-06-10,07:11:10,0.0,0.0,0.0
1991-06-26,07:11:25,0.0,0.0,0.0
1991-07-28,07:11:50,0.0,0.0,0.0
1991-08-13,07:11:53,0.0,0.0,0.0
1991-08-29,07:12:02,0.0,0.0,0.0
1991-09-14,07:12:15,0.0,0.0,0.0
1991-09-30,07:12:20,0.0,0.0,0.0
1991-11-17,07:12:34,0.0,0.0,0.0036
1991-12-03,07:12:49,0.0,0.0,0.0027
1991-12-19,07:12:42,5.0,100.0,0.0
1992-01-04,07:12:38,0.0,0.0,0.0072
1992-01-20,07:12:38,5.0,5.0,0.0171
1992-02-05,07:12:36,0.0,0.0,0.0054
1992-03-08,07:12:33,2.0,2.0,0.0
1992-04-09,07:12:21,0.0,0.0,0.0
1992-05-11,07:12:05,0.0,0.0,0.0
1992-05-27,07:11:57,0.0,0.0,0.0
1992-06-28,07:11:35,0.0,0.0,0.0
1992-07-14,07:11:23,0.0,0.0,0.0
1992-07-30,07:11:11,1.0,1.0,0.0
1992-08-15,07:10:56,24.0,24.0,0.0
1992-08-31,07:10:41,0.0,0.0,0.0261
1992-09-16,07:10:27,0.0,0.0,0.018
1992-11-03,07:09:38,93.0,100.0,0.0
1992-12-05,07:09:35,0.0,0.0,0.0234
1992-12-21,07:09:44,12.0,12.0,0.03960705882352941
1993-02-07,07:10:15,0.0,0.0,0.04071529411764706
1993-02-23,07:10:19,0.0,0.0,0.0225
1993-03-11,07:10:32,0.0,0.0,0.018
1993-03-27,07:10:33,0.0,0.0,0.5090117647058823
1993-04-28,07:10:48,0.0,0.0,0.0378
1993-05-30,07:10:54,19.0,0.12542694347819244,0.8086270588235293
1993-06-15,07:10:53,0.0,0.0,0.6128470588235294
1993-07-01,07:10:45,0.0,0.0,0.0144
1993-07-17,07:10:46,0.0,0.0,0.0126
1993-08-02,07:10:46,0.0,0.0,0.0108
1993-10-21,07:10:30,68.0,100.0,0.0
1993-11-06,07:10:25,0.0,0.0,0.0063
1993-11-22,07:10:17,5.0,5.0,0.0135
1993-12-08,07:10:13,0.0,0.0,0.0261
1994-01-09,07:09:51,5.0,5.0,0.026297647058823526
1994-01-25,07:09:37,0.0,0.0,0.0189
1994-02-10,07:09:28,0.0,0.0,0.06472941176470588
1994-03-30,07:08:45,18.0,26.656127524278716,0.05289529411764706
1994-05-17,07:07:51,1.0,1.0,0.009
1994-06-02,07:07:34,49.0,90.4234807108117,0.0
1994-06-18,07:07:13,0.0,0.0,0.0063
