date,time,satellite,water_area_km2
1984-06-24,07:04:26,,0.0
1984-08-27,07:06:02,,0.0
1985-03-07,07:06:26,,0.0
1985-03-23,07:06:24,,0.0
1985-04-24,07:06:15,,0.0
1985-07-29,07:05:50,,0.0
1986-01-05,07:03:35,,0.0068082352941176
1986-02-22,07:02:32,,0.0
1986-04-11,07:01:32,,0.0
1986-09-02,06:56:58,,0.0
1987-01-08,06:55:31,,3.529411764705882e-06
1987-03-13,06:57:48,,0.0009
1987-04-30,06:59:24,,0.0
1987-06-01,07:00:15,,0.0
1988-01-27,07:05:17,,0.0041082352941176
1988-02-28,07:05:47,,0.0
1988-03-31,07:06:03,,0.0
1988-06-19,07:06:36,,0.0
1988-07-05,07:06:40,,0.0
1988-08-06,07:06:44,,0.0
1988-10-09,07:06:37,,0.0
1988-10-25,07:06:34,,0.0
1988-11-10,07:06:36,,0.0
1988-12-28,07:06:19,,0.0036
1989-01-29,07:06:00,,0.0009
1989-02-14,07:06:01,,0.0
1989-03-02,07:05:45,,0.0
1989-05-21,07:04:25,,0.0
1989-06-22,07:03:46,,0.0
1989-07-08,07:03:31,,0.0
1989-08-09,07:02:51,,0.0
1989-09-26,07:01:44,,0.0
1989-10-12,07:01:18,,0.0
1989-10-28,07:00:44,,0.0
1989-12-31,06:58:58,,0.0113047058823529
1990-03-05,06:56:54,,0.0
1990-05-08,06:56:12,,0.0
1990-05-24,06:56:11,,0.0
1990-06-09,06:56:11,,0.0
1990-06-25,06:56:10,,0.0
1990-07-11,06:56:08,,0.0
1990-08-12,06:55:59,,0.0
1990-08-28,06:55:53,,0.0
1990-09-13,06:55:51,,0.0
1990-09-29,06:55:41,,0.0
1990-10-31,06:55:26,,0.0
1990-12-02,06:55:12,,0.0064588235294117
1990-12-18,06:55:30,,0.0195211764705882
1991-01-03,06:55:55,,0.0154623529411764
1991-03-24,06:57:35,,0.0
1991-04-25,06:58:03,,0.0
1991-05-11,06:58:23,,0.0
1991-05-27,06:58:39,,0.0
1991-06-12,06:58:47,,0.0
1991-07-14,06:59:16,,0.0
1991-07-30,06:59:29,,0.0
1991-08-15,06:59:30,,0.0
1991-08-31,06:59:42,,0.0
1991-09-16,06:59:56,,0.0
1991-11-03,07:00:09,,0.0
1991-11-19,07:00:12,,0.0018
1992-01-06,07:00:16,,0.0
1992-03-10,07:00:11,,0.0
1992-03-26,07:00:05,,0.0036
1992-04-11,06:59:59,,0.0
1992-04-27,06:59:51,,0.0
1992-05-13,06:59:43,,0.0
1992-06-14,06:59:23,,0.0
1992-07-16,06:59:00,,0.0
1992-08-01,06:58:48,,0.0
1992-08-17,06:58:32,,0.0
1992-09-02,06:58:17,,0.0
1992-10-04,06:57:40,,0.0
1992-10-20,06:57:28,,0.0
1992-11-05,06:57:13,,0.0
1992-11-21,06:56:59,,0.0009
1992-12-07,06:57:15,,0.0005047058823529
1992-12-23,06:57:24,,0.0109623529411764
1993-01-24,06:57:44,,0.0
1993-02-09,06:57:55,,0.0
1993-02-25,06:57:58,,0.0
1993-03-13,06:58:11,,0.0
1993-04-14,06:58:20,,0.0
1993-05-16,06:58:29,,0.0
1993-06-01,06:58:33,,0.0
1993-07-19,06:58:25,,0.0
1993-11-08,06:58:02,,0.0
1993-12-26,06:57:41,,0.0122082352941176
1994-01-11,06:57:27,,0.0068047058823529
1994-02-28,06:56:51,,0.0
1994-03-16,06:56:37,,0.0
1994-06-04,06:55:10,,0.0
1994-06-20,06:54:49,,0.0
1994-07-06,06:54:24,,0.0
1994-10-10,06:51:50,,0.0
1994-11-11,06:50:44,,0.0
1994-11-27,06:50:12,,0.0
1994-12-29,06:49:11,,0.0019588235294117
1995-01-14,06:48:37,,0.0
1995-01-30,06:48:01,,0.0014047058823529
1995-02-15,06:47:21,,0.0005047058823529
1995-05-06,06:44:01,,0.0
1995-05-22,06:43:18,,0.0
1995-06-07,06:42:33,,0.0
1995-06-23,06:41:51,,0.0
1995-07-09,06:41:07,,0.0
1995-08-26,06:38:55,,0.0
1995-09-11,06:38:09,,0.0
1995-10-29,06:35:34,,0.0023047058823529
1996-03-05,06:42:43,,0.0
1996-04-22,06:45:44,,0.0
1996-05-08,06:46:41,,0.0
1996-06-09,06:48:29,,0.0
1998-01-22,07:11:37,,0.0
1998-02-07,07:11:59,,0.0
1998-03-11,07:12:32,,0.0
1998-05-14,07:13:26,,0.0
1998-05-30,07:13:41,,0.0
1998-06-15,07:13:54,,0.0
1998-07-01,07:14:05,,0.0
1998-08-18,07:14:29,,0.0
1998-09-03,07:14:41,,0.0
1998-09-19,07:14:48,,0.0
1998-10-05,07:14:51,,0.0
1998-11-06,07:14:57,,0.0
1998-11-22,07:15:02,,0.0
1998-12-08,07:14:58,,0.0
1999-01-09,07:15:03,,0.0036
1999-01-25,07:15:03,,0.0023047058823529
1999-02-10,07:15:12,,0.0
1999-03-14,07:15:02,,0.0
1999-04-15,07:14:44,,0.0
1999-05-17,07:14:27,,0.0
1984-04-12,07:09:21,,0.0
1984-05-30,07:10:11,,0.0
1984-06-15,07:10:29,,0.0
1984-07-17,07:10:58,,0.0
1984-09-03,07:12:15,,0.0
1984-11-22,07:12:04,,0.0
1985-01-09,07:12:29,,0.0
1985-04-15,07:12:29,,0.0
1985-11-09,07:10:48,,0.0
1986-11-12,07:00:46,,0.0
1987-01-15,07:01:54,,0.0076729411764705
1987-01-31,07:02:23,,0.0009
