date,time,satellite,water_area_km2
2017-04-06,07:44:57,Sentinel-2A,0.0018
2017-09-08,07:44:52,Sentinel-2B,0.0
2017-10-08,07:44:45,Sentinel-2B,0.0009
2017-10-23,07:44:59,Sentinel-2A,0.0009
2017-10-28,07:44:47,Sentinel-2B,0.0
2017-11-07,07:44:46,Sentinel-2B,0.0009
2017-12-27,07:44:49,Sentinel-2B,0.0
2018-01-21,07:44:54,Sentinel-2A,0.0
2018-10-08,07:44:57,Sentinel-2A,0.0036
2018-12-27,07:44:53,Sentinel-2A,0.0135
2019-01-01,07:44:58,Sentinel-2B,0.0153
2019-01-11,07:44:59,Sentinel-2B,0.0117
2019-01-16,07:44:56,Sentinel-2A,0.0099
2019-01-31,07:45:00,Sentinel-2B,0.009
2019-02-05,07:44:57,Sentinel-2A,0.0063
2019-02-10,07:45:00,Sentinel-2B,0.0063
2019-02-25,07:44:56,Sentinel-2A,0.0036
2019-03-02,07:44:58,Sentinel-2B,0.0018
2019-03-17,07:44:57,Sentinel-2A,0.0
2019-03-22,07:45:00,Sentinel-2B,0.0018
2019-03-27,07:44:59,Sentinel-2A,0.0009
2019-05-01,07:45:08,Sentinel-2B,0.0441
2019-05-06,07:45:04,Sentinel-2A,0.0378
2019-05-11,07:45:09,Sentinel-2B,0.0315
2019-05-16,07:45:04,Sentinel-2A,0.0423
2019-05-31,07:45:08,Sentinel-2B,0.0315
2019-06-05,07:45:02,Sentinel-2A,0.0
2019-06-25,07:45:04,Sentinel-2A,0.0216
2019-07-25,07:45:05,Sentinel-2A,0.0099
2019-08-19,07:45:06,Sentinel-2B,0.0081
2019-08-29,07:44:56,Sentinel-2B,0.0144
2019-09-03,07:45:00,Sentinel-2A,0.0135
2019-09-18,07:44:59,Sentinel-2B,0.0189
2019-10-18,07:45:01,Sentinel-2B,0.0207
2019-10-23,07:45:03,Sentinel-2A,0.0225
2019-10-28,07:45:01,Sentinel-2B,0.0207
2019-11-07,07:45:00,Sentinel-2B,0.0216
2019-11-12,07:45:02,Sentinel-2A,0.0225
2019-12-02,07:44:59,Sentinel-2A,0.0225
2019-12-07,07:44:54,Sentinel-2B,0.0198
2019-12-22,07:44:54,Sentinel-2A,0.0162
2019-12-27,07:44:50,Sentinel-2B,0.0162
2020-01-06,07:44:55,Sentinel-2B,0.0135
2020-01-16,07:44:54,Sentinel-2B,0.0135
2020-01-26,07:44:53,Sentinel-2B,0.0117
2020-01-31,07:44:53,Sentinel-2A,0.0144
2020-02-05,07:44:54,Sentinel-2B,0.0108
2020-02-10,07:44:53,Sentinel-2A,0.0135
2020-02-15,07:44:56,Sentinel-2B,0.0099
2020-02-20,07:44:54,Sentinel-2A,0.0099
2020-02-25,07:44:57,Sentinel-2B,0.009
2020-03-06,07:44:53,Sentinel-2B,0.0054
2020-03-11,07:44:56,Sentinel-2A,0.0027
2020-03-26,07:44:58,Sentinel-2B,0.0009
2020-03-31,07:44:56,Sentinel-2A,0.0009
2020-04-05,07:44:57,Sentinel-2B,0.0
2020-04-30,07:45:03,Sentinel-2A,0.0054
2020-05-10,07:45:05,Sentinel-2A,0.0414
2020-05-15,07:44:59,Sentinel-2B,0.0297
2020-05-25,07:45:01,Sentinel-2B,0.0279
2020-05-30,07:45:06,Sentinel-2A,0.0252
2020-06-09,07:45:06,Sentinel-2A,0.0063
2020-06-14,07:45:03,Sentinel-2B,0.018
2020-07-14,07:45:02,Sentinel-2B,0.0045
2020-08-03,07:45:03,Sentinel-2B,0.0198
2020-08-18,07:45:06,Sentinel-2A,0.0207
2020-08-28,07:45:05,Sentinel-2A,0.0207
2020-09-02,07:45:03,Sentinel-2B,0.0189
2020-09-07,07:45:04,Sentinel-2A,0.0189
2020-09-12,07:45:02,Sentinel-2B,0.018
2020-09-27,07:45:06,Sentinel-2A,0.0153
2020-10-02,07:45:03,Sentinel-2B,0.0135
2020-10-12,07:45:04,Sentinel-2B,0.0153
2020-10-17,07:45:06,Sentinel-2A,0.0144
2020-10-22,07:45:04,Sentinel-2B,0.0144
2020-11-01,07:45:03,Sentinel-2B,0.0135
2020-11-06,07:45:05,Sentinel-2A,0.0144
2020-11-11,07:45:01,Sentinel-2B,0.0144
2020-11-16,07:45:03,Sentinel-2A,0.0162
2020-11-21,07:45:01,Sentinel-2B,0.0135
2020-11-26,07:45:01,Sentinel-2A,0.018
2020-12-01,07:44:59,Sentinel-2B,0.0171
2020-12-11,07:44:57,Sentinel-2B,0.0135
2020-12-16,07:44:58,Sentinel-2A,0.0126
2020-12-26,07:45:00,Sentinel-2A,0.0099
2020-12-31,07:44:58,Sentinel-2B,0.0099
2021-01-05,07:45:01,Sentinel-2A,0.0081
2021-01-10,07:44:59,Sentinel-2B,0.0072
2021-01-20,07:45:00,Sentinel-2B,0.0078741176470588
2021-01-25,07:45:01,Sentinel-2A,0.0099
2021-01-30,07:45:00,Sentinel-2B,0.0099
2021-02-04,07:45:00,Sentinel-2A,0.009
2021-02-14,07:44:59,Sentinel-2A,0.009
2021-03-11,07:44:59,Sentinel-2B,0.0045
2021-03-16,07:44:59,Sentinel-2A,0.0018
2021-03-21,07:44:59,Sentinel-2B,0.0036
2021-03-31,07:44:58,Sentinel-2B,0.0009
2021-04-15,07:44:54,Sentinel-2A,0.0009
2021-04-20,07:44:55,Sentinel-2B,0.0009
2021-04-25,07:44:57,Sentinel-2A,0.0036
2021-05-10,07:44:58,Sentinel-2B,0.0081
