date,time,satellite,water_area_km2
2013-09-19,07:44:55,L8,0.0
2013-10-05,07:44:28,L8,0.0
2013-11-06,07:44:20,L8,0.0
2013-12-24,07:44:02,L8,0.0
2014-01-25,07:43:42,L8,0.0
2014-03-14,07:43:06,L8,0.0
2014-03-30,07:42:49,L8,0.0
2014-05-01,07:42:43,L8,0.0
2014-05-17,07:42:07,L8,0.0
2014-09-06,07:42:43,L8,0.0
2014-10-08,07:43:11,L8,0.0
2015-02-13,07:42:48,L8,0.0
2015-03-01,07:42:45,L8,0.0
2015-09-25,07:42:35,L8,0.0
2015-10-11,07:42:36,L8,0.0
2015-11-28,07:43:08,L8,0.0
2015-12-14,07:43:06,L8,0.0
2016-02-16,07:42:54,L8,0.0
2016-03-19,07:42:23,L8,0.0
2016-05-22,07:42:35,L8,0.0
2016-09-11,07:42:48,L8,0.0
2016-10-13,07:42:54,L8,0.0
2016-10-29,07:43:20,L8,0.0
2016-11-14,07:42:55,L8,0.0
2016-11-30,07:42:55,L8,0.0
2017-01-01,07:42:48,L8,0.0
2017-02-02,07:43:01,L8,0.0
2017-02-18,07:42:30,L8,0.0
2017-03-06,07:42:24,L8,0.0
2017-04-02,08:03:45,Sentinel-2A,0.0
2017-04-22,08:03:50,Sentinel-2A,0.0009
2017-06-10,07:42:15,L8,0.0
2017-07-06,08:03:49,Sentinel-2B,0.0
2017-07-21,08:03:50,Sentinel-2A,0.0
2017-07-31,08:03:51,Sentinel-2A,0.0018
2017-08-13,07:43:01,L8,0.0
2017-08-29,07:42:41,L8,0.0
2017-09-04,08:03:43,Sentinel-2B,0.0
2017-09-30,07:43:13,L8,0.0
2017-10-04,08:03:34,Sentinel-2B,0.0
2017-10-16,07:42:53,L8,0.0
2017-11-08,08:03:48,Sentinel-2A,0.0
2017-11-17,07:42:49,L8,0.0
2017-12-03,07:42:44,L8,0.0
2017-12-08,08:03:44,Sentinel-2A,0.0
2017-12-19,07:43:10,L8,0.0
2018-01-07,08:03:41,Sentinel-2A,0.0
2018-01-17,08:03:42,Sentinel-2A,0.0
2018-01-20,07:42:35,L8,0.0
2018-02-21,07:42:45,L8,0.0
2018-03-09,07:42:36,L8,0.0
2018-03-25,07:42:29,L8,0.0
2018-03-28,08:03:48,Sentinel-2A,0.0
2018-05-02,08:03:48,Sentinel-2B,0.0
2018-05-07,08:03:52,Sentinel-2A,0.0
2018-08-05,08:03:49,Sentinel-2A,0.0
2018-10-03,07:42:44,L8,0.0
2018-11-18,08:03:46,Sentinel-2B,0.0
2018-12-18,08:03:44,Sentinel-2B,0.0
2019-01-17,08:03:49,Sentinel-2B,0.0
2019-01-27,08:03:50,Sentinel-2B,0.0
2019-02-01,08:03:46,Sentinel-2A,0.0
2019-02-06,08:03:50,Sentinel-2B,0.0
2019-02-26,08:03:48,Sentinel-2B,0.0
2019-03-08,08:03:47,Sentinel-2B,0.0
2019-03-23,08:03:48,Sentinel-2A,0.0
2019-03-28,07:42:32,L8,0.0
2019-04-07,08:03:53,Sentinel-2B,0.0
2019-04-12,08:03:51,Sentinel-2A,0.0
2019-04-13,07:42:04,L8,0.0
2019-04-22,08:03:52,Sentinel-2A,0.0
2019-04-29,07:42:00,L8,0.0
2019-05-02,08:03:53,Sentinel-2A,0.0
2019-05-27,08:03:58,Sentinel-2B,0.0
2019-06-01,08:03:52,Sentinel-2A,0.0
2019-06-06,08:03:57,Sentinel-2B,0.0
2019-06-16,07:42:49,L8,0.0
2019-06-21,08:03:53,Sentinel-2A,0.0
2019-06-26,08:03:58,Sentinel-2B,0.0
2019-07-01,08:03:54,Sentinel-2A,0.0
2019-07-02,07:42:53,L8,0.0
2019-07-16,08:03:58,Sentinel-2B,0.0
2019-07-21,08:03:54,Sentinel-2A,0.0
2019-07-31,08:03:54,Sentinel-2A,0.0
2019-08-05,08:03:57,Sentinel-2B,0.0
2019-08-10,08:03:53,Sentinel-2A,0.0
2019-08-15,08:03:56,Sentinel-2B,0.0
2019-08-20,08:03:52,Sentinel-2A,0.0
2019-08-30,08:03:50,Sentinel-2A,0.0
2019-09-14,08:03:49,Sentinel-2B,0.0
2019-09-19,08:03:49,Sentinel-2A,0.0
2019-09-20,07:43:17,L8,0.0
2019-09-24,08:03:49,Sentinel-2B,0.0
2019-10-04,08:03:50,Sentinel-2B,0.0
2019-10-06,07:42:57,L8,0.0
2019-10-09,08:03:52,Sentinel-2A,0.0
2019-10-19,08:03:52,Sentinel-2A,0.0
2019-10-22,07:43:23,L8,0.0
2019-10-29,08:03:53,Sentinel-2A,0.0
2019-11-03,08:03:43,Sentinel-2B,0.0
2019-11-07,07:43:21,L8,0.0
2019-11-13,08:03:48,Sentinel-2B,0.0009
2019-12-03,08:03:44,Sentinel-2B,0.0
2019-12-08,08:03:46,Sentinel-2A,0.0
2019-12-28,08:03:44,Sentinel-2A,0.0
2020-01-07,08:03:44,Sentinel-2A,0.0
2020-01-27,08:03:42,Sentinel-2A,0.0
2020-02-01,08:03:42,Sentinel-2B,0.0
2020-02-21,08:03:46,Sentinel-2B,0.0
2020-02-26,08:03:44,Sentinel-2A,0.0
2020-02-27,07:42:34,L8,0.0
2020-03-07,08:03:45,Sentinel-2A,0.0
2020-03-12,08:03:47,Sentinel-2B,0.0
2020-03-17,08:03:46,Sentinel-2A,0.0
2020-04-06,08:03:46,Sentinel-2A,0.0
2020-04-11,08:03:46,Sentinel-2B,0.0027
2020-04-15,07:42:11,L8,0.0
2020-04-21,08:03:44,Sentinel-2B,0.0
2020-04-26,08:03:51,Sentinel-2A,0.0
2020-05-01,07:42:03,L8,0.0
2020-05-06,08:03:53,Sentinel-2A,0.0
2020-05-17,07:42:24,L8,0.0
2020-05-26,08:03:55,Sentinel-2A,0.0
2020-05-31,08:03:51,Sentinel-2B,0.0
2020-06-15,08:03:55,Sentinel-2A,0.0
2020-06-18,07:42:15,L8,0.0
2020-06-20,08:03:52,Sentinel-2B,0.0
2020-06-25,08:03:55,Sentinel-2A,0.0
2020-07-04,07:42:47,L8,0.0
2020-07-05,08:03:54,Sentinel-2A,0.0
2020-07-15,08:03:54,Sentinel-2A,0.0
2020-07-30,08:03:52,Sentinel-2B,0.0
2020-08-14,08:03:55,Sentinel-2A,0.0
2020-08-19,08:03:53,Sentinel-2B,0.0
2020-08-24,08:03:55,Sentinel-2A,0.0
2020-09-03,08:03:54,Sentinel-2A,0.0
2020-09-06,07:42:46,L8,0.0
2020-09-08,08:03:52,Sentinel-2B,0.0
2020-09-13,08:03:53,Sentinel-2A,0.0
2020-09-18,08:03:51,Sentinel-2B,0.0
2020-09-22,07:42:52,L8,0.0
2020-09-23,08:03:54,Sentinel-2A,0.0
2020-09-28,08:03:52,Sentinel-2B,0.0
2020-10-03,08:03:55,Sentinel-2A,0.0
2020-10-08,07:42:55,L8,0.0
2020-10-13,08:03:55,Sentinel-2A,0.0
2020-10-18,08:03:53,Sentinel-2B,0.0
2020-10-23,08:03:55,Sentinel-2A,0.0
2020-10-24,07:42:55,L8,0.0
2020-10-28,08:03:52,Sentinel-2B,0.0
2020-11-02,08:03:54,Sentinel-2A,0.0
2020-11-12,08:03:53,Sentinel-2A,0.0
2020-12-12,08:03:46,Sentinel-2A,0.0009
2020-12-22,08:03:48,Sentinel-2A,0.0
2021-01-06,08:03:48,Sentinel-2B,0.0
2021-01-11,08:03:50,Sentinel-2A,0.0
2021-01-16,08:03:49,Sentinel-2B,0.0009
2021-01-21,08:03:50,Sentinel-2A,0.0
2021-01-26,08:03:49,Sentinel-2B,0.0
2021-01-31,08:03:49,Sentinel-2A,0.0
2021-02-10,08:03:48,Sentinel-2A,0.0
2021-02-15,08:03:47,Sentinel-2B,0.0
2021-02-25,08:03:48,Sentinel-2B,0.0
2021-03-01,07:42:58,L8,0.0
2021-03-07,08:03:48,Sentinel-2B,0.0
2021-03-27,08:03:48,Sentinel-2B,0.0
2021-04-11,08:03:44,Sentinel-2A,0.0
2021-04-21,08:03:45,Sentinel-2A,0.0
2021-05-01,08:03:47,Sentinel-2A,0.0
2021-05-04,07:42:29,L8,0.0
2021-05-06,08:03:47,Sentinel-2B,0.0
2021-05-11,08:03:49,Sentinel-2A,0.0
2021-05-16,08:03:49,Sentinel-2B,0.0
2021-05-20,07:42:37,L8,0.0
2021-05-31,08:03:50,Sentinel-2A,0.0
2021-06-05,07:42:21,L8,0.0
2021-06-10,08:03:50,Sentinel-2A,0.0
2021-06-30,08:03:51,Sentinel-2A,0.0
2021-07-05,08:03:51,Sentinel-2B,0.0
2021-07-10,08:03:52,Sentinel-2A,0.0
2021-07-20,08:03:53,Sentinel-2A,0.0
2021-07-25,08:03:51,Sentinel-2B,0.0
2021-07-30,08:03:53,Sentinel-2A,0.0
2021-08-08,07:42:41,L8,0.0
2021-08-09,08:03:52,Sentinel-2A,0.0
2021-08-19,08:03:52,Sentinel-2A,0.0
2021-08-24,07:42:46,L8,0.0
2021-11-07,08:03:53,Sentinel-2A,0.0
2021-11-17,08:03:50,Sentinel-2A,0.0
