date,time,satellite,water_area_km2
1998-06-22,07:20:32,L5,0.0
1998-07-08,07:20:46,L5,0.0
1998-08-25,07:21:10,L5,0.0432
1998-09-10,07:21:17,L5,0.0909
1998-11-13,07:21:36,L5,0.0117
1999-02-01,07:21:40,L5,0.0
1999-02-17,07:21:50,L5,0.0
1999-03-05,07:21:45,L5,0.0
1999-03-21,07:21:30,L5,0.0
1999-04-06,07:21:16,L5,0.0
1999-06-25,07:20:27,L5,0.0
1999-07-11,07:20:19,L5,0.0
1999-09-13,07:19:22,L5,0.0
1999-09-29,07:19:05,L5,0.0
1999-10-15,07:19:12,L5,0.0
1999-12-26,07:35:25,L7,0.2367
2000-05-18,07:34:40,L7,0.0027
2000-06-19,07:34:25,L7,0.0
2000-06-27,07:19:14,L5,0.0
2000-09-23,07:33:02,L7,0.0
2000-12-12,07:32:58,L7,0.0234
2001-01-21,07:22:28,L5,0.0135
2001-03-10,07:22:42,L5,0.0036
2001-04-11,07:22:29,L5,0.0
2001-04-27,07:22:44,L5,0.0
2001-05-05,07:32:38,L7,0.0
2002-07-27,07:30:50,L7,0.7182
2002-12-02,07:30:50,L7,0.1278
2013-05-30,07:44:38,L8,0.2619
2014-06-18,07:42:18,L8,0.0
2014-07-04,07:42:23,L8,0.0
2014-07-20,07:42:27,L8,0.0
2014-08-05,07:42:36,L8,0.0
2014-08-21,07:42:40,L8,0.0
2014-09-06,07:42:43,L8,0.0
2015-09-25,07:42:35,L8,0.0
2016-08-26,07:42:44,L8,1.457414117647058
2017-04-07,07:42:07,L8,1.106558823529412
2017-04-23,07:41:57,L8,1.085858823529412
2017-06-06,08:03:34,Sentinel-2B,0.9886235294117646
2017-06-10,07:42:15,L8,0.9443329411764704
2017-06-16,08:03:35,Sentinel-2B,0.932869411764706
2017-07-06,08:03:35,Sentinel-2B,0.8352
2017-07-12,07:42:23,L8,0.7911
2017-07-21,08:03:36,Sentinel-2A,0.7533
2017-08-13,07:42:37,L8,0.6372
2017-08-29,07:42:41,L8,0.5643
2017-09-14,07:42:41,L8,0.4725
2017-09-19,08:03:31,Sentinel-2A,0.4554
2017-09-30,07:42:49,L8,0.3987
2017-11-08,08:03:33,Sentinel-2A,0.2223
2017-12-03,07:42:44,L8,0.1674
2017-12-18,08:03:29,Sentinel-2A,0.1188
2017-12-19,07:42:47,L8,0.1233
2017-12-28,08:03:28,Sentinel-2A,0.0765
2018-01-07,08:03:27,Sentinel-2A,0.0576
2018-01-17,08:03:28,Sentinel-2A,0.0459
2018-04-07,08:03:35,Sentinel-2A,0.0
2018-05-02,08:03:34,Sentinel-2B,0.0
2018-05-27,08:03:36,Sentinel-2A,0.0
2018-06-13,07:41:27,L8,0.0
2018-06-29,07:41:37,L8,0.0
2018-07-15,07:41:45,L8,0.0
2018-07-31,07:41:52,L8,0.0
2018-08-05,08:03:35,Sentinel-2A,0.0
2018-09-01,07:42:08,L8,0.0
2018-09-17,07:42:13,L8,0.0
2018-09-29,08:03:29,Sentinel-2B,0.0
2018-10-14,08:03:32,Sentinel-2A,0.0
2019-03-08,08:03:32,Sentinel-2B,1.311310588235294
2019-03-13,08:03:31,Sentinel-2A,1.2685729411764703
2019-04-02,08:03:35,Sentinel-2A,1.1070176470588236
2019-04-12,08:03:37,Sentinel-2A,0.8433
2019-04-22,08:03:38,Sentinel-2A,0.5247
2019-04-27,08:03:42,Sentinel-2B,0.3474
2019-05-17,08:03:43,Sentinel-2B,0.3501
2019-05-27,08:03:39,Sentinel-2B,0.3156741176470587
2019-06-06,08:03:43,Sentinel-2B,0.2655
2019-06-21,08:03:39,Sentinel-2A,0.1593
2019-06-26,08:03:38,Sentinel-2B,0.1629
2019-07-01,08:03:40,Sentinel-2A,0.0756
2019-07-02,07:42:29,L8,0.1053
2019-07-11,08:03:40,Sentinel-2A,0.0351
2019-07-16,08:03:44,Sentinel-2B,0.0171
2019-07-21,08:03:40,Sentinel-2A,0.0243
2019-07-31,08:03:39,Sentinel-2A,0.0207
2019-08-03,07:42:39,L8,0.0135
