dam_id,dam_name,dam_name_arabic,latitude,longitude,region,governorate,watershed_basin,watershed_basin_2,dam_type,status,primary_purpose,current_purpose,dam_length_m,dam_height_m,spillway_height_m,storage_capacity_m3,construction_year
id_010000,Al-Hariqah,الحريقه,24.757882,46.527667,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,recharge,protection,190.0,6.0,4.0,80000,1970
id_010001,Tamir,تمير,25.710225,45.827694,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,230.0,5.5,4.0,61523,2011
id_010002,Shi'b Al-Qasr Al-Asfal,شعب القصر الاسفل,25.153833,46.267694,Riyadh,Huraymila,Eastern Region Basin,,concrete,completed,recharge,protection,164.0,6.5,5.0,91170,2008
id_010003,Al-Manih,المانح,25.067531,45.450892,Riyadh,Marat,Eastern Region Basin,,earthfill,completed,recharge,protection,100.0,6.0,4.0,100000,1980
id_010004,Qabiban,قبيبان,23.483889,45.536389,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,protection,630.0,5.0,3.0,128442,2012
id_010005,Al-Ashr,العشر,25.240986,45.211788,Riyadh,Shaqra,Eastern Region Basin,,earthfill,completed,recharge,protection,173.0,6.5,5.0,101387,2013
id_010006,Al-Dahinah,الداهنة,25.608753,45.290367,Riyadh,Shaqra,Eastern Region Basin,,concrete,completed,recharge,protection,70.0,11.0,9.0,116640,2009
id_010007,Al-Anbari,العنبرى,25.195278,45.277333,Riyadh,Shaqra,Eastern Region Basin,,concrete,completed,recharge,protection,50.0,8.0,6.0,110000,1982
id_010008,Al-Ghadir,الغدير,25.22936,45.226406,Riyadh,Shaqra,Eastern Region Basin,,earthfill,completed,recharge,protection,161.0,6.0,4.0,119000,2010
id_010010,Al-Khalif,الخليف,25.28749,45.174242,Riyadh,Shaqra,Eastern Region Basin,,earthfill,completed,recharge,protection,152.0,7.0,5.0,147368,2012
id_010011,Al-Mahdiyah,المهديه,24.662778,46.427778,Riyadh,Riyadh,Eastern Region Basin,,earthfill,completed,recharge,protection,102.0,12.0,10.0,150000,2003
id_010012,Al-Fawarah,الفوارة,23.280191,45.236743,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,protection,370.0,5.0,3.0,164000,2012
id_010014,Al-Hafirah,الحفيره,22.824444,44.954722,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,400.0,8.0,6.0,170000,2003
id_010015,Malham,ملهم,25.143333,46.240556,Riyadh,Huraymila,Eastern Region Basin,,rockfill,completed,recharge,protection,100.0,5.0,4.0,200000,1970
id_010016,Mazwiyah,مزوى,23.25,44.65,Riyadh,Al-Rain,Wadi Hanifah Basin,,concrete,completed,recharge,protection,50.0,8.0,6.0,45800,1985
id_010017,Halifah Al-Musa'id,حليفه المساعد,25.126667,45.371556,Riyadh,Marat,Eastern Region Basin,,concrete,completed,recharge,protection,50.0,5.0,3.0,200000,1985
id_010018,Mahiraqah,محيرقة,23.951111,45.075833,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,166.0,6.0,4.0,202838,2008
id_010019,Marqan,مرقان,24.074167,44.937778,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,222.0,8.0,6.0,219537,2013
id_010020,Al-Shahmah,الشحمة,26.112187,45.808843,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,105.0,7.5,6.0,219617,2011
id_010021,Al-Ruwaydah,الرويضة,23.737759,44.801521,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,307.0,5.5,4.0,148570,2010
id_010022,Athitiyah,اثيثيه,25.158056,45.368056,Riyadh,Marat,Eastern Region Basin,,earthfill,completed,recharge,protection,230.0,4.0,3.0,250000,1982
id_010023,Al-Qaltah,القلتة,24.053611,45.014444,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,concrete,completed,recharge,recharge,115.0,9.5,8.0,135540,2010
id_010024,Marat,مرات,25.049528,45.467333,Riyadh,Marat,Eastern Region Basin,,concrete,completed,recharge,protection,110.0,12.0,10.0,400000,1977
id_010025,Sudus,سدوس,25.005833,46.1475,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,recharge,protection,520.0,7.0,6.0,400000,1979
id_010026,Al-Raziwah,الرزيوة,22.586019,44.953615,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,473.0,6.0,4.0,441675,2013
id_010027,Al-Bair,البير,25.269934,45.970554,Riyadh,Thadiq,Eastern Region Basin,,earthfill,completed,recharge,protection,523.0,6.0,4.0,441906,2009
id_010028,Haradah,حراضه,22.792778,46.199167,Riyadh,Al-Aflaj,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,276.0,8.0,6.0,447800,2007
id_010029,Al-Jazar,الجزر,25.697671,45.435457,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,370.0,6.0,4.0,40365,2011
id_010030,Bawdah,بوضه,25.819128,45.673748,Riyadh,Al-Majamah,Eastern Region Basin,,rockfill,completed,recharge,protection,100.0,8.0,6.0,130000,1985
id_010031,Tamrah,تمره,20.344295,45.373186,Riyadh,Al-Salil,Wadi Al-Dawasir Basin,,earthfill,completed,recharge,protection,160.0,6.0,4.0,473520,2009
id_010033,Al-Artawiyah,الارطاوية,26.455253,45.299936,Riyadh,Al-Majamah,Eastern Region Basin,,concrete,completed,recharge,protection,128.0,10.0,8.0,607143,2012
id_010034,Al-Khaniqiyah,الخنيقية,24.273056,45.059444,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,concrete,completed,recharge,recharge,189.0,8.0,6.0,678200,2011
id_010035,Khanqat 'Arwah,خنقة عروى,23.968821,44.909614,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,278.0,6.5,5.0,680143,2011
id_010036,Al-Hadar,الهدار,21.921389,45.934167,Riyadh,Al-Aflaj,Wadi Al-Dawasir Basin,,earthfill,completed,recharge,protection,400.0,10.0,8.0,1900000,2010
id_010037,Al-Jufir,الجفير,23.985878,46.247886,Riyadh,Al-Muzahimiyah,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,578.0,5.5,4.0,575625,2011
id_010038,Al-Fahihal,الفحيحيل,25.7775,45.265833,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,228.0,6.0,4.0,801985,2010
id_010039,Al-Rayn Bin 'Asaylan,الرين بعسيلان,23.666615,45.375946,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,125.0,10.0,8.0,826156,2011
id_010040,Warat,وراط,25.511667,45.519167,Riyadh,Shaqra,Eastern Region Basin,,earthfill,completed,recharge,protection,328.0,8.0,6.0,881307,2012
id_010041,Salabawakh,صلبوخ,25.074095,46.336166,Riyadh,Huraymila,Eastern Region Basin,,earthfill,completed,recharge,protection,125.0,12.0,10.0,931200,2008
id_010042,Al-'Afaj,العفج,23.564587,45.614631,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,1309.0,6.0,4.0,963524,2013
id_010043,Al-'Ayinah,العيينه,24.944444,46.345833,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,recharge,protection,400.0,5.0,3.0,100000,1968
id_010044,Al-Ghat,الغاط,25.967778,45.035278,Riyadh,Al-Ghat,Eastern Region Basin,,earthfill,completed,recharge,protection,180.0,10.5,9.0,1000000,1975
id_010045,Hawatah Sadir,حوطة سدير,25.590158,45.585831,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,500.0,14.0,12.0,1000000,1981
id_010046,Al-Wasi'ah,الوسيعه,25.986667,45.014167,Riyadh,Al-Ghat,Eastern Region Basin,,earthfill,completed,recharge,protection,180.0,6.5,4.0,100000,1981
id_010049,Al-Maliyah,المليه,25.126667,46.164444,Riyadh,Huraymila,Eastern Region Basin,,earthfill,completed,recharge,protection,300.0,8.0,6.0,61000,1982
id_010050,Al-Ha'ir Bin Al-Majma'ah,الحائر بالمجمعة,25.786674,45.368297,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,220.0,11.0,9.0,1000000,1985
id_010051,Al-Hariq Bin Al-Washam,الحريق بالوشم,25.478943,45.378394,Riyadh,Shaqra,Eastern Region Basin,,earthfill,completed,recharge,protection,400.0,6.0,4.0,500000,1985
id_010052,Namar,نمار,24.5745,46.686333,Riyadh,Riyadh,Eastern Region Basin,,rockfill,completed,recharge,protection,400.0,8.0,6.0,1500000,1959
id_010053,Hanifah,حنيفه,24.657778,46.609167,Riyadh,Riyadh,Eastern Region Basin,,earthfill,completed,recharge,protection,390.0,8.0,6.0,1400000,1960
id_010054,Al-Shamam,الشمام,24.005556,45.010278,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,100.0,6.0,4.0,1500000,1981
id_010055,Al-Nasaq,النسق,23.995111,45.012222,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,concrete,completed,recharge,recharge,100.0,10.0,8.0,1500000,1981
id_010056,Dharmah,ضرماء,24.679167,46.107778,Riyadh,Durma,Eastern Region Basin,,earthfill,completed,recharge,protection,1450.0,6.0,4.0,1500000,1982
id_010057,Al-Qawi'ah,القويعية,24.040833,45.231333,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,250.0,9.0,7.0,1500000,1982
id_010058,Hadijah,حديجه,24.547867,43.248611,Riyadh,Al-Dawadimi,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,350.0,7.0,5.0,1200000,1984
id_010059,Al-Muzayri'ah,المزيرعيه,24.781583,46.336556,Riyadh,Al-Diriyah,Eastern Region Basin,,concrete,completed,recharge,protection,580.0,4.0,3.0,390000,1985
id_010060,Lasad,لصاد,23.626667,46.6325,Riyadh,Al-Hariq,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,275.0,13.9,11.0,1500000,1986
id_010061,Jalajil,جلاجل,25.651115,45.420007,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,360.0,12.0,10.0,1750000,1975
id_010062,Al-Khanqah,الخنقه,24.049167,44.968611,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,196.0,12.0,10.0,1932500,2007
id_010063,Laban,لبن,24.621139,46.605278,Riyadh,Riyadh,Eastern Region Basin,,rockfill,completed,recharge,protection,500.0,12.0,10.0,2000000,1959
id_010064,Thadiq,ثادق,25.276489,45.875899,Riyadh,Thadiq,Eastern Region Basin,,earthfill,completed,recharge,protection,850.0,6.0,4.0,2000000,1976
id_010065,Al-Ahmar,الاحمر,22.370833,46.116667,Riyadh,Al-Aflaj,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,1045.0,8.0,6.0,2394450,2008
id_010066,Harimilah,حريملاء,25.098889,46.080556,Riyadh,Huraymila,Eastern Region Basin,,earthfill,completed,recharge,protection,1250.0,6.0,5.0,1500000,1970
id_010067,Al-Matirafi'ah,المطيرفية,24.746333,46.390722,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,recharge,protection,875.0,5.0,4.0,140000,1985
id_010068,Al-Rawdah,الروضه,25.609444,45.510278,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,554.0,14.0,12.0,3000000,1976
id_010069,Al-Hanabij,الحنابج,23.99162,43.332023,Riyadh,Afif,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,700.0,8.0,6.0,1500000,1978
id_010070,Hawtat Bani Tamim,حوطة بني تميم,23.525,46.793306,Riyadh,Hawtat Bani Tamim,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,770.0,13.0,11.0,9056604,1984
id_010071,Al-Ha'ir,الحائر,24.419556,46.813167,Riyadh,Riyadh,Eastern Region Basin,,concrete,completed,recharge,protection,400.0,14.0,12.0,3800000,1976
id_010072,Al-Hariq,الحريق,23.671156,46.426503,Riyadh,Al-Hariq,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,1700.0,10.0,8.0,6000000,1983
id_010073,Al-Halwah,الحلوه,23.451103,46.690972,Riyadh,Al-Hariq,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,700.0,15.0,13.0,10000000,2001
id_010074,Ghubaira,غبيره,24.748333,46.543889,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,flood_control,protection,170.0,6.0,4.0,90000,1970
id_010075,Al-Jafnah,الجفنه,24.157675,43.449883,Riyadh,Al-Dawadimi,Wadi Hanifah Basin,,concrete,completed,flood_control,recharge,220.0,6.0,4.0,100000,1982
id_010076,Isam,عصام,24.720461,43.610381,Riyadh,Al-Dawadimi,Wadi Hanifah Basin,,concrete,completed,flood_control,recharge,180.0,6.0,4.0,126000,1982
id_010077,Al-Ma'idhar,المعيذر,25.879722,45.349167,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,flood_control,protection,173.0,6.5,5.0,187701,2012
id_010078,Al-Rimah,الريمه,25.262201,45.199849,Riyadh,Shaqra,Eastern Region Basin,,earthfill,completed,flood_control,protection,95.0,11.0,9.0,200000,1975
id_010079,Al-Buq,البوق,22.766667,44.8675,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,flood_control,recharge,359.0,5.0,4.0,221459,2017
id_010080,Al-Tamriyah,التمريه,25.663353,45.906617,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,flood_control,protection,360.0,6.0,4.0,241922,1982
id_010081,Hajilah,حجيلا,23.851395,45.396239,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,concrete,completed,flood_control,recharge,150.0,6.5,5.0,197000,1982
id_010082,Safar,صفار,24.726056,46.551944,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,flood_control,protection,325.0,4.0,3.0,300000,1970
id_010083,Ashirah,عشيره,25.634444,45.693889,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,flood_control,protection,300.0,5.0,3.0,300000,1977
id_010084,Al-Halifah,الحليفه,25.128333,45.386944,Riyadh,Marat,Eastern Region Basin,,concrete,completed,flood_control,protection,110.0,12.0,10.0,400000,1982
id_010085,Al-Sadarih,السدريه,23.741944,45.151389,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,flood_control,recharge,150.0,4.0,4.0,300000,1982
id_010086,Al-Sadirah Am Nakhlah,السديرية ام نخلة,26.070556,44.966944,Riyadh,Al-Ghat,Eastern Region Basin,,concrete,completed,flood_control,protection,150.0,6.5,5.0,216000,1982
id_010087,Al-Haysiyah,الحيسيه,24.917222,46.180833,Riyadh,Al-Diriyah,Eastern Region Basin,,earthfill,completed,flood_control,protection,383.0,7.0,5.0,436460,2009
id_010088,Sh'ib Al-Isar,شعيب الايسر,20.340036,45.395295,Riyadh,Al-Salil,Wadi Al-Dawasir Basin,,earthfill,completed,flood_control,protection,130.0,9.0,7.0,719462,2015
id_010090,Al-Barah,البره,24.94801,45.897367,Riyadh,Huraymila,Eastern Region Basin,,earthfill,completed,flood_control,protection,750.0,6.5,5.0,600000,1982
id_010091,Al-Majma'ah,المجمعة,25.863889,45.282222,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,flood_control,protection,360.0,8.0,6.0,1300000,1969
id_010092,Al-Safrat,الصفرات,25.275316,46.025063,Riyadh,Thadiq,Eastern Region Basin,,earthfill,completed,flood_control,protection,490.0,13.0,11.0,935000,1977
id_010093,Samnan,سمنان,26.267931,44.881722,Riyadh,Al-Zulfi,Eastern Region Basin,,rockfill,completed,flood_control,protection,150.0,21.0,19.0,1500000,1979
id_010094,Al-Ghil,الغيل,22.600798,46.459552,Riyadh,Al-Aflaj,Wadi Al Sahba Basin,,concrete,completed,flood_control,protection,126.0,12.0,10.0,2500000,1984
id_010095,Al-Alab,العلب,24.774639,46.530889,Riyadh,Al-Diriyah,Eastern Region Basin,,concrete,completed,flood_control,protection,200.0,10.0,8.0,3000000,1974
id_010096,Al-Mushaqar,المشقر,25.863889,45.282222,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,flood_control,protection,400.0,15.0,13.0,5579200,2008
id_010097,Ari'ah Al-Janubi,عريعرة الجنوبي,26.336944,44.844444,Riyadh,Al-Zulfi,Eastern Region Basin,,concrete,completed,recharge,protection,93.0,10.5,8.0,50582,2011
id_010098,Abaraqih,ابراقية,24.183789,42.869732,Riyadh,Afif,Wadi Al-Rumah Basin,,earthfill,completed,recharge,protection,753.0,3.5,1.5,133792,2011
id_010099,Jawi,جوي,18.212241,43.168404,Riyadh,Al-Majamah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,protection,338.0,6.0,3.5,138033,2011
id_010100,Al-Ananiyah,العنانية,25.551695,45.574323,Riyadh,Al-Majamah,Eastern Region Basin,,rockfill,completed,recharge,protection,200.0,8.0,6.5,300000,1964
id_010102,Al-Kalbi,الكلبي,25.946111,45.253889,Riyadh,Al-Majamah,Eastern Region Basin,,earthfill,completed,recharge,protection,541.0,7.0,3.5,595591,2011
id_010103,Khaim,خيم,22.753504,44.918774,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,completed,recharge,recharge,480.0,7.0,4.0,569546,2018
id_010104,Ba'ij,باعج,26.020773,45.018252,Riyadh,Al-Ghat,Eastern Region Basin,,earthfill,completed,recharge,protection,207.0,8.0,4.0,140030,2017
id_010105,Ari'ah Al-Shamali,عريعرة الشمالي,26.339944,44.841094,Riyadh,Al-Zulfi,Eastern Region Basin,,concrete,completed,flood_control,protection,71.0,10.5,8.0,37740,2011
id_010106,Ruwaighib,رويغب,25.670833,46.384722,Riyadh,Thadiq,Eastern Region Basin,,earthfill,completed,protection,protection,236.0,7.0,4.0,140030,2017
id_010107,Malih,مليح,26.130556,44.946111,Riyadh,Al-Ghat,Eastern Region Basin,,concrete,under_construction,protection,protection,219.0,10.5,0.0,226040,2014
id_010108,Aba Al-Lasf,اباللصف,23.471111,46.853333,Riyadh,Hawtat Bani Tamim,Wadi Al Sahba Basin,,earthfill,completed,recharge,protection,285.0,9.0,0.0,700330,2017
id_010110,Wadi Asimar,وادي أسيمر,20.55081,45.439544,Riyadh,Al-Salil,Wadi Al-Dawasir Basin,,earthfill,completed,recharge,protection,174.0,12.0,0.0,726465,2017
id_010112,Al-Khadar,الخضر,24.189444,45.092778,Riyadh,Al-Qawiyah,Wadi Hanifah Basin,,earthfill,completed,recharge,protection,135.0,8.5,0.0,265139,2017
id_010113,Turif,طريف,22.776839,44.816382,Riyadh,Al-Rain,Wadi Hanifah Basin,,earthfill,under_construction,recharge,protection,90.0,6.0,0.0,80000,2017
id_010114,Samanan Al-Tad'imi,سمنان التدعيمي,26.251389,44.890556,Riyadh,Al-Zulfi,Eastern Region Basin,,concrete,under_construction,protection,protection,122.0,10.0,0.0,280037,2014
id_010115,Ari'ah Al-Sharqi 1,عريعره الشرقي 1,26.337337,44.84717,Riyadh,Al-Zulfi,Eastern Region Basin,,concrete,under_construction,protection,protection,127.0,8.5,0.0,64000,2014
id_010116,Ari'ah Al-Sharqi 2,عريعره الشرقي 2,26.340833,44.849722,Riyadh,Al-Zulfi,Eastern Region Basin,,concrete,under_construction,protection,protection,291.0,7.0,0.0,76000,2014
id_020000,Marikh,مريخ,21.82343333,39.24988889,Makkah,Jeddah,C,,rockfill,completed,drinking_water,protection,365.0,12.0,0.0,3650000,
id_020001,Ghaya,غايا,21.78256944,39.27240556,Makkah,Jeddah,C,,rockfill,completed,drinking_water,protection,630.0,19.0,0.0,7130000,
id_020002,Am Hablayn,أم حبلين,21.723042,39.238089,Makkah,Jeddah,C,,rockfill,completed,drinking_water,protection,795.0,10.0,0.0,4970000,
id_020003,Daghbaj,دغبج,21.66448056,39.25558889,Makkah,Jeddah,C,,rockfill,completed,drinking_water,protection,630.0,14.0,0.0,5130000,
id_020004,Burayman,بريمان,21.64580833,39.25259722,Makkah,Jeddah,C,,rockfill,completed,drinking_water,protection,200.0,20.0,0.0,5990000,
id_020005,Ghulail Al-Shamali,غليل الشمالي,21.42416389,39.32467778,Makkah,Jeddah,C,,rockfill,completed,drinking_water,protection,1200.0,10.0,0.0,1020000,
id_020015,Turabah,تربه,21.013245,41.504203,Makkah,Turbah,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,494.0,20.0,16.0,20000000,1981
id_020017,Al-Marwani,المرواني,22.17922,39.570881,Makkah,Khalis,Wadi Al-Khurma Basin,,rockfill,completed,drinking_water,drinking_water,580.0,61.0,53.35,183600000,2009
id_020018,Rabigh,رابغ,22.821667,39.375833,Makkah,Rabigh,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,drinking_water,381.0,60.0,50.5,220350000,2008
id_020019,Hali,حلي,18.7675,41.575,Makkah,Al-Qunfudhah,C,,concrete,completed,drinking_water,drinking_water,384.0,87.0,47.0,254000000,2009
id_020020,Al-Naqabiyah,النقبيه,21.068958,42.575023,Makkah,Ranyah,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,protection,132.0,20.0,18.0,10000000,1989
id_020021,Al-Lith,الليث,20.51,40.477222,Makkah,Al-Lith,Wadi Al-Khurma Basin,,rockfill,under_design,drinking_water,drinking_water,420.0,44.5,0.0,88000000,
id_020023,Qununa,قنونا,19.255286,41.559011,Makkah,Al-Ardiyat,Wadi Al-Dawasir Basin,,concrete,completed,drinking_water,drinking_water,326.0,46.0,38.0,79200000,2015
id_020024,Al-Manadhah,المناضح,20.7225,40.903889,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,65.0,12.0,8.5,107000,2003
id_020025,Katnah,كتنة,20.902461,40.92971,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,92.2,17.0,14.0,114652,2014
id_020026,Atam,عتام,21.072053,40.494542,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,rockfill,completed,drinking_water,recharge,68.0,13.0,10.0,41000,1983
id_020027,Damah,داماء,20.689167,40.893333,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,71.0,10.0,8.5,83000,1984
id_020028,Ghurif Jidarah,غريف جداره,20.902058,40.74965,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,rockfill,completed,drinking_water,recharge,100.0,15.0,12.0,40000,1983
id_020029,Dhari,ضري,22.57571,41.349388,Makkah,Al-Mawih,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,recharge,370.0,6.0,5.0,171859,2013
id_020030,Al-Raghiyah Riman,الراغية ريمان,23.330757,41.624444,Makkah,Al-Mawih,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,113.0,8.0,5.0,171585,2011
id_020031,Al-Shawahitah,الشواحطه,20.986314,40.832006,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,68.0,17.0,16.0,210000,1984
id_020032,Nawafilah,نوافله,20.809167,40.881944,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,138.0,15.0,12.0,222000,1987
id_020033,Al-Atah,العطاء,20.73175,40.870028,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,100.0,18.0,15.0,210000,1984
id_020034,Al-Marifiq,المريفق,20.799722,40.908333,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,107.0,14.0,12.0,250000,1983
id_020035,Al-Ramah,الرامه,20.599718,41.090631,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,102.0,14.0,11.0,302876,2015
id_020036,Al-Shu'irah,الشعيراء,20.525995,41.036911,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,94.0,15.0,12.0,171000,1984
id_020037,Yasib,ياصب,21.351155,40.330275,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,86.0,9.0,8.0,200000,1983
id_020038,Al-Bajidi,البجيدي,21.513889,40.138889,Makkah,Makkah,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,protection,680.0,9.0,7.0,499636,2009
id_020039,Qurad,قراض,22.421256,40.492924,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,318.0,13.0,11.0,370000,2009
id_020040,Sa'b,صعب,21.238794,40.383617,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,290.0,9.0,7.0,500000,1976
id_020041,Misan,ميسان,20.754167,40.807778,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,121.0,16.0,14.0,92512,2009
id_020042,Ikrimah,عكرمه,21.243556,40.358456,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,rockfill,completed,drinking_water,recharge,70.0,18.0,12.0,500000,1955
id_020043,Dharah,ضراء,20.8425,40.856667,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,105.0,24.0,20.0,509910,2012
id_020044,Al-Ayab,العياب,22.464327,40.04881,Makkah,Al-Kamil,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,recharge,107.0,23.0,19.0,527110,2009
id_020045,Al-Sab'an,السبعان,22.382778,39.956944,Makkah,Al-Kamil,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,161.0,21.0,17.5,620000,2014
id_020046,Thumalah,ثماله,21.119969,40.505053,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,rockfill,completed,drinking_water,recharge,111.0,10.0,7.75,608000,1983
id_020047,Shawan,شوان,22.483405,40.01693,Makkah,Al-Kamil,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,95.0,19.0,16.0,1000000,2010
id_020048,Hajar,حجر,22.949638,39.774944,Makkah,Makkah,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,recharge,455.0,11.0,9.0,762550,2012
id_020049,Bathan,بطحان,22.3575,39.935833,Makkah,Al-Kamil,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,83.0,13.0,10.0,773200,2008
id_020050,Malkan,ملكان,21.149047,40.034856,Makkah,Bahrah,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,recharge,165.0,12.0,9.0,800000,2007
id_020051,Nu'man,نعمان,21.254992,40.217047,Makkah,Makkah,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,recharge,305.0,18.0,14.0,1000000,2005
id_020052,Al-Qu'ur,القعور,22.321667,40.062778,Makkah,Al-Kamil,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,130.0,21.0,18.0,1060425,2009
id_020053,Awathal,اوثال,21.086467,40.665833,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,120.0,11.0,9.0,213000,1983
id_020054,Basal,بسل,21.168411,40.703213,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,120.0,15.0,12.0,1500000,1987
id_020055,Lasab,لصب,21.166314,40.486536,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,rockfill,completed,drinking_water,recharge,46.0,13.0,11.0,210000,1983
id_020056,Kara Al-Qawamah,كرا القوامه,20.733056,41.695278,Makkah,Turbah,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,150.0,13.0,10.0,1512170,2008
