dam_id,dam_name,dam_name_arabic,latitude,longitude,region,governorate,watershed_basin,watershed_basin_2,dam_type,status,primary_purpose,current_purpose,dam_length_m,dam_height_m,spillway_height_m,storage_capacity_m3,construction_year
id_130014,Al-Ashah,العشة,17.920078,43.698473,Najran,Badr Al-Janub,Rub Al-Khali Basin,rainfall_area,earthfill,completed,recharge,protection,196.0,11.0,8.0,270045,2009
id_130015,Qatan,قطن,18.189722,44.015833,Najran,Thar,Rub Al-Khali Basin,,concrete,completed,recharge,protection,123.0,13.0,10.0,758500,2009
id_130016,(Surum) Halal,(سروم) حلال,17.64983,43.866401,Najran,Habuna,Rub Al-Khali Basin,,earthfill,completed,recharge,recharge,222.0,12.0,12.0,585630,2008
id_130017,Al-Khadarah,الخضارة,17.894749,43.69264,Najran,Badr Al-Janub,Rub Al-Khali Basin,rainfall_area,earthfill,completed,recharge,recharge,355.0,10.0,4.0,600000,2002
id_130018,Na'wan,نعوان,18.222778,44.329722,Najran,Thar,Rub Al-Khali Basin,,earthfill,completed,recharge,recharge,216.0,12.0,9.0,532000,2011
id_130019,Al-Safah,الصفاح,18.313056,43.853056,Najran,Thar,Rub Al-Khali Basin,,earthfill,completed,recharge,recharge,198.0,9.0,2.0,366300,2008
id_130020,Tarimah,تريمه,17.892778,44.095,Najran,Habuna,Rub Al-Khali Basin,,concrete,completed,recharge,recharge,115.0,19.0,16.0,2073500,2010
id_130021,Al-Malihah,المليحه,17.945123,43.780487,Najran,Badr Al-Janub,Rub Al-Khali Basin,rainfall_area,concrete,completed,recharge,protection,121.0,17.0,14.0,471000,2010
id_130022,Akadhaba,عكذباء,18.136111,44.256667,Najran,Thar,Rub Al-Khali Basin,,earthfill,completed,recharge,protection,180.0,6.0,4.0,250000,2010
id_130023,Al-Athibah,الاثايبه,17.626417,44.205858,Najran,Najran,Rub Al-Khali Basin,,concrete,completed,recharge,protection,45.0,14.0,11.0,437350,2001
id_130024,Hadadah,هداده,17.596111,43.731389,Najran,Badr Al-Janub,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,80.0,8.0,6.0,500000,2002
id_130025,Al-Haj,الحج,17.570556,44.1875,Najran,Najran,Rub Al-Khali Basin,,earthfill,completed,recharge,protection,806.0,7.0,5.0,578000,2009
id_130026,Al-Sharam,الشرم,17.741111,43.586944,Najran,Badr Al-Janub,Wadi Al-Dawasir Basin,rainfall_area,concrete,under_construction,recharge,protection,95.0,15.5,0.0,163086,
id_130027,Qurdah,قرضة,18.184444,44.113333,Najran,Thar,Rub Al-Khali Basin,,earthfill,under_construction,recharge,protection,156.0,10.0,0.0,242875,
id_130028,Matarah Al-Qaran,مطارة القرن,17.756944,43.675833,Najran,Badr Al-Janub,Rub Al-Khali Basin,rainfall_area,concrete,under_construction,recharge,protection,136.0,29.0,0.0,2054425,
