date,time,scene_cloud_cover_%,aoi_cloud_cover_%,water_area_km2
1984-04-21,07:02:46,11.0,4.1287164176949895,0.0
1984-06-24,07:04:02,0.0,0.0,0.0
1984-08-27,07:05:38,0.0,0.0,0.0
1984-12-01,07:05:31,0.0,0.0,0.0
1985-01-02,07:05:51,10.0,10.0,0.0
1985-01-18,07:05:57,78.0,100.0,0.0
1985-03-07,07:06:02,0.0,0.0,0.0
1985-03-23,07:06:00,7.0,7.0,0.0
1985-04-24,07:05:51,0.0,0.0,0.0
1985-07-29,07:05:26,0.0,0.0,0.0
1986-01-05,07:03:11,0.0,0.0,0.0
1986-02-06,07:02:30,50.0,56.41709951378574,0.0
1986-02-22,07:02:08,0.0,0.0,0.0
1986-04-11,07:01:08,5.0,10.410255161008303,0.0
1986-04-27,07:00:45,1.0,1.0,0.0
1986-05-13,07:00:20,0.0,0.0,0.0
1986-09-02,06:56:34,0.0,0.0,0.0
1987-01-08,06:55:07,11.0,55.85816508910926,0.0288
1987-02-09,06:56:10,79.0,100.0,0.61212
1987-03-13,06:57:24,0.0,0.0,0.0
1987-03-29,06:57:58,5.0,5.0,0.0
1987-04-30,06:59:00,0.0,0.0,0.0
1987-05-16,06:59:27,35.0,100.0,1.214378823529412
1987-06-01,06:59:51,0.0,0.0,0.0
1987-06-17,07:00:13,14.0,14.0,0.0
1987-07-19,07:00:51,0.0,0.0,0.0
1987-08-04,07:01:19,0.0,0.0,0.0
1987-08-20,07:01:47,0.0,0.0,0.0
1987-09-05,07:02:13,0.0,0.0,0.0
1987-10-07,07:02:55,6.0,6.0,0.0
1987-11-08,07:03:32,0.0,0.0,0.0
1987-11-24,07:03:51,0.0,0.0,0.0
1987-12-10,07:04:04,0.0,0.0,0.0
1987-12-26,07:04:20,54.0,99.50340999621963,0.0
1988-01-11,07:04:36,30.0,100.0,0.0
1988-01-27,07:04:53,0.0,0.0,0.0
1988-02-28,07:05:23,0.0,0.0,0.0
1988-03-15,07:05:32,92.0,100.0,2.502398823529414
1988-03-31,07:05:39,0.0,0.0,0.0
1988-05-02,07:05:50,0.0,0.0,0.0
1988-05-18,07:06:01,1.0,1.0,0.0
1988-06-19,07:06:12,0.0,0.0,0.0
1988-07-05,07:06:16,0.0,0.0,0.0
1988-07-21,07:06:19,5.0,5.0,0.0
1988-08-06,07:06:20,0.0,0.0,0.0
1988-08-22,07:06:22,12.0,75.23392691357228,0.0
1988-09-07,07:06:24,0.0,0.0,0.0
1988-10-09,07:06:13,0.0,0.0,0.0
1988-10-25,07:06:10,0.0,0.0,0.0
1988-11-10,07:06:12,1.0,1.0,0.0
1988-11-26,07:06:13,7.0,5.499571889613384,0.0
1988-12-12,07:06:00,2.0,2.0,0.0
1988-12-28,07:05:55,0.0,0.0,0.0
1989-01-29,07:05:36,0.0,0.0,0.0
1989-02-14,07:05:36,0.0,0.0,0.0
1989-03-02,07:05:21,0.0,0.0,0.0
1989-04-03,07:04:41,55.0,96.95865689726887,0.0
1989-05-21,07:04:01,0.0,0.0,0.0
1989-06-22,07:03:22,0.0,0.0,0.0
1989-07-08,07:03:07,0.0,0.0,0.0
1989-08-09,07:02:27,0.0,0.0,0.0
1989-09-10,07:01:41,0.0,0.0,0.0
1989-09-26,07:01:20,0.0,0.0,0.0
1989-10-12,07:00:54,0.0,0.0,0.0
1989-10-28,07:00:20,1.0,1.0,0.0
1989-12-31,06:58:34,0.0,0.0,0.0
1990-02-17,06:57:03,3.0,23.49401231911322,0.0
1990-03-05,06:56:30,0.0,0.0,0.0
1990-03-21,06:55:56,43.0,100.0,0.0
1990-05-08,06:55:48,0.0,0.0,0.0
1990-05-24,06:55:47,0.0,0.0,0.0
1990-06-09,06:55:47,0.0,0.0,0.0
1990-06-25,06:55:46,0.0,0.0,0.0
1990-07-11,06:55:44,0.0,0.0,0.0
1990-08-12,06:55:35,0.0,0.0,0.0
1990-08-28,06:55:29,0.0,0.0,0.0
1990-09-13,06:55:27,0.0,0.0,0.0
1990-09-29,06:55:17,0.0,0.0,0.0
1990-10-15,06:55:11,0.0,4.229496038738352,0.0
1990-10-31,06:55:02,0.0,0.0,0.0
1990-12-02,06:54:48,1.0,1.0,0.0
1990-12-18,06:55:06,0.0,0.0,0.0
1991-01-03,06:55:30,36.0,36.0,0.0
1991-01-19,06:55:59,52.0,100.0,0.0
1991-02-04,06:56:06,54.0,97.64318239848284,0.0
1991-02-20,06:56:31,1.0,1.0,0.0
1991-03-24,06:57:11,9.0,9.0,0.0
1991-04-09,06:57:25,33.0,74.65045170382524,0.0
1991-04-25,06:57:39,6.0,6.0,0.0
1991-05-11,06:57:59,0.0,0.0,0.0
1991-05-27,06:58:15,0.0,0.0,0.0
1991-06-12,06:58:23,0.0,0.0,0.0
1991-07-14,06:58:52,0.0,0.0,0.0
1991-07-30,06:59:05,0.0,0.0,0.0
1991-08-15,06:59:06,0.0,0.0,0.0
1991-08-31,06:59:18,0.0,0.0,0.0
1991-09-16,06:59:31,0.0,0.0,0.0
1991-11-03,06:59:45,0.0,0.0,0.0
1991-11-19,06:59:48,1.0,1.0,0.0
1991-12-05,07:00:04,25.0,25.0,0.0
1992-01-06,06:59:52,0.0,0.0,0.0
1992-01-22,06:59:52,0.0,0.0,0.0
1992-03-10,06:59:47,16.0,81.20229997681264,0.0
1992-03-26,06:59:41,7.0,7.0,0.0
1992-04-11,06:59:35,0.0,0.0,0.0
1992-04-27,06:59:27,0.0,0.0,0.0
1992-05-13,06:59:19,0.0,0.0,0.0
1992-06-14,06:58:59,0.0,0.0,0.0
1992-07-16,06:58:36,0.0,0.0,0.0
