date,time,satellite,water_area_km2
1986-08-26,06:52:39,L5,0.1098
1987-02-02,06:52:06,L5,0.0009
1987-10-16,06:59:18,L5,0.0
1987-11-01,06:59:35,L5,0.0
1988-04-09,07:01:55,L5,0.0
1988-10-02,07:02:04,L5,0.0702
1988-10-18,07:02:22,L5,0.0
1988-11-19,07:02:01,L5,0.0792
1989-09-19,06:57:35,L5,0.0081
1989-10-05,06:57:02,L5,0.0126
1990-01-25,06:53:34,L5,0.0
1990-05-17,06:51:41,L5,0.0324
1990-06-02,06:51:59,L5,0.0657
1990-07-04,06:51:57,L5,0.0396
1990-08-21,06:51:21,L5,0.0243
1990-09-22,06:51:35,L5,0.0315
1990-10-08,06:51:24,L5,0.0549
1991-03-17,06:52:50,L5,0.0702
1991-04-18,06:53:45,L5,0.0594
1991-12-30,06:56:07,L5,0.0477
1992-09-27,06:53:39,L5,0.0369
1992-10-13,06:53:19,L5,0.0279
1993-02-18,06:53:23,L5,0.0459
1993-03-06,06:53:32,L5,0.047795294117647
1993-04-07,06:53:40,L5,0.0324
1993-05-25,06:54:20,L5,0.0027
1993-10-16,06:53:36,L5,0.054
1994-02-21,06:52:22,L5,0.0549
1994-04-10,06:51:58,L5,0.0477
1994-05-28,06:51:07,L5,0.0243
1994-09-01,06:48:19,L5,0.0
1994-10-03,06:47:51,L5,0.0
1994-10-19,06:47:21,L5,0.0
1994-11-20,06:45:50,L5,0.0009
1995-01-23,06:43:42,L5,0.0054
1995-03-28,06:41:30,L5,0.0459
1995-04-13,06:40:27,L5,0.0567
1995-05-15,06:39:26,L5,0.0108
1995-05-31,06:38:41,L5,0.027
1995-07-02,06:36:51,L5,0.0216
1995-09-04,06:34:18,L5,0.0117
1995-10-06,06:32:17,L5,0.0549
1995-11-07,06:31:18,L5,0.0414
1996-03-30,06:40:08,L5,0.0117
1996-06-02,06:43:55,L5,0.0243
1996-09-22,06:49:55,L5,0.0054
1996-10-08,06:50:46,L5,0.0171
1996-10-24,06:51:11,L5,0.0189
1996-11-09,06:52:20,L5,0.0198
1996-12-27,06:54:13,L5,0.0225
1997-01-12,06:55:22,L5,0.0153
1997-08-24,07:03:35,L5,0.0711
1997-09-09,07:03:39,L5,0.1539
1997-09-25,07:04:07,L5,0.1476
1997-10-11,07:04:33,L5,0.1413
1998-08-11,07:09:51,L5,0.1062
1998-09-28,07:10:39,L5,0.1062
1998-10-14,07:10:14,L5,0.1188
1998-11-15,07:10:27,L5,0.1431
1998-12-01,07:10:48,L5,0.144
1998-12-17,07:10:23,L5,0.1494
1999-04-08,07:10:06,L5,0.144
1999-06-11,07:09:47,L5,0.0864
1999-10-25,07:24:17,L7,0.0792
2000-02-06,07:06:00,L5,0.0864
2000-02-22,07:05:24,L5,0.1098
2000-03-09,07:04:52,L5,0.09
2000-05-12,07:07:33,L5,0.0684
2000-05-28,07:07:46,L5,0.0441
2000-06-21,07:23:37,L7,0.0
2000-10-19,07:10:01,L5,0.0675
2001-04-13,07:11:22,L5,0.0702
2001-09-28,07:20:13,L7,0.0
2002-05-26,07:20:04,L7,0.0342
2009-11-13,07:22:09,L5,0.0
2013-08-20,07:33:27,L8,0.0207
2014-06-20,07:31:08,L8,0.0
2014-09-24,07:31:54,L8,0.0243
2014-10-26,07:32:01,L8,0.036
2015-01-14,07:31:27,L8,0.03426
2015-06-07,07:30:38,L8,0.0009
2015-09-27,07:31:49,L8,0.0288
2015-10-13,07:31:26,L8,0.0153
2015-12-16,07:31:33,L8,0.0485894117647058
2016-02-18,07:31:43,L8,0.0423
2016-11-16,07:32:09,L8,0.1998
2016-12-02,07:31:45,L8,0.1494388235294117
2017-01-03,07:32:01,L8,0.1413
2017-01-19,07:31:57,L8,0.1269
2017-09-16,07:31:32,L8,0.126
2017-11-19,07:32:02,L8,0.1782
2017-12-21,07:32:01,L8,0.1098
2017-12-30,07:54:37,Sentinel-2B,0.1490788235294117
2018-01-22,07:31:24,L8,0.1305
2018-02-07,07:31:16,L8,0.1368
2018-02-23,07:31:34,L8,0.1305
2018-03-10,07:54:37,Sentinel-2B,0.1818
2018-03-15,07:54:41,Sentinel-2A,0.1845
2018-03-30,07:54:41,Sentinel-2B,0.1728
2018-06-15,07:30:42,L8,0.0009
2018-07-01,07:30:28,L8,0.0
2018-07-17,07:31:00,L8,0.0
2018-08-18,07:31:16,L8,0.0846
2018-10-05,07:31:35,L8,0.099
2018-10-06,07:54:39,Sentinel-2B,0.0824788235294117
2018-11-22,07:31:45,L8,0.1035
2019-01-25,07:31:13,L8,0.1278
2019-02-03,07:54:46,Sentinel-2B,0.1665
2019-02-10,07:31:34,L8,0.1233
2019-02-28,07:54:41,Sentinel-2A,0.2164094117647058
2019-03-20,07:54:43,Sentinel-2A,0.1903094117647058
2019-04-09,07:54:47,Sentinel-2A,0.1764
2019-05-01,07:31:14,L8,0.1125
2019-07-08,07:54:51,Sentinel-2A,0.1359
2019-08-21,07:31:59,L8,0.0909
2019-09-01,07:54:49,Sentinel-2B,0.1656
2019-09-06,07:31:38,L8,0.117
2019-09-11,07:54:47,Sentinel-2B,0.1467
2019-09-16,07:54:45,Sentinel-2A,0.1638
2019-09-22,07:31:44,L8,0.0801
2019-10-21,07:54:47,Sentinel-2B,0.1629
2019-11-09,07:31:47,L8,0.1341
2019-12-20,07:54:41,Sentinel-2B,0.1053
2020-02-18,07:54:42,Sentinel-2B,0.1989
2020-02-23,07:54:40,Sentinel-2A,0.1944
2020-04-08,07:54:42,Sentinel-2B,0.1998
2020-05-13,07:54:51,Sentinel-2A,0.1638
2020-05-28,07:54:47,Sentinel-2B,0.1449
2020-06-02,07:54:52,Sentinel-2A,0.1755
2020-06-07,07:54:48,Sentinel-2B,0.162
2020-06-22,07:54:52,Sentinel-2A,0.108
2020-08-11,07:54:52,Sentinel-2A,0.1341
2020-09-20,07:54:51,Sentinel-2A,0.0522
2020-09-24,07:32:06,L8,0.0873
2020-09-25,07:54:52,Sentinel-2B,0.1368
2020-10-05,07:54:49,Sentinel-2B,0.1314
2020-10-10,07:32:09,L8,0.0846
2020-10-15,07:54:52,Sentinel-2B,0.1332
2020-10-25,07:54:52,Sentinel-2B,0.1152
2020-10-30,07:54:51,Sentinel-2A,0.1359
2020-12-09,07:54:43,Sentinel-2A,0.1568223529411764
2020-12-19,07:54:44,Sentinel-2A,0.1611
2021-01-14,07:32:00,L8,0.1196894117647058
2021-01-23,07:54:49,Sentinel-2B,0.1692
2021-01-28,07:54:46,Sentinel-2A,0.1575
2021-01-30,07:31:33,L8,0.1188
2021-02-02,07:54:49,Sentinel-2B,0.1683
2021-02-15,07:31:54,L8,0.1107
2021-02-17,07:54:45,Sentinel-2A,0.1584
2021-02-27,07:54:46,Sentinel-2A,0.1806635294117647
2021-03-03,07:31:23,L8,0.0999
2021-03-04,07:54:48,Sentinel-2B,0.1608635294117647
2021-03-09,07:54:46,Sentinel-2A,0.1557
2021-03-14,07:54:48,Sentinel-2B,0.1449
2021-03-19,07:31:38,L8,0.1053
2021-03-24,07:54:45,Sentinel-2B,0.1449
2021-04-03,07:54:47,Sentinel-2B,0.1494
2021-04-04,07:31:35,L8,0.0846
2021-04-13,07:54:45,Sentinel-2B,0.144
2021-05-18,07:54:46,Sentinel-2A,0.126
2021-05-28,07:54:47,Sentinel-2A,0.1512
2021-06-22,07:54:49,Sentinel-2B,0.1008
2021-06-23,07:31:17,L8,0.072
2021-07-09,07:31:20,L8,0.0711
2021-08-01,07:54:50,Sentinel-2B,0.0666
2021-08-06,07:54:49,Sentinel-2A,0.1179
2021-09-11,07:31:41,L8,0.0459
2021-09-20,07:54:43,Sentinel-2B,0.0999
2021-09-25,07:54:49,Sentinel-2A,0.1188
2021-09-27,07:31:45,L8,0.0783
2021-10-10,07:54:50,Sentinel-2B,0.1188
2021-10-15,07:54:51,Sentinel-2A,0.1251
2021-10-20,07:54:47,Sentinel-2B,0.1116
2021-10-25,07:54:51,Sentinel-2A,0.1188
2021-11-04,07:54:50,Sentinel-2A,0.1082223529411764
2021-11-14,07:32:10,L8,0.0846
2021-11-24,07:54:46,Sentinel-2A,0.1241647058823529
2021-11-29,07:54:45,Sentinel-2B,0.1336094117647058
2021-11-30,07:32:11,L8,0.0909
2021-12-04,07:54:45,Sentinel-2A,0.1219023529411764
2021-12-08,07:32:11,L9,0.0846
2021-12-14,07:54:45,Sentinel-2A,0.1126835294117647
2021-12-19,07:54:40,Sentinel-2B,0.1327094117647058
2022-01-13,07:54:47,Sentinel-2A,0.1642023529411764
2022-01-23,07:54:46,Sentinel-2A,0.1459764705882353
2022-01-25,07:32:05,L9,0.0873
2022-02-02,07:31:57,L8,0.0801
2022-02-22,07:54:48,Sentinel-2A,0.0963
2022-03-04,07:54:49,Sentinel-2A,0.1152
2022-03-09,07:54:47,Sentinel-2B,0.1167741176470588
2022-03-29,07:54:46,Sentinel-2B,0.1062
2022-04-03,07:54:48,Sentinel-2A,0.0981
2022-04-07,07:31:12,L8,0.0738
2022-04-08,07:54:46,Sentinel-2B,0.0441
2022-05-13,07:54:52,Sentinel-2A,0.1359
2022-05-17,07:31:22,L9,0.0513
2022-05-18,07:54:48,Sentinel-2B,0.0684
2022-05-23,07:54:56,Sentinel-2A,0.1129094117647058
2022-06-02,07:31:21,L9,0.0009
2022-06-10,07:31:56,L8,0.0576
2022-06-26,07:31:39,L8,0.0045
2022-07-02,07:55:02,Sentinel-2A,0.1252411764705882
2022-07-04,07:31:17,L9,0.0468
2022-09-05,05:55:59,L7,0.0387
2022-09-10,07:55:00,Sentinel-2A,0.09
2022-09-14,07:32:27,L8,0.0423
2022-09-30,07:32:27,L8,0.0378
2022-10-08,07:31:47,L9,0.0576
2022-10-15,07:54:48,Sentinel-2B,0.0814482352941176
2022-10-16,07:31:57,L8,0.0621
2022-10-20,07:54:51,Sentinel-2A,0.0819
2022-10-25,07:54:48,Sentinel-2B,0.1008
2022-10-30,07:54:53,Sentinel-2A,0.081
2022-11-17,07:32:20,L8,0.0585
2022-11-24,07:54:48,Sentinel-2B,0.0846
2023-02-05,07:31:47,L8,0.0711
2023-02-07,07:54:48,Sentinel-2A,0.0954
