date,time,satellite,water_area_km2
2011-08-31,07:20:30,L5,0.0126
2013-04-23,07:27:25,L8,0.0
2013-08-29,07:27:41,L8,0.0
2013-11-01,07:27:22,L8,0.0
2013-12-03,07:27:16,L8,0.0
2013-12-19,07:27:06,L8,0.0
2014-01-04,07:27:00,L8,0.0
2014-01-20,07:26:47,L8,0.0
2014-02-05,07:26:39,L8,0.0
2014-02-21,07:26:25,L8,0.0
2014-03-09,07:26:12,L8,0.0
2014-11-04,07:25:51,L8,0.0
2014-11-20,07:25:48,L8,0.0
2014-12-06,07:25:47,L8,0.0
2014-12-22,07:25:46,L8,0.0
2015-01-07,07:25:41,L8,0.0
2015-03-12,07:25:15,L8,0.0
2015-05-31,07:24:44,L8,0.0027
2015-10-22,07:25:42,L8,0.0
2015-11-23,07:25:47,L8,0.0
2016-02-27,07:25:32,L8,0.0
2016-03-14,07:25:28,L8,0.0
2016-10-08,07:25:56,L8,0.0378
2016-10-24,07:25:59,L8,0.0288
2016-12-11,07:25:56,L8,0.0117
2016-12-27,07:25:52,L8,0.0072
2017-01-12,07:25:49,L8,0.0027
2017-01-28,07:25:43,L8,0.0018
2017-03-01,07:25:29,L8,0.0
2017-04-06,07:44:57,Sentinel-2A,0.0
2017-05-04,07:24:56,L8,0.0
2017-06-10,07:45:00,Sentinel-2B,0.0
2017-09-09,07:25:45,L8,0.0
2017-09-13,07:44:57,Sentinel-2A,0.0
2017-09-25,07:25:50,L8,0.0
2017-09-28,07:44:45,Sentinel-2B,0.0
2017-10-08,07:44:45,Sentinel-2B,0.0
2017-10-23,07:44:59,Sentinel-2A,0.0
2017-10-27,07:25:56,L8,0.0
2017-10-28,07:44:47,Sentinel-2B,0.0
2017-11-07,07:44:46,Sentinel-2B,0.0
2017-11-12,07:25:54,L8,0.0
2017-11-28,07:25:47,L8,0.0
2017-12-14,07:25:48,L8,0.0
2017-12-27,07:44:49,Sentinel-2B,0.0
2017-12-30,07:25:48,L8,0.0
2018-01-15,07:25:41,L8,0.0
2018-01-21,07:44:54,Sentinel-2A,0.0
2018-02-16,07:25:26,L8,0.0
2018-03-04,07:25:19,L8,0.0
2018-03-20,07:25:10,L8,0.0
2018-05-26,07:44:57,Sentinel-2B,0.0
2018-06-08,07:24:27,L8,0.0
2018-09-28,07:25:21,L8,0.0036
2018-10-08,07:44:57,Sentinel-2A,0.0018
2018-10-14,07:25:28,L8,0.0
2018-11-15,07:25:34,L8,0.0018
2018-12-01,07:25:33,L8,0.0
2018-12-17,07:25:30,L8,0.0
2018-12-27,07:44:53,Sentinel-2A,0.0
2019-01-02,07:25:30,L8,0.0
2019-01-11,07:44:59,Sentinel-2B,0.0
2019-01-16,07:44:56,Sentinel-2A,0.0
2019-01-18,07:25:28,L8,0.0
2019-01-21,07:45:00,Sentinel-2B,0.0
2019-01-31,07:45:00,Sentinel-2B,0.0
2019-02-03,07:25:24,L8,0.0
2019-02-05,07:44:57,Sentinel-2A,0.0
2019-02-20,07:45:00,Sentinel-2B,0.0
2019-02-25,07:44:56,Sentinel-2A,0.0
2019-03-02,07:44:58,Sentinel-2B,0.0
2019-03-07,07:25:17,L8,0.0
