dam_id,dam_name,construction_year,dam_height_m,spillway_height_m,capacity_mcm,curve_type,srtm_water_level_m,coverage_fraction,z_min,z_max,footprint_area_km2,c,b,r_squared,n_pixels,void_fraction,capped,placement_upstream_shift_m,placement_method,valley_width_m,valley_ratio,channel_slope,mean_catchment_slope,lat,lon,srtm_max_vol_mcm,vol_ratio,z_range,z_range_ratio,quality,uncertainty_flags,uncertainty_score,sed_yield_t_ha_yr,upstream_area_km2,owe_mm_year
id_010014,Al-Hafirah,2003,8.0,6.0,0.17,full,,1.0,842.061767578125,848.061767578125,0.0826251418518822,0.0077254464309342,1.5018043224976638,0.9985915580048568,94,0.0,True,0.0,stage_1_fast_path,474.3644831938457,79.06074719897428,0.043181762519538,0.0964912101626396,22.824444,44.954722,0.1856868214490438,1.0922754202884928,6.0,1.0,A,-,0,9.602743891,16.49082014,2579.0
id_010015,Malham,1970,5.0,4.0,0.2,full,,1.0,700.0,709.2372436523438,0.0536497281300339,0.0069485705758598,1.5827008437202748,0.99575391598309,62,0.0,False,0.0,stage_1_fast_path,176.49774798349551,44.12443699587388,0.0092465624361896,0.132838636636734,25.143333,46.240556,0.2226031058298584,1.1130155291492922,9.23724365234375,2.309310913085937,A,height_noise,1,2.201177196,467.9401323,2501.9
id_010017,Halifah Al-Musa'id,1985,5.0,3.0,0.2,full,,1.0,728.856689453125,736.8389282226562,0.0553675690343142,0.0004640235668552,1.815891880476353,0.9952281922699752,64,0.0,False,0.0,stage_5_relaxed_alignment,88.23867856813382,29.412892856044607,0.0158823383166371,0.0338619612157344,25.126667,45.371556,0.1892446207227537,0.9462231036137684,7.98223876953125,2.6607462565104165,A,narrow_valley;height_noise,2,2.143427489,7.838716372,2494.2
id_010018,Mahiraqah,2008,6.0,4.0,0.202838,full,,1.0,903.5608520507812,911.9359741210938,0.1203794510936643,0.2955077282005126,1.1563424288357558,0.9942305315660792,138,0.0,False,0.0,stage_1_fast_path,236.27981554048225,59.06995388512056,0.0099437554621681,0.0559915639460086,23.951111,45.075833,0.2344346194305961,1.155772682784272,8.3751220703125,2.093780517578125,A,height_noise,1,3.337219556,13.94693746,2514.9
id_010019,Marqan,2013,8.0,6.0,0.219537,full,,1.0,915.0,919.5,0.1420659575634572,0.0003226374555229,1.7352350517205313,0.9990450866606622,163,0.0,True,0.0,stage_1_fast_path,236.1789547678253,39.36315912797088,0.0069032632470789,0.1242032349109649,24.074167,44.937778,0.2832603448351141,1.290262437926701,4.5,0.75,A,-,0,1.252936097,1676.183285,2513.8
id_010020,Al-Shahmah,2011,7.5,6.0,0.219617,full,,1.0,646.25634765625,651.75634765625,0.1717948979073552,0.0247081863204244,1.3454375470885171,0.9979697232744574,200,0.0,True,0.0,stage_2_upstream_walk,234.46613258710448,39.07768876451741,0.0113479581881186,0.0435534343123436,26.112187,45.808843,0.2725096568055422,1.2408404486243878,5.5,0.9166666666666666,A,-,0,1.100554154,15.28567973,2461.7
id_010021,Al-Ruwaydah,2010,5.5,4.0,0.14857,full,,1.0,940.8170166015624,948.3170166015624,0.1441449292217976,1.0200978701492658,1.0130519477775983,0.9975827357244288,165,0.0,True,0.0,stage_3_quality_recovery,206.89774273953708,51.72443568488427,0.006572016570267,0.0698339864611625,23.737759,44.801521,0.1751579291452753,1.1789589361598931,7.5,1.875,A,height_noise,1,1.288309204,121.8077617,2534.2
id_010022,Athitiyah,1982,4.0,3.0,0.25,full,,1.0,704.617431640625,707.42431640625,0.0320020852925482,0.0006411043668806,1.710799238492146,0.9905118579783926,37,0.0,False,0.0,stage_2_upstream_walk,294.09543079125257,98.03181026375086,0.0015667086457886,0.0569346658885479,25.158056,45.368056,0.033731927740794,0.1349277109631761,2.806884765625,0.9356282552083334,C,height_noise,1,1.849155265,16.52031192,2494.2
id_010023,Al-Qaltah,2010,9.5,8.0,0.13554,full,,1.0,884.0323486328125,893.5323486328125,0.0366111472741117,1.1034227237003468e-05,2.214407316860143,0.9898812114277672,42,0.0,True,0.0,stage_1_fast_path,177.1467848362202,22.14334810452753,0.0041638963668726,0.1643318086862564,24.053611,45.014444,0.1457908186094094,1.075629471812081,9.5,1.1875,B,-,0,1.353869179,1739.598358,2515.7
id_010024,Marat,1977,12.0,10.0,0.4,full,,1.0,713.2139282226562,722.7139282226562,0.1540800530358865,0.0281553164082596,1.3829033261326218,0.990000923297322,178,0.0,True,,stage_6_fallback,2500.818274157705,250.08182741577053,0.0139754250905805,0.038181085139513,25.049528,45.467333,0.4083554214588734,1.0208885536471834,9.5,0.95,A,-,0,2.20142624,17.7253458,2494.2
id_010025,Sudus,1979,7.0,6.0,0.4,full,,1.0,814.2943115234375,822.7943115234375,0.2070049898907389,1.6950226422396824,1.0163477206399631,0.992983217329665,239,0.0,True,0.0,stage_1_fast_path,941.7625904496116,156.96043174160192,0.0063025088141519,0.0451374426484108,25.005833,46.1475,0.4135769149490704,1.033942287372676,8.5,1.4166666666666667,A,-,0,2.067704889,52.74882731,2512.9
id_010026,Al-Raziwah,2013,6.0,4.0,0.441675,full,,1.0,884.6245727539062,894.1245727539062,0.2931636117785443,0.8665106119254626,1.06013263385476,0.9989828723909656,333,0.0,True,0.0,stage_2_upstream_walk,534.0788995267129,133.51972488167823,0.0039817948242386,0.1022723019123077,22.586019,44.953615,0.5475908904692329,1.2398050387031934,9.5,2.375,A,height_noise,1,1.347430167,53.0483428,
id_010027,Al-Bair,2009,6.0,4.0,0.441906,full,,1.0,715.1295776367188,719.174072265625,0.1063204270821462,2.5880411269912843e-06,2.1741198626413376,0.9739960201762192,123,0.0,False,0.0,stage_3_quality_recovery,235.20458718179933,58.80114679544983,0.0037788645368914,0.0840968117117881,25.269934,45.970554,0.2476487996669504,0.5604105843028843,4.04449462890625,1.0111236572265625,B,height_noise,1,3.49127656,16.26597998,2501.2
id_010028,Haradah,2007,8.0,6.0,0.4478,full,,1.0,922.4715576171876,926.9715576171876,0.2963927554803174,0.0001615456756579,1.724173861206336,0.9943059613393904,337,0.0,True,0.0,stage_3_quality_recovery,266.907852567757,44.48464209462617,0.0109294066485794,0.1041651666164398,22.792778,46.199167,0.4560226816514677,1.018362397613818,4.5,0.75,A,-,0,2.361835753,51.39777109,2579.7
id_010029,Al-Jazar,2011,6.0,4.0,0.040365,full,,1.0,755.0357055664062,760.0357055664062,0.0206766437531974,0.0446627835979167,1.3884892224530982,0.950979027749179,24,0.0,True,0.0,stage_1_fast_path,410.9248803829951,102.73122009574875,0.0024683509389573,0.0572301410138607,25.697671,45.435457,0.043722486269782,1.0831781560704077,5.0,1.25,B,sub_pixel;height_noise,2,1.29608736,51.93675256,
id_010030,Bawdah,1985,8.0,6.0,0.13,full,,1.0,691.4273681640625,698.9273681640625,0.1196525831148191,0.337814797025471,1.124133448966652,0.9967954960108724,139,0.0,True,0.0,stage_3_quality_recovery,146.69781444063207,24.449635740105347,0.0035729916670086,0.0872038453817367,25.819128,45.673748,0.177757254771296,1.367363498240739,7.5,1.25,A,-,0,0.879860324,73.428643,2470.1
id_010031,Tamrah,2009,6.0,4.0,0.47352,full,,1.0,640.1173095703125,647.9955444335938,0.1723136455553048,0.0058629433860302,1.5049882138115949,0.987476068277038,193,0.0,False,89.64012130256499,stage_4_river_retry,89.64012130256499,22.410030325641248,0.0196134002270378,0.1460120528936386,20.344295,45.373186,0.4861387565018832,1.0266488353224432,7.87823486328125,1.9695587158203125,B,narrow_valley;height_noise,2,1.117528193,118.6157154,2641.8
id_010033,Al-Artawiyah,2012,10.0,8.0,0.607143,full,,1.0,632.6704711914062,640.6704711914062,0.2741241376316659,0.0134597394069028,1.4176076919129263,0.9993762382591508,320,0.0,True,0.0,stage_2_upstream_walk,146.3418882359863,18.29273602949829,0.0017832322346334,0.0615946687757968,26.455253,45.299936,0.6962324776879265,1.1467355757835085,8.0,1.0,A,-,0,0.727170923,211.91319,2455.5
id_010034,Al-Khaniqiyah,2011,8.0,6.0,0.6782,full,,1.0,817.8170166015625,828.8170166015625,0.2132385401767413,0.009874281075003,1.473144371454117,0.9923005875166788,245,0.0,True,0.0,stage_2_upstream_walk,88.50566363961381,14.750943939935636,0.0320433604392784,0.1568924784660339,24.273056,45.059444,0.7458997099243566,1.0998226333299272,11.0,1.8333333333333333,A,narrow_valley,1,2.262358498,307.1334788,2519.1
id_010035,Khanqat 'Arwah,2011,6.5,5.0,0.680143,full,,1.0,914.260986328125,922.260986328125,0.3811549261558851,0.2554388260038958,1.153274196297823,0.9982079076855894,437,0.0,True,0.0,stage_1_fast_path,590.6633792632152,118.13267585264305,0.0033725920092963,0.0649597570300102,23.968821,44.909614,0.6833750220666727,1.004751974315214,8.0,1.6,A,-,0,0.994404797,1082.813829,2513.0
id_010036,Al-Hadar,2010,10.0,8.0,1.9,full,,1.0,721.0,730.0,0.5704143290998087,6.777853135141121e-06,1.9974565730483405,0.9990362863228316,645,0.0,True,0.0,stage_1_fast_path,446.0736965000689,55.75921206250862,0.0039123077044119,0.1199493780732154,21.921389,45.934167,2.1454653680560245,1.129192298976855,9.0,1.125,A,-,0,1.112761717,230.4961666,2602.4
id_010037,Al-Jufir,2011,5.5,4.0,0.575625,full,,1.0,796.5765380859375,803.0765380859375,0.3795162694598777,0.0393217410868821,1.289404291218649,0.9996381404792596,435,0.0,True,0.0,stage_1_fast_path,620.2829810859246,155.07074527148114,0.005545701564122,0.0899601057171821,23.985878,46.247886,0.6098433847182863,1.0594456194888793,6.5,1.625,A,height_noise,1,3.330206861,80.58577071,2545.1
id_010038,Al-Fahihal,2010,6.0,4.0,0.801985,full,,1.0,776.0698852539062,781.5210571289062,0.0972923003423751,4.340323744872581e-05,1.94569156586028,0.9965961135621904,113,0.0,False,0.0,stage_1_fast_path,146.7134799822091,36.67836999555227,0.0038241718566545,0.0691368877887725,25.7775,45.265833,0.2277328623058249,0.2839614984143406,5.451171875,1.36279296875,C,height_noise,1,11.42784578,5.739226831,2479.6
id_010039,Al-Rayn Bin 'Asaylan,2011,10.0,8.0,0.826156,full,,1.0,799.9636840820312,809.91015625,0.1179973308464321,6.8523391825546826e-06,2.1371591809345203,0.9926961740787512,135,0.0,False,88.69322816932235,stage_4_river_retry,147.8220469488706,18.477755868608824,0.0057344135845712,0.1810817867517471,23.666615,45.375946,0.4995220339165627,0.6046340326966853,9.94647216796875,1.2433090209960938,A,-,0,2.44549332,589.4235077,2531.1
id_010040,Warat,2012,8.0,6.0,0.881307,full,,1.0,776.0242309570312,782.5242309570312,0.4201468203057476,0.0029122804311407,1.5086797128857732,0.9993004166707634,487,0.0,True,0.0,stage_1_fast_path,323.09388994327406,53.84898165721234,0.0089857271178888,0.1226933300495147,25.511667,45.519167,0.9002529917639581,1.021497607262802,6.5,1.0833333333333333,A,-,0,4.593956443,25.90477215,2489.2
id_010041,Salabawakh,2008,12.0,10.0,0.9312,full,,1.0,693.541748046875,702.041748046875,0.3480535108461761,0.0021593470998528,1.569792985220562,0.9990623140411128,402,0.0,True,0.0,stage_1_fast_path,235.3964830117829,23.53964830117829,0.0105666175888003,0.0659941062331199,25.074095,46.336166,1.0712169310806752,1.1503618246141272,8.5,0.85,A,-,0,1.716825658,300.4313463,2497.2
id_010042,Al-'Afaj,2013,6.0,4.0,0.963524,full,,1.0,705.6695556640625,714.1695556640625,0.5204562277001245,0.1222707558500928,1.2158897886860134,0.9992791909446298,595,0.0,True,0.0,stage_2_upstream_walk,1271.750969899857,317.93774247496424,0.0039189972895447,0.0553090386092662,23.564587,45.614631,1.0855229892031166,1.1266174887217304,8.5,2.125,A,height_noise,1,2.429223572,1363.101012,2550.3
id_010043,Al-'Ayinah,1968,5.0,3.0,0.1,full,,1.0,775.116455078125,783.616455078125,0.0701962450548862,4.90117102300783,0.905496754037368,0.9882168073362994,81,0.0,True,0.0,stage_1_fast_path,147.19207768419324,49.06402589473108,0.0036231197501576,0.0442527830600738,24.944444,46.345833,0.1239267042327004,1.239267042327004,8.5,2.833333333333333,B,height_noise,1,1.294322443,33.15303957,2508.8
id_010044,Al-Ghat,1975,10.5,9.0,1.0,full,,1.0,713.4002075195312,727.4002075195312,0.3146733206217784,0.2227189850709749,1.207636561637076,0.9922700881490154,366,0.0,True,0.0,stage_1_fast_path,205.2520289395211,22.805780993280123,0.0068640317196257,0.1118957474827766,25.967778,45.035278,1.0491260095320358,1.0491260095320358,14.0,1.5555555555555556,A,-,0,1.359856609,45.23776964,2483.5
id_010045,Hawatah Sadir,1981,14.0,12.0,1.0,full,,1.0,710.3059692382812,724.3059692382812,0.400080477885185,0.9090602190880656,1.085200713234909,0.9994375157498274,464,0.0,True,0.0,stage_1_fast_path,411.0955025418318,34.257958545152654,0.0007932257634832,0.0766747593879699,25.590158,45.585831,1.0952634203311562,1.0952634203311562,14.0,1.1666666666666667,A,-,0,2.163994787,224.8555908,2475.0
id_010046,Al-Wasi'ah,1981,6.5,4.0,0.1,full,,1.0,714.4603271484375,719.9603271484375,0.0567363659381686,0.0131657622623487,1.4473963739946696,0.996264947989808,66,0.0,True,0.0,stage_3_quality_recovery,234.5572043699798,58.63930109249495,0.0178086842898833,0.1250962316989898,25.986667,45.014167,0.1012228346851417,1.012228346851417,5.5,1.375,A,height_noise,1,2.983612715,4.062248356,2483.5
id_010049,Al-Maliyah,1982,8.0,6.0,0.061,full,,1.0,737.0844116210938,742.5844116210938,0.0848047816761204,0.8121519239144751,1.0280919477367814,0.9987685654583992,98,0.0,True,0.0,stage_3_quality_recovery,294.1738999737645,49.02898332896075,0.014143602344789,0.0977652817964553,25.126667,46.164444,0.094540024470573,1.5498364667307056,5.5,0.9166666666666666,A,-,0,1.6809718,349.1943032,
id_010050,Al-Ha'ir Bin Al-Majma'ah,1985,11.0,9.0,1.0,full,,1.0,755.6193237304688,766.6193237304688,0.3237169286874955,0.0045889661174431,1.5194196247102447,0.9975490057940152,376,0.0,True,0.0,stage_1_fast_path,264.0774347655615,29.341937196173504,0.0014450230187446,0.0700421407818794,25.786674,45.368297,1.1198797739102655,1.1198797739102655,11.0,1.2222222222222223,A,-,0,1.597063933,48.56945954,2479.6
id_010051,Al-Hariq Bin Al-Washam,1985,6.0,4.0,0.5,full,,1.0,736.0928955078125,744.0928955078125,0.3046052973554848,0.5962399133873635,1.086462993770919,0.997716817739199,353,0.0,True,0.0,stage_1_fast_path,616.879968521498,154.2199921303745,0.005511666931206,0.0907282680273056,25.478943,45.378394,0.5367266146037155,1.073453229207431,8.0,2.0,A,height_noise,1,4.043351337,24.63013428,2490.1
id_010052,Namar,1959,8.0,6.0,1.5,full,,1.0,576.5480346679688,595.0480346679688,0.3154980299177483,0.074650003993905,1.327293183854747,0.9990541504535514,363,0.0,True,0.0,stage_2_upstream_walk,235.8495219632461,39.30825366054102,0.0030783040458426,0.0738973319530487,24.5745,46.686333,1.502744059856162,1.0018293732374417,18.5,3.083333333333333,D,-,0,1.494141636,189.9458707,2520.2
id_010053,Hanifah,1960,8.0,6.0,1.4,full,,1.0,598.2442626953125,617.7442626953125,0.4586049641267753,0.1666922769804178,1.2268699847614983,0.9953823512162476,528,0.0,True,0.0,stage_2_upstream_walk,265.2436062058516,44.20726770097526,0.0007336864498406,0.1370180398225784,24.657778,46.609167,1.5419289063751096,1.1013777902679356,19.5,3.25,D,-,0,1.64257356,1668.885705,2520.2
id_010054,Al-Shamam,1981,6.0,4.0,1.5,full,,1.0,908.9570922851562,919.4872436523438,0.1133580135733269,0.0064008444755601,1.5538812965941526,0.9907670776948204,130,0.0,False,0.0,stage_3_quality_recovery,118.11754957125196,29.529387392813,0.0246339154439871,0.2105985134840011,24.005556,45.010278,0.5050971489411512,0.3367314326274341,10.5301513671875,2.632537841796875,B,height_noise,1,14.75571742,7.48137759,2514.9
id_010055,Al-Nasaq,1981,10.0,8.0,1.5,full,,1.0,911.5667114257812,929.1840209960938,0.2145239400710546,1.9373561899649167e-05,2.036009133467876,0.9936685735752204,246,0.0,False,0.0,stage_1_fast_path,147.65233971006063,18.45654246375758,0.0052828384835393,0.1815359443426132,23.995111,45.012222,1.5188905391006478,1.012593692733765,17.6173095703125,2.2021636962890625,A,-,0,15.89239692,4.041534456,2514.9
id_010056,Dharmah,1982,6.0,4.0,1.5,full,,1.0,659.0577392578125,666.0577392578125,0.8056325816861339,0.0026300836383896,1.4864123105222211,0.9986557242891022,928,0.0,True,0.0,stage_1_fast_path,1826.7798489092563,456.6949622273141,0.0024875794985544,0.0418954454362392,24.679167,46.107778,1.5954216346914794,1.063614423127653,7.0,1.75,A,height_noise,1,12.40492138,4.923738495,2520.9
id_010057,Al-Qawi'ah,1982,9.0,7.0,1.5,full,,1.0,830.1364135742188,839.6364135742188,0.5875818884262977,0.1603342241688578,1.2074585431128118,0.9979499714452212,674,0.0,True,0.0,stage_3_quality_recovery,324.785728268983,46.397961181283286,0.0039290106932273,0.1141405552625656,24.040833,45.231333,1.5123259361239167,1.008217290749278,9.5,1.3571428571428572,A,-,0,1.552249387,248.593398,2515.7
id_010059,Al-Muzayri'ah,1985,4.0,3.0,0.39,full,,1.0,749.8718872070312,757.8718872070312,0.1752606114241812,0.0092889306742202,1.4662179778852784,0.9993368508348875,202,0.0,True,0.0,stage_1_fast_path,559.654599651903,186.551533217301,0.0183487327700747,0.1322004348039627,24.781583,46.336556,0.4505152103069609,1.1551672059152842,8.0,2.6666666666666665,A,height_noise,1,3.299374024,135.8937983,2508.8
id_010060,Lasad,1986,13.9,11.0,1.5,full,,1.0,639.0701904296875,654.8176879882812,0.2755812215481329,0.0033148031004163,1.5794619240174537,0.9929398304222088,315,0.0,False,0.0,stage_1_fast_path,236.6243971580579,21.51130883255072,0.0503269251654013,0.2424010187387466,23.626667,46.6325,1.422961450311233,0.9486409668741552,15.74749755859375,1.4315906871448865,A,-,0,4.749514655,58.98334035,2536.8
id_010061,Jalajil,1975,12.0,10.0,1.75,full,,1.0,774.3357543945312,786.3357543945312,0.6230962574810325,0.1826656156121939,1.210522835434373,0.9995068870807424,723,0.0,True,0.0,stage_3_quality_recovery,645.8491666688807,64.58491666688806,0.0046635047164244,0.0674382075667381,25.651115,45.420007,1.8572232847463697,1.061270448426497,12.0,1.2,A,-,0,2.408384978,79.38545211,2479.6
id_010062,Al-Khanqah,2007,12.0,10.0,1.9325,full,,1.0,876.1661987304688,890.1661987304688,0.5299951458002966,0.1497607588477428,1.2496169788377252,0.9981715098626422,608,0.0,True,0.0,stage_1_fast_path,206.674459447296,20.6674459447296,0.0009023106965707,0.2305670082569122,24.049167,44.968611,2.1267362779050547,1.1005103637283595,14.0,1.4,A,-,0,1.282569289,1687.08652,2513.8
id_010063,Laban,1959,12.0,10.0,2.0,full,,1.0,621.2794799804688,633.2794799804688,0.6342194819163879,0.032871451543677,1.3480119396961112,0.9987649338444552,730,0.0,True,0.0,stage_1_fast_path,324.2283934392058,32.42283934392058,0.0335718700507629,0.1436384916305542,24.621139,46.605278,2.167423359603984,1.083711679801992,12.0,1.2,A,-,0,2.283089585,201.3329788,2520.2
id_010065,Al-Ahmar,2008,8.0,6.0,2.39445,full,,1.0,733.581298828125,744.581298828125,1.1041334866693304,0.1414046846603646,1.1961687412664048,0.9987726798957252,1252,0.0,True,0.0,stage_3_quality_recovery,742.4182430264894,123.73637383774825,0.008635896340578,0.0887680575251579,22.370833,46.116667,2.4514497280903123,1.0238049356179133,11.0,1.8333333333333333,A,-,0,1.706909503,300.5854055,2583.4
id_010066,Harimilah,1970,6.0,5.0,1.5,full,,1.0,769.3767700195312,781.2750244140625,0.1609859333017277,0.1462316457546497,1.2555254224194912,0.99813596940069,186,0.0,False,0.0,stage_2_upstream_walk,676.6519360516459,135.33038721032918,0.0059280011174958,0.0512567460536956,25.098889,46.080556,0.5082741361905354,0.3388494241270236,11.89825439453125,2.37965087890625,B,-,0,3.064405457,149.7677854,2501.9
id_010067,Al-Matirafi'ah,1985,5.0,4.0,0.14,full,,1.0,724.5802612304688,731.5802612304688,0.1223707738967663,1.1288643027477776,1.0243082549635596,0.997773628609684,141,0.0,True,0.0,stage_1_fast_path,942.712520842066,235.67813021051649,0.0037427392319163,0.0548783242702484,24.746333,46.390722,0.1805185884434568,1.2894184888818343,7.0,1.75,A,height_noise,1,2.398013704,142.2910102,2522.2
id_010068,Al-Rawdah,1976,14.0,12.0,3.0,full,,1.0,735.857666015625,749.857666015625,1.0991813965688308,0.1005179698421248,1.243207640746684,0.999570227931141,1275,0.0,True,0.0,stage_1_fast_path,557.8702387328099,46.48918656106749,0.0019995265441157,0.0763508975505828,25.609444,45.510278,3.2828884377522414,1.094296145917414,14.0,1.1666666666666667,A,-,0,2.532336437,146.9631317,2475.0
id_010069,Al-Hanabij,1978,8.0,6.0,1.5,partial,1015.002197265625,0.99945068359375,1015.0,1019.0,0.6108825222244284,2.637682199075816e-10,2.739475948049413,0.9414569833558858,700,0.0,True,0.0,stage_1_fast_path,649.9089395079276,108.3181565846546,0.0073736157592528,0.0658595263957977,23.99162,43.332023,1.7580326300301583,1.172021753353439,4.0,0.6666666666666666,B,-,0,2.655281178,59.77164158,2536.0
id_010070,Hawtat Bani Tamim,1984,13.0,11.0,9.056604,full,,1.0,569.447265625,589.447265625,2.7239695337489302,0.01833488223831,1.3526365878408897,0.9980502264190017,3111,0.0,True,0.0,stage_2_upstream_walk,798.9413177573529,72.63102888703207,0.0188888302812292,0.1637980043888092,23.525,46.793306,9.288289557701273,1.0255819463566336,20.0,1.818181818181818,A,-,0,4.285464393,1736.611174,2553.6
id_010071,Al-Ha'ir,1976,14.0,12.0,3.8,full,,1.0,509.29583740234375,523.2958374023438,0.8771538544212769,0.0051778684632132,1.4950355373933697,0.9993503704332596,1008,0.0,True,471.98435659341055,stage_4_river_retry,294.9902228708816,24.582518572573463,0.0195234546519391,0.063745267689228,24.419556,46.813167,3.974820950925384,1.0460055134014168,14.0,1.1666666666666667,A,-,0,1.149761445,2962.116143,2529.9
id_010072,Al-Hariq,1983,10.0,8.0,6.0,full,,1.0,705.1834106445312,719.1834106445312,2.3566510817199164,0.0526945166197917,1.2708697035338816,0.9993741522810758,2695,0.0,True,0.0,stage_1_fast_path,1833.411487884741,229.17643598559263,0.0006762601309797,0.0528789013624191,23.671156,46.426503,6.685193884878946,1.1141989808131576,14.0,1.75,A,-,0,4.726971003,615.4349212,2546.3
id_010073,Al-Halwah,2001,15.0,13.0,10.0,full,,1.0,627.0,645.0,1.840376766549266,3.044407929112805e-05,1.8408894407112064,0.9983404625121696,2101,0.0,True,0.0,stage_1_fast_path,1302.2459674547677,100.17276672728984,0.0356470957694611,0.1765037626028061,23.451103,46.690972,10.493476189850991,1.0493476189850992,18.0,1.3846153846153846,A,-,0,5.288808587,224.0977882,2552.4
