dam_id,dam_name,sed_yield_t_ha_yr,area_km2
id_030038,Al-Hasid,0.465742793,227.8378084
id_030039,Al-Aqul Al-Hajari,23.843881,16.70163209
id_040000,Aba Al-Hiyas,0.202785352,4.195254199
id_040001,Al-Rubiqah,0.787309988,18.85989174
id_040002,Al-Matla' Al-Aysar,1.775842004,20.2206789
id_040003,Aba Al-Hadar,0.65101094,324.1116684
id_040004,Aba Al-Rimah,3.688782336,6.888079236
id_040005,Al-Matla' Al-Ayman,9.579388429,18.68335244
id_040006,Qatan,3.851548616,44.65648515
id_040007,Al-Madhnib,0.911472496,15.21783083
id_040008,Wadi Al-Nakhil,0.621477431,60.8816278
id_040009,Abu Jurayfah,1.371427525,252.1515002
id_040010,Al-Rubiq,0.680763743,64.50903536
id_040011,Nasifat Aban Al-Ahmar,1.305114437,128.2999269
id_040012,Dar'ah,1.882894889,143.35581
id_040013,Uqlat Al-Suqur,0.262759093,29644.48623
id_040014,Al-Fawarah,0.835095801,277.1170263
id_040015,Al-Rummah,0.414523248,84011.60091
id_040016,Marid,0.404566432,96141.11444
id_040017,Bada'ih Al-Hamamin,0.275943898,235.3240498
id_050000,Al-Dhibiyah,0.343134608,3880.984441
id_050001,Hafar Al-Batin,0.343957365,3671.986742
id_060000,Al-Marah,0.153599201,6309.690257
id_060001,Al-Hilali,0.440864055,575.6953498
id_060002,Al-Lawiziyah,0.615030822,82.46002077
id_060003,Uwayj Al-Tal'ah,0.234210701,2138.996873
id_060004,Turif,0.215133779,551.0170375
id_060005,Al-Awashaqi,0.500898223,119.6528562
id_060006,Gharabah,3.102006137,394.2682631
id_060007,Aba Al-Qur,0.304766787,3213.781161
id_060008,Badanah,2.233341646,875.4146251
id_060009,Ar'ar,0.271879301,5182.811148
id_060010,Fihan,0.299040793,25261.19634
id_060011,Mahitah,0.334073706,35.02954878
id_070000,Ayash,2.931806733,48.04965443
id_070001,Ara'ir,8.120575761,10.3091204
id_070002,Al-Gharabah,2.53529368,88.28944161
id_070003,Badwah,1.916397591,71.78757092
id_070004,Abha,4.877669425,56.41754635
id_070005,Al-Fawhah,2.647092764,276.6705769
id_070006,Tandahah,3.306666613,376.0122644
id_070007,Atud Al-Khamis,1.844645499,394.1347279
id_070008,Tarjis,3.437394963,726.4650485
id_070009,Marbah,1.850639807,535.9983276
id_070010,Atud,3.383140545,513.8640815
id_070011,Marbah Al-Jawfi,2.630574336,1463.077628
id_070012,Tabalah,5.962918557,858.0340866
id_070013,Shihanah,1.656840041,22.52377955
id_070014,King Fahad,4.254389828,7268.054238
id_070015,Al-Malik Fahd Al-Jawfi,2.124831908,7271.528661
id_070016,Yabah,6.620195425,2341.929768
id_070017,Shi'b Al-Harajah,0.05520951,163.0485435
id_070018,Al-Qurihah,0.151088057,4.157277586
id_070019,Al-'Aws,0.005681028,11.04631562
id_070020,Rim,0.007652806,4.129658043
id_070021,Al-'Asim,0.03797703,4.912517424
id_070022,Al-Sawdah,10.28222871,6.925959063
id_070023,Khath'am,2.767191257,12.64164936
id_070024,Marah,2.08710485,52.74026459
id_070025,Al-Ramid,0.227474903,4.609829546
id_070026,Zahrah Bani Bashar,5.329606284,4.480852697
id_070027,Khidar,20.61173189,7.431184974
id_070028,Al-'Amal (Zahir),11.79998295,22.54283636
id_070029,Al Basam,0.15710766,4.567735006
id_070030,Bani Qays,2.382096284,16.59685463
id_070031,Al-Mashrab,4.657232765,83.05577125
id_070032,Jash (Al-Riyadh),3.638112715,51.88078744
id_070033,Al-Wuqirah,11.6211749,5.681701773
id_070034,Tha'abah,6.783261833,4.349759872
id_070035,Mahlah 'Ar'arah,0.0855734,4.293461082
id_070036,Al-Dirham,0.250805682,4.308081526
id_070037,Al-Batnah,2.635055632,32.0133847
id_070038,Ru'am,5.683534423,66.25511687
id_070039,Al-Ghilan,4.582320872,4.107981354
id_070040,Rimah,2.497428523,4.316165757
id_070041,Tulihah Al-Sharaf,2.821594736,188.2722443
id_070042,Al-Hadilah,8.959905864,4.123071262
id_070043,Wasanib,1.877639749,4.102775738
id_070044,Radah,7.013023711,4.202946398
id_070045,Bashut,1.979222851,4.92775387
id_070046,Al-Faqa'is,13.58834891,11.07570426
id_070047,Al 'Ifah,0.140814891,4.781321105
id_070048,Al-Khulsah,2.384405432,21.0049617
id_070049,Al-Qabdah,8.730440079,17.47392116
id_070050,Shari,4.330606036,109.9379558
id_070051,Al-Harajah,11.20530311,6.698905001
id_070052,Ghadar,6.840787656,9.803115665
id_070053,Al-'Ayinah,1.921967575,23.30312435
id_070054,Sadwan,2.99667552,23.77233442
id_070055,As-Samkhiyah,0.09672939,4.18791859
id_070056,Al-Maraghah,3.967842282,184.1037639
id_070057,Al-Akhdar Al-Musfir,4.067154582,33.22262226
id_070058,Hijrat Zahir,3.604997116,29.47837133
id_070059,Al-Nahrah,17.60479476,4.274702285
id_070060,Rawdan,3.287263117,41.3691568
id_070061,Surum,4.372418281,4.335053212
id_070062,Jawf Al-Ma'mar,12.4990975,25.22655181
id_070063,Al-'Adiyah,10.48525891,7.399556046
id_070064,Al-Hufah,8.728486977,4.124217957
id_070065,Ar-Rashid,10.59576889,18.44149567
id_070066,Al Thabit (Al-Khir),8.345675055,18.1871389
id_070067,Al-Hajlah,5.132193911,112.8490185
id_070068,Jabal Khat,2.712371068,29.39569807
id_070069,Jariyah Al-Majardah,2.501963103,92.24601548
id_070070,Afyadh Al-Talhah,6.061432204,63.80935084
id_070071,Sharaqib,11.56206992,4.377145972
id_070072,Shi'b Shadad,0.015483775,4.742666345
id_070073,Hajla,1.428445132,62.86147862
id_070074,Surum Al-Harajah,4.950459037,15.16463185
id_070075,Sarabah,6.209842168,6.199291972
id_070076,Bahwan,4.920055334,30.88593185
id_070077,Tabab,0.085716867,13.65343024
id_070078,Anam,19.60711936,4.085795007
id_070079,Al-Musayriq,2.543007629,13.97115895
id_070080,Al-Ghurah,2.693891096,7.796084055
id_070081,Maskah,4.718492316,35.36618895
id_070082,Al-Madhah,2.436079366,837.1952565
id_070083,Haswah,0.025683617,15.74161857
id_070084,Subh,2.719326472,29.35118095
id_070085,Tamniyah,2.326124717,16.81246675
id_070086,Al-Gha'il,17.77061106,12.33613766
id_070087,Al-Da'fah,0.132213515,4.830169741
id_070088,Halba,5.932534481,37.80456257
id_070089,Al-Mawin,4.676547134,40.29413235
id_070090,Turayf,3.750641355,20.08552196
id_070091,Ashran,8.628092665,35.08844726
id_070092,Amiq Bal-Lahmar,4.968375751,53.33707669
id_070093,Khurs,3.907068812,51.43241301
id_070094,Athab,1.430420611,40.03579048
id_070095,Al-Dahnah,4.22538901,9.235402954
id_070096,Al-Qabah,4.561778745,459.996336
id_070097,Ghalabah,4.029860805,93.08055551
id_070098,Dhahban,6.278147939,470.0681826
id_070099,Al-Fid,5.512947728,300.5956044
id_070100,Qurdan,7.21512689,29.82567573
id_070101,Harjab,1.454179583,790.9706666
id_070102,Al-Sarwa,0.242561148,4.82866748
id_070103,Al-'Asran,0.172850317,4.248070967
id_070104,Abu Khuda'ah,4.169680295,257.2568698
id_070105,Kutam,6.65465467,72.43804039
id_070106,Al-'Ayzah,11.57209399,18.17937473
id_070107,Al-Farwan,10.20737548,10.94294574
id_070108,Wadi Daf,11.14212368,18.22471823
id_070109,Thama,6.274144979,4.461510102
id_070110,Al-Jawah,13.16924734,6.247858128
id_070111,Awis,3.610629844,19.73307866
id_070112,Yafif,3.37231312,21.32449006
id_070113,Nabah,7.41751093,6.086377497
id_070114,Khadar Al-Haymah,2.862737781,126.8125183
id_070115,Tahallul,2.691768132,103.0654828
id_070116,Al-Mahzamah,4.651288462,83.31706869
id_070117,Aqdah,4.608497514,37.20120518
id_070118,AL-Thafn,0.262477504,1732.739211
id_070119,Al-Farhah,0.308087154,10.4936369
id_070120,Hadhir,0.024562523,25.04312149
id_070121,Wasat Marama,2.816918519,110.5772297
id_080000,Mamana Al-Jawfi,0.31047091,56.68437332
id_080001,Dawaqat Al-Abd Al-Hamid,2.563187503,113.3084255
id_080002,Daqah,3.818311369,415.9189316
id_080003,Alib,3.601288112,705.5626498
id_080004,Alib Al-Jawfi,3.696700398,745.2786815
id_080005,Al-Ahsabah,7.203570781,925.8269516
id_080006,Al-Ahsabah Al-Jawfi,7.38360611,1021.28931
id_080007,Thurad,5.199518201,376.5313456
id_080008,Thurad Al-Jawfi,4.980038187,411.447505
id_080009,Al-Janabin,4.142075169,209.5054116
id_080010,Al-Aqiq,5.273393842,309.4318512
id_080011,Ardah Al-Jawfi,3.63087179,1166.670873
id_080012,Ardah,7.402623446,1052.31871
id_080013,Batat Al-Jawfi,2.327655436,195.5148321
id_080014,Daqah Al-Jawfi,4.153307892,460.1190736
id_080015,Matuwah,0.009670245,5.299191337
id_080016,Al-Arishayn,0.015586085,4.46005797
id_080017,Al-Ritaq,0.341716882,22.05717104
id_080018,Zaqat,0.05999925,11.92849418
id_080019,Al-Qamah,0.045984221,8.902221879
id_080020,Al-Azizah,0.544969221,4.629208499
id_080021,Dharawah,0.015586085,4.46005797
id_080022,Al-Hijah,1.758697096,6.901358974
id_080023,Ajlan,0.033363601,19.26305929
id_080024,Al-Malad,2.164511614,34.36070494
id_080025,Shahbah,2.508836624,5.128015022
id_080026,Al-Aja'idah,6.914529872,4.906162807
id_080027,Dhark,2.899085801,232.0396553
id_080028,Am Rijlan,0.018025104,12.89931306
id_080029,Al-Marbah,1.737612253,14.43104581
id_080030,Al-Kharar,1.24503998,25.25816327
id_080031,Al-Lahijah,3.875758068,21.17894637
id_080032,Al-Khalah,11.68216224,4.079609821
id_080033,Al-Talqiyah,1.890032812,11.95541302
id_080034,Al-Jahafin,1.753835529,7.110979753
id_080035,Al-Haliyah,1.979406541,4.079609821
id_080036,Subihah,4.544797818,28.07034261
id_080037,Al-Dhahin,1.799657891,22.36765772
id_080038,Al-Muzlimat,2.957630194,220.2423567
id_080039,Al-Sadr,3.207401637,81.02465534
id_080040,Al-Mashiraf,4.063984968,50.23453544
id_080041,Ma'shuqah,7.188121658,178.9837772
id_080042,Al-Marazawaq,8.03646045,6.654340443
id_080043,Jarab,2.637515419,91.01695663
id_080044,Madhas,2.76232552,278.6724029
id_080045,Bidah,9.379609529,26.45433243
id_080046,Al-Habis,0.011892943,4.0758884
id_080047,Dabdab,0.01964974,4.891155335
id_080048,Al-Milh,8.937714728,321.1172849
id_080049,Al-Afarah,0.014544531,6.009506233
id_080050,Athal,9.242121274,5.469089555
id_080051,Al-Hadim,7.916731444,17.2731608
id_080052,Al Sarawar,0.757399204,17.33426128
id_080053,Shada Nira,0.71293589,94.90776038
id_080054,Al-Madarah,0.459783473,6.632707678
id_080055,Al-Hamirah (Al-Salasil),2.269548459,83.155691
id_080056,Al-Nusabah,0.461964001,12.37164604
id_090000,Al-Juwi'diyah,1.36816948,532.3552711
id_090001,Aqadah,5.221605338,5.97943185
id_090002,Al-Sahwah,2.717692023,9.728714812
id_090003,Al-Sada'iyah,3.406471705,6.620453443
id_090004,Al-Ratiq,4.834174589,10.78346508
id_090005,Taba,1.965750994,6.982786717
id_090006,Tawarin,4.311498031,29.98358298
id_090007,Al-Jahifah,4.891589918,9.812300264
id_090008,Al-Mudih,4.322319158,7.034355089
id_090009,Fayd,1.420348292,5.299264862
id_090010,Aqalat Bin Jabrin,1.11028725,50.96232596
id_090011,Al-Salaf,3.311257738,57.80493484
id_090012,Al-Raqab,0.9811825,1161.042511
id_090013,Saqiyat Fayd,1.452817521,580.409381
id_090014,Al-Azim,1.692286571,9.359897936
id_090015,Nuqbayn,6.478187054,17.04648875
id_090016,Al-Sir,3.969916618,7.220213496
id_090017,Ghamrah,2.278475902,21.620106
id_090018,Samirahh,0.726913845,126.9860355
id_090019,Al-Radafin,4.380963584,19.54142736
id_090020,Al-Hawidah,1.212854224,15.02624373
id_090021,Al-Shinan,3.094461496,63.37855013
id_090022,Al-Bar,5.04886899,5.879697723
id_090023,Al-Halifah,0.701685213,3431.574283
id_090024,Al-Sab'an,0.999735536,96.39896317
id_090025,Saqf,1.3804928,92.19166292
id_090026,Watadah,0.576479258,42.0586921
id_090027,Al-Salimah,1.120818977,97.62564866
id_090028,Dalihan,1.537835307,85.61369956
id_090029,Bazakhah,0.920866776,171.6701339
id_090030,Al-Mustajidah,5.928322074,19.75187619
id_090031,Al-Shaqiq,1.982790337,530.7972687
id_090032,Al-Wasitah,1.001431845,681.6644342
id_090033,Al-Ha'it,0.559880028,426.0179312
id_090034,Al-Dabiyah,0.718175695,689.4213701
id_090035,Wasmiya,5.268901595,12.84552941
id_090036,Al-Na'ih,5.045419017,4.583641621
id_090037,Al-Adirah,0.689752493,648.5944646
id_090038,Al-Rawdah,3.267400088,65.14507351
id_090039,Al-Ghazalah,1.703676427,18.4648554
id_090040,Al-Rawd Bin Hadi,0.718481041,885.5036617
id_090041,Aqadh Al-Tad'imi,0.305178705,14.23807969
id_090042,Mashar,8.013898435,6.229754269
id_090043,Aba Adi,0.186000786,7.095703764
id_090044,Qarih,5.37081873,6.522635503
id_090045,Al-Sir Al-Tad'imi,3.563150923,21.4196546
id_100000,Al-Kharar,3.459410914,148.3958862
id_100001,Rahib,3.577038293,23.63606559
id_100002,Abu Al-Qazaz,1.216825133,1267.973363
id_100003,Al-Zarib,0.501667529,125.5322698
id_100004,Shawaq,5.063520058,145.3669337
id_100005,Aynawanah,1.69444156,446.368777
id_100006,Damah,3.575223576,581.2496421
id_100007,Sharamah,0.826424332,1654.266094
id_100008,Samin,1.664677654,45.08047682
id_100009,Al-Nabi',3.164088192,127.802831
id_100010,Al-Kar,2.067035709,389.5941433
id_100011,'Afal,1.749802588,1816.716315
id_100012,Shaghab,3.296768918,419.871562
id_100013,Al-Balitih,1.775106305,67.95052461
id_100014,Al-Fari'ah,1.454577827,1295.137799
id_100015,Wadi Al-Najad,1.750295209,397.6511146
id_100016,Tala' Al-Shamali,8.998596446,23.81805539
id_100017,Salim Al-Awasat,5.530705997,9.381161333
id_100018,Dahkan,1.545703243,86.63307703
id_100019,Damh,1.02415857,3082.076873
id_100020,Dab'an,9.371273625,44.2940222
id_100021,Tila' Al-Janawabi,2.211033681,11.07930708
id_100022,Al-Baqar,2.368023084,226.890833
id_100023,Tarim,2.185933775,901.3280014
id_100024,Na'am,2.121050819,80.8249625
id_100025,Al-Mawilah (Al-Sir),2.883857123,520.1832
id_110000,Al-Ma'tadal (Al-Tamariyah),0.583592698,160.5436114
id_110001,Zalawam,0.749690178,198.047047
id_110002,Al-Ay'ali,0.29997044,3630.260173
id_110003,Al-Ma'arik,0.060336907,3.934488634
id_110004,Al-Shawihitiyah,0.228705901,2110.359241
id_110005,Al-Nakhalah,2.594841039,90.58303335
id_110006,Bair,0.096751958,2632.820479
id_110007,Hasidah Al-Gharbiyah,0.146152592,1078.014824
id_110008,Sarmadah,0.175147413,1485.224714
id_110009,Hasidah Al-Sharqiyah,2.232612772,308.1223468
id_110010,Al-Marir,11.32130615,94.48747953
id_120000,Baish,7.50532372,4755.84299
id_120001,Baish Al-Jawfi,7.532609545,4799.981014
id_120002,Jazan,6.402757848,1412.931567
id_120003,Damad,4.684037446,899.6031784
id_120004,Damad Al-Jawfi,1.864801232,996.6468763
id_120005,Qasi,9.043430669,267.3423914
id_120006,Shab Maghawarah,6.001170735,8.614124901
id_120007,Lajab (Bashimah),1.052119672,9.735349616
id_120008,Al-Madirah,2.519618395,34.24513839
id_120009,Amud,1.391971763,89.47306754
id_120010,Al-Raith,6.318658333,29.35954892
id_120011,Qurah,5.563291989,79.31729249
id_120012,Wasah,10.40410235,45.43821764
id_120013,Wa'al,5.184769111,56.80145915
id_120014,Shahdan,3.741926221,100.1460919
id_120015,Am Khabarah,1.596202198,355.416685
id_130000,Najran,4.762869228,4565.553922
id_130001,Najran Al-Jawfi,4.645857283,4856.307669
id_130002,Aratad,0.158304627,6.769219552
id_130003,Yasan,3.064063519,412.8323504
id_130004,Al-Salamah,6.769649628,16.35826046
id_130005,Al-Bayadh,3.953811477,7.829837287
id_130006,Al-Maghawi,3.644224494,25.55171596
