elevation_m,area_m2,volume_m3
395.7696533203125,888.7010643520724,0.0
396.2696533203125,888.7010643520724,444.3505321760362
396.7696533203125,888.7010643520724,888.7010643520724
397.2696533203125,888.7010643520724,1333.0515965281086
397.7696533203125,2666.103193056217,2221.752660880181
398.2696533203125,3554.8042574082897,3776.9795234963076
398.7696533203125,4443.505321760362,5776.55691828847
399.2696533203125,6220.907450464507,8442.660111344687
399.7696533203125,7998.309579168652,11997.464368752977
400.2696533203125,10664.412772224869,16663.144956601358
400.7696533203125,15107.91809398523,23106.22767315388
401.2696533203125,18662.72235139352,31548.88778449857
401.7696533203125,23994.928737505954,42213.300556723436
402.2696533203125,31104.537252322534,55988.16705418056
402.7696533203125,36436.74363843497,72873.48727686994
403.2696533203125,39991.54789584326,91980.56016043949
403.7696533203125,48878.558539363985,114198.0867692413
404.2696533203125,55988.167054180565,140414.76816762745
404.7696533203125,64875.177697701285,170630.60435559793
405.2696533203125,71984.78621251787,204845.5953331527
405.7696533203125,84426.60111344689,243948.4421646439
406.2696533203125,95979.71495002382,289050.02118051157
406.7696533203125,108421.52985095284,340150.33238075575
407.2696533203125,116419.83943012149,396360.6747010243
407.7696533203125,129750.35539540257,457903.2234074053
408.2696533203125,144858.2734893878,526555.3806286029
408.7696533203125,159077.49051902097,602539.3216307051
409.2696533203125,169741.90329124584,684744.1700832718
409.7696533203125,177740.21287041449,771614.6991236869
