elevation_m,area_m2,volume_m3
2012.6351318359375,904.653273938379,0.0
2013.1351318359375,3618.613095753516,1130.8165924229738
2013.6351318359375,8141.879465445411,4070.9397327227057
2014.1351318359375,10855.839287260547,8820.369420899195
2014.6351318359375,15379.105656952443,15379.105656952443
2015.1351318359375,18997.718752705958,23973.311759367043
2015.6351318359375,22616.331848459475,34376.8244096584
2016.1351318359375,27139.598218151372,46815.80692631111
2016.6351318359375,28044.25149208975,60611.769353871394
2017.1351318359375,34376.8244096584,76217.03832930843
2017.6351318359375,37995.437505411915,94310.103808076
2018.1351318359375,636875.9048526188,263027.9393975837
2018.6351318359375,681203.9152755993,592547.8944296383
2019.1351318359375,714676.0864113194,941517.8948513679
2019.6351318359375,753576.1771906697,1308580.960751865
2020.1351318359375,776192.5090391292,1691023.1323093148
2020.6351318359375,810569.3334487876,2087713.5929312939
2021.1351318359375,849469.4242281379,2502723.2823505253
2021.6351318359375,885655.5551856731,2936504.527203978
2022.1351318359375,923650.992691085,3388831.1641731677
2022.6351318359375,980644.1489492028,3864904.94958324
2023.1351318359375,1050302.451042458,4372641.599581155
2023.6351318359375,1114532.833492083,4913850.42071479
2024.1351318359375,1186000.4421332148,5488983.739621114
2024.6351318359375,1256563.3975004083,6099624.699529519
2025.1351318359375,1342505.4585245545,6749391.91353576
