elevation_m,area_m2,volume_m3
755.6193237304688,860.9492784241902,0.0
756.1193237304688,2582.8478352725706,860.9492784241902
756.6193237304688,2582.8478352725706,2152.3731960604755
757.1193237304688,3443.797113696761,3659.0344333028083
757.6193237304688,7748.543505817712,6457.1195881814265
758.1193237304688,11192.340619514473,11192.340619514473
758.6193237304688,15497.087011635424,17864.69752730195
759.1193237304688,21523.731960604753,27119.902270361992
759.6193237304688,28411.326187998275,39603.66680751275
760.1193237304688,39603.66680751275,56607.41505639051
760.6193237304688,54239.804540723984,80068.2828934497
761.1193237304688,68014.99299551103,110631.98227750845
761.6193237304688,78346.3843366013,147222.32661053655
762.1193237304688,91260.62351296416,189624.07857292792
762.6193237304688,112784.35547356891,240635.3233195612
763.1193237304688,143778.52949683976,304776.04456216336
763.6193237304688,167885.1092927171,382691.9542595526
764.1193237304688,191130.73981017023,472445.9165352744
764.6193237304688,216098.26888447173,574253.1687089349
765.1193237304688,248814.34146459098,690481.3212962006
765.6193237304688,272059.9719820441,820699.8996578594
766.1193237304688,300471.2981700424,963832.717195881
766.6193237304688,323716.9286874955,1119879.7739102654
