elevation_m,area_m2,volume_m3
2446.0654296875,905.7787880497066,0.0
2446.5654296875,905.7787880497066,452.8893940248533
2447.0654296875,1811.5575760994132,1132.2234850621332
2447.5654296875,1811.5575760994132,2038.0022731118397
2448.0654296875,1811.5575760994132,2943.7810611615464
2448.5654296875,1811.5575760994132,3849.559849211253
2449.0654296875,3623.1151521988263,5208.228031285813
2449.5654296875,3623.1151521988263,7019.785607385226
2450.0654296875,5434.672728298239,9284.232577509492
2450.5654296875,7246.230304397653,12454.458335683466
2451.0654296875,8152.009092447359,16304.01818489472
2451.5654296875,9963.566668546773,20832.91212514325
2452.0654296875,10869.345456596478,26041.140156429065
2452.5654296875,14492.460608795305,32381.59167277701
2453.0654296875,16304.018184894718,40080.71137119952
2453.5654296875,16304.018184894718,48232.72046364688
2454.0654296875,17209.796972944427,56611.17425310667
2454.5654296875,19021.354549043837,65668.96213360374
2455.0654296875,20832.91212514325,75632.52880215051
2455.5654296875,21738.690913192957,86275.42956173456
2456.0654296875,22644.469701242666,97371.21971534347
2456.5654296875,25361.806065391786,109372.78865700208
2457.0654296875,28079.142429540905,122733.02578073525
2457.5654296875,28984.92121759061,136999.04169251813
2458.0654296875,30796.478793690025,151944.3916953383
2458.5654296875,30796.478793690025,167342.63109218332
2459.0654296875,31702.25758173973,182967.31518604077
2459.5654296875,31702.25758173973,198818.44397691064
2460.0654296875,34419.59394588885,215348.9068588178
