elevation_m,area_m2,volume_m3
727.8745727539062,840.9046238813279,0.0
728.3745727539062,2522.7138716439836,840.9046238813279
728.8745727539062,4204.523119406639,2522.7138716439836
729.3745727539062,6727.236991050623,5255.653899258299
729.8745727539062,8409.046238813278,9039.724706724275
730.3745727539062,11772.66473433859,14085.152450012243
730.8745727539062,17658.997101507885,21443.067908973862
731.3745727539062,28590.75721196515,33005.50648734212
731.8745727539062,36158.8988268971,49192.92049705768
732.3745727539062,50454.27743287967,70846.21456200187
732.8745727539062,59704.22829557428,98385.84099411537
733.3745727539062,72317.7976537942,131391.3474814575
733.8745727539062,76522.32077320084,168601.37708820624
734.3745727539062,88294.98550753943,209805.7036583913
734.8745727539062,103431.26873740333,257737.26721962699
735.3745727539062,114363.0288478606,312185.84161594295
735.8745727539062,137908.35831653778,375253.68840704253
736.3745727539062,158930.97391357098,449463.5214645697
736.8745727539062,174067.25714343486,532713.0792288212
737.3745727539062,194248.96811658674,624792.1355438266
737.8745727539062,211067.0605942133,726121.1427215267
738.3745727539062,241339.6270539411,839222.8146335653
738.8745727539062,265725.86114649964,965989.1866836755
739.3745727539062,290112.09523905814,1104948.675780065
739.8745727539062,317021.04320326063,1256731.9603906446
740.3745727539062,317861.94782714196,1415452.7081482452
