elevation_m,area_m2,volume_m3
2475.640869140625,905.2628539303468,0.0
2476.140869140625,905.2628539303468,452.6314269651734
2476.640869140625,2715.78856179104,1357.89428089552
2477.140869140625,2715.78856179104,2715.78856179104
2477.640869140625,2715.78856179104,4073.6828426865604
2478.140869140625,2715.78856179104,5431.57712358208
2478.640869140625,3621.051415721387,7015.787117960187
2479.140869140625,4526.314269651733,9052.628539303467
2479.640869140625,5431.57712358208,11542.101387611921
2480.140869140625,5431.57712358208,14257.889949402961
2480.640869140625,5431.57712358208,16973.678511194
2481.140869140625,5431.57712358208,19689.46707298504
2481.640869140625,7242.102831442774,22857.887061741254
2482.140869140625,7242.102831442774,26478.93847746264
2482.640869140625,7242.102831442774,30099.98989318403
2483.140869140625,9052.628539303467,34173.67273587059
2483.640869140625,10863.15424716416,39152.6184324875
2484.140869140625,11768.417101094508,44810.51126955217
2484.640869140625,14484.205662885548,51373.66696054718
